PREF IBKR,PREF YF,CMON,FF-FR_,BOND_,CRDT SCORE_,EX-DIV DATE,CALL DATE,MATUR DATE,DIV AMOUNT,COUPON,Aug2022_Price,Oct19_Price,CMON OUTS SHARES,CMON SECTOR,LAST PRICE,TIME TO DIV,DIV ADJ.PRICE,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Last Price,Oct19_diff,Aug2022_diff,SMA88,SMA268,SMA88 chg,SMA268 chg,6M Low,6M High,1Y Low,1Y High,Div adj.price,6M_Low_diff,6M_High_diff,SMA88_chg_norm,SMA268_chg_norm,6M_Low_diff_norm,6M_High_diff_norm,1Y_High_diff,1Y_Low_diff,1Y_High_diff_norm,1Y_Low_diff_norm,ADV_6M,ADV_3M,ADV_15D,AVG_ADV
RCC,RCC,RC,,BB,8.0,05/30/2025,2/15/2023,2/15/2026,0.36,5.75%,23.91,23.74,172.29,Reit,,9.0,,,,,,,0.76,0.59,24.56,24.39,-0.23,0.43,24.17,26.87,22.9,26.87,24.18,0.01,-2.69,49.129383,45.197164,83.52809,44.482759,-2.69,1.28,39.806259,80.685714,16777,25794,2836,15136
RCD,RCD,RC,,,10.5,07/09/2025,12/15/2026,12/15/2029,0.56,9.00%,,,172.29,Reit,,49.0,,,,,,,,,,,,,22.97,25.55,22.97,25.55,23.08,0.11,-2.47,,,81.730337,41.448276,-2.47,0.11,37.183308,87.371429,39584,35377,18682,31214
RF PRC,RF-C,RF,NFF,,10.5,06/02/2025,8/15/2029,NONE,0.36,5.70%,,,898.77,Regionalbank,,12.0,,,,,,,,,23.82,23.82,-1.83,-1.85,21.94,25.56,16.63,25.56,23.07,1.13,-2.49,56.868198,53.278689,63.393258,41.724138,-2.49,6.44,37.421759,51.2,33191,31043,29330,31188
RF PRF,RF-F,RF,NFF,,8.0,07/25/2025,9/15/2029,NONE,0.43,6.95%,,,898.77,Regionalbank,,65.0,,,,,,,,,,,,,24.2,26.67,23.61,26.67,25.16,0.96,-1.51,,,66.449438,28.206897,-1.51,1.55,25.737705,79.142857,65157,45396,55348,55300
RITM PRA,RITM-A,RITM,FF,,8.0,07/25/2025,8/15/2024,NONE,0.64,7.50%,,,529.83,Reit,,65.0,,,,,,,,,25.38,25.33,-0.36,-0.15,24.36,26.22,20.85,26.22,25.11,0.75,-1.11,49.758162,47.252991,70.224719,22.689655,-1.11,4.26,20.968703,63.657143,20271,20952,11841,17688
RITM PRB,RITM-B,RITM,FF,,8.0,07/25/2025,8/15/2024,NONE,0.63,7.13%,,,529.83,Reit,,65.0,,,,,,,,,25.24,25.19,0.16,0.38,24.07,25.86,19.5,25.86,25.11,1.04,-0.75,47.243047,45.374391,65.011236,17.724138,-0.75,5.61,16.676602,55.942857,30728,30153,19726,26869
RITM PRC,RITM-C,RITM,FF,,8.0,07/25/2025,2/15/2025,NONE,0.59,6.38%,,,529.83,Reit,,65.0,,,,,,,,,24.68,24.2,0.16,2.15,22.8,25.18,17.12,25.18,24.56,1.76,-0.62,47.243047,39.100576,52.067416,15.931034,-0.62,7.44,15.126677,45.485714,36320,42809,30164,36431
RITM PRD,RITM-D,RITM,NFF,,12.0,08/01/2025,11/15/2026,NONE,0.44,7.00%,,,529.83,Reit,,72.0,,,,,,,,,23.99,23.76,0.5,1.47,22.33,24.7,18.81,25.26,24.02,1.69,-0.68,45.598549,41.510855,53.325843,16.758621,-1.24,5.21,22.518629,58.228571,29161,32913,26905,29659
RIV PRA,RIV-A,RIV,,,9.5,06/13/2025,5/15/2027,NONE,0.38,6.00%,25.01,22.06,21.47,Cef,,23.0,,,,,,,0.89,-2.06,23.34,23.43,-1.66,-2.06,22.4,24.8,21.89,24.8,22.67,0.27,-2.13,56.045949,54.023039,78.853933,36.758621,-2.13,0.78,33.129657,83.542857,5740,5655,4669,5355
RJF PRB,RJF-B,RJF,,,8.0,06/27/2025,7/1/2026,NONE,0.4,6.38%,,,201.75,Assetmanagement,,37.0,,,,,,,,,25.23,25.21,0.09,0.14,24.76,26.45,24.6,26.45,25.01,0.25,-1.44,47.58162,46.225078,79.213483,27.241379,-1.44,0.41,24.90313,85.657143,4366,4627,1694,3562
RLJ PRA,RLJ-A,RLJ,,,8.0,07/30/2025,NONE,NONE,0.49,7.80%,26.33,23.55,151.76,Reit,,70.0,,,,,,,1.1,-1.68,24.76,25.13,-0.44,-1.91,22.8,26.63,22.8,26.63,24.54,1.74,-2.09,50.145103,53.49136,52.426966,36.206897,-2.09,1.74,32.652757,78.057143,22070,23264,14893,20076
RPT PRC,RPT-C,RPT,NFF,,8.0,05/15/2025,5/15/2030,NONE,0.49,9.88%,,,45.42,Reit,,84.0,,,,,,,,,,,,,24.22,25.5,24.22,25.5,24.98,0.76,-0.52,,,70.044944,14.551724,-0.52,0.76,13.934426,83.657143,10404,10404,2842,7883
RWAYL,RWAYL,RWAY,,BB,8.0,05/15/2025,7/28/2024,7/28/2027,0.47,7.50%,25.4,24.3,37.35,Creditservices,,84.0,,,,,,,0.72,-0.38,25.03,25.03,-0.05,-0.03,24.58,25.44,23.52,25.44,24.99,0.41,-0.45,48.258767,46.827647,76.337079,13.586207,-0.45,1.47,13.099851,79.6,4262,5117,3315,4231
RWAYZ,RWAYZ,RWAY,,BB,8.0,06/27/2025,12/31/2024,12/31/2027,0.5,8.00%,,24.52,37.35,Creditservices,,37.0,,,,,,,0.5,,25.22,25.22,-0.78,-0.78,24.83,25.51,23.74,25.7,24.73,-0.1,-0.78,51.789601,49.486043,85.505618,18.137931,-0.97,0.99,19.299553,82.342857,3720,3611,2026,3119
RWT PRA,RWT-A,RWT,NFF,,8.0,05/15/2025,4/15/2028,NONE,0.63,10.00%,,,132.98,Reit,,84.0,,,,,,,,,24.87,25.21,0.16,-1.19,20.77,26.5,19.62,26.5,24.87,4.1,-1.63,47.243047,50.9393,10.0,29.862069,-1.63,5.25,27.168405,58.0,7964,6920,5610,6832
RWTN,RWTN,RWT,,BB,8.0,05/15/2025,3/1/2026,3/1/2029,0.57,9.13%,,,132.98,Reit,,84.0,,,,,,,,,24.82,25.11,-2.08,-3.24,22.48,25.89,22.48,27.1,24.26,1.78,-1.63,58.077388,58.205583,51.707865,29.862069,-2.84,1.78,41.594635,77.828571,8695,7970,5947,7537
RWTO,RWTO,RWT,,BB,8.0,05/15/2025,9/1/2026,9/1/2029,0.56,9.00%,,,132.98,Reit,,84.0,,,,,,,,,,,,,22.25,26.0,22.25,26.0,24.48,2.23,-1.52,,,43.617978,28.344828,-1.52,2.23,25.85693,75.257143,12055,12393,11146,11865
RWTP,RWTP,RWT,,,12.0,05/30/2025,3/1/2027,3/1/2030,0.85,9.13%,,,132.98,Reit,,9.0,,,,,,,,,,,,,22.7,25.25,22.7,25.25,23.5,0.8,-1.75,,,69.325843,31.517241,-1.75,0.8,28.599106,83.428571,24543,24543,15675,21587
RZB,RZB,RGA,,,12.0,06/27/2025,6/15/2026,6/15/2056,0.36,5.75%,,,66.07,Insurance,,37.0,,,,,,,,,24.77,24.93,0.95,0.28,24.11,26.0,23.44,26.47,24.79,0.68,-1.21,43.422007,45.728844,71.483146,24.068966,-1.68,1.35,27.764531,80.285714,23039,22046,9231,18105
RZC,RZC,RGA,,,8.0,06/13/2025,10/15/2027,10/15/2052,0.45,7.13%,,,66.07,Insurance,,23.0,,,,,,,,,25.88,26.16,-0.04,-1.12,24.74,27.33,24.74,29.2,25.54,0.8,-1.79,48.210399,50.691183,69.325843,32.068966,-3.66,0.8,51.371088,83.428571,29994,31723,20825,27514
SACH PRA,SACH-A,SACH,,,8.0,05/15/2025,6/29/2026,NONE,0.48,7.75%,24.15,19.69,47.31,Reit,,84.0,,,,,,,-4.55,-9.01,16.17,19.4,-6.36,-21.95,12.54,23.78,12.54,25.06,15.11,2.57,-8.67,78.778718,,37.505618,,-9.95,2.57,,73.314286,6986,7067,5253,6436
SAJ,SAJ,SAR,,BB,8.0,05/15/2025,10/27/2024,10/31/2027,0.5,8.00%,,24.68,15.36,Assetmanagement,,84.0,,,,,,,0.82,,25.36,25.26,0.54,0.95,24.74,25.75,24.2,26.49,25.47,0.73,-0.28,45.405079,43.35401,70.58427,11.241379,-1.02,1.27,19.895678,80.742857,2313,2086,1419,1939
SAT,SAT,SAR,,BB,8.0,05/15/2025,4/27/2024,4/30/2027,0.38,6.00%,24.99,23.3,15.36,Assetmanagement,,84.0,,,,,,,1.18,-0.51,24.58,24.42,-0.42,0.23,23.91,25.16,22.75,25.16,24.45,0.54,-0.71,50.048368,45.90607,74.0,17.172414,-0.71,1.7,16.199702,78.285714,5732,7567,3484,5594
SAY,SAY,SAR,,BB,8.0,05/15/2025,12/13/2024,12/31/2027,0.51,8.13%,,25.01,15.36,Assetmanagement,,84.0,,,,,,,0.06,,25.36,25.3,-1.14,-0.9,24.9,25.98,24.3,25.98,25.04,0.14,-0.94,53.530834,49.911387,81.191011,20.344828,-0.94,0.74,18.941878,83.771429,3507,3518,4551,3859
SAZ,SAZ,SAR,,BB,8.0,07/16/2025,4/14/2025,4/15/2028,0.53,8.50%,,25.03,15.36,Assetmanagement,,56.0,,,,,,,0.17,,25.41,25.44,-0.81,-0.93,24.9,26.0,24.52,26.0,25.0,0.1,-1.0,51.934704,50.017723,81.910112,21.172414,-1.0,0.48,19.657228,85.257143,4078,5374,5340,4931
SB PRC,SB-C,SB,,,8.0,07/16/2025,5/31/2019,NONE,0.5,8.00%,25.2,24.98,105.27,Marineshipping,,56.0,,,,,,,0.6,0.38,25.33,25.54,1.0,0.14,24.85,26.5,24.31,26.5,25.39,0.54,-1.11,43.180169,46.225078,74.0,22.689655,-1.11,1.08,20.968703,81.828571,1101,1126,611,946
SB PRD,SB-D,SB,,,8.0,06/13/2025,6/30/2019,NONE,0.5,8.00%,,,105.27,Marineshipping,,23.0,,,,,,25.43,,,25.33,25.64,0.38,-0.8,24.17,26.14,24.17,26.9,25.06,0.89,-1.08,46.17896,49.556934,67.707865,22.275862,-1.84,0.89,29.672131,82.914286,1568,1713,653,1311
SCCC,SCCC,SACH,,BB,8.0,06/13/2025,9/30/2022,9/30/2025,0.48,7.75%,25.2,23.66,47.31,Reit,,23.0,,,,,,24.88,1.22,-0.32,24.69,24.74,0.78,0.58,23.99,25.2,22.86,25.2,24.52,0.53,-0.68,44.244256,44.665485,74.179775,16.758621,-0.68,1.66,15.842027,78.514286,5567,3926,2387,3960
SCCD,SCCD,SACH,,,8.0,06/13/2025,9/20/2023,9/30/2026,0.38,6.00%,23.82,21.5,47.31,Reit,,23.0,,,,,,20.7,-0.8,-3.12,20.97,21.6,-1.29,-4.19,19.0,23.1,19.0,23.26,20.42,1.42,-2.68,54.256348,61.572884,58.179775,44.344828,-2.84,1.42,41.594635,79.885714,5004,4018,2255,3759
SCCE,SCCE,SACH,,BB,8.0,06/13/2025,3/9/2024,3/30/2027,0.38,6.00%,23.08,20.88,47.31,Reit,,23.0,,,,,,19.22,-1.66,-3.86,19.6,20.89,-1.95,-7.99,18.05,22.53,18.05,23.33,18.94,0.89,-3.59,57.448609,75.042091,67.707865,56.896552,-4.39,0.89,60.074516,82.914286,6088,5481,4388,5319
SCCF,SCCF,SACH,,BB,8.0,06/13/2025,5/11/2024,6/30/2027,0.45,7.13%,24.65,21.8,47.31,Reit,,23.0,,,,,,19.5,-2.3,-5.15,19.49,21.13,0.03,-7.72,17.94,22.94,17.94,24.05,19.16,1.22,-3.78,47.871826,74.085069,61.775281,59.517241,-4.89,1.22,66.035768,81.028571,4515,4113,2575,3734
SCCG,SCCG,SACH,,BB,10.5,06/13/2025,8/23/2024,9/30/2027,0.5,8.00%,,22.8,47.31,Reit,,23.0,,,,,,19.28,-3.52,,20.48,21.96,-5.87,-12.21,18.8,24.33,18.8,24.45,18.91,0.11,-5.42,76.408706,90.0,81.730337,82.137931,-5.54,0.11,73.785395,87.371429,6431,5825,1797,4684
SCE PRJ,SCE-J,EIX,NFF,,10.5,06/13/2025,9/15/2025,NONE,0.34,5.38%,,,384.94,Utility,,23.0,,,,,,22.56,,,22.77,23.72,-0.94,-4.89,20.7,25.1,18.94,25.1,22.31,1.61,-2.79,52.563482,64.054054,54.764045,45.862069,-2.79,3.37,40.99851,68.742857,50969,51531,28767,43755
SCE PRK,SCE-K,EIX,NFF,,10.5,06/13/2025,3/15/2026,NONE,0.34,5.45%,,,384.94,Utility,,23.0,,,,,,23.23,,,23.31,24.23,-0.35,-4.11,21.91,25.37,20.98,25.49,22.98,1.07,-2.39,49.709794,61.289322,64.47191,40.344828,-2.51,2.0,37.660209,76.571429,38883,66282,65432,56866
SCE PRM,SCE-M,EIX,,TP,10.5,06/13/2025,11/22/2028,NONE,0.47,7.50%,,,384.94,Utility,,23.0,,,,,,22.9,,,23.43,25.52,-2.25,-10.28,22.14,27.55,22.14,27.55,22.55,0.41,-5.0,58.899637,83.159061,76.337079,76.344828,-5.0,0.41,67.347243,85.657143,38950,57170,32796,42972
SCE PRN,SCE-N,EIX,,TP,8.0,06/27/2025,5/13/2029,NONE,0.43,6.95%,,,384.94,Utility,,37.0,,,,,,21.79,,,,,,,20.71,27.12,20.71,27.12,21.54,0.83,-5.58,,,68.786517,84.344828,-5.58,0.83,74.262295,83.257143,43030,63581,21781,42797
SEAL PRA,SEAL-A,SEAL,,,8.0,06/27/2025,10/5/2021,NONE,0.56,9.00%,,,-,-,,37.0,,,,,,25.34,,,25.38,25.51,-0.17,-0.68,24.5,26.0,23.6,26.49,25.01,0.51,-0.99,48.839178,49.131591,74.539326,21.034483,-1.48,1.41,25.38003,79.942857,4851,5632,2950,4478
SEAL PRB,SEAL-B,SEAL,NFF,,8.0,06/13/2025,10/15/2027,NONE,0.53,8.50%,,,-,-,,23.0,,,,,,25.57,,,25.43,25.69,0.53,-0.46,23.92,26.75,22.64,27.44,25.18,1.26,-1.57,45.453446,48.351794,61.05618,29.034483,-2.26,2.54,34.679583,73.485714,6617,7811,6608,7012
SNV PRD,SNV-D,SNV,FF,,8.0,06/13/2025,6/21/2023,NONE,0.5,6.30%,,,138.77,Regionalbank,,23.0,,,,,,24.96,,,25.04,25.15,-0.36,-0.79,23.51,25.75,22.28,25.8,24.58,1.07,-1.17,49.758162,49.521489,64.47191,23.517241,-1.22,2.3,22.280179,74.857143,15323,11975,12253,13184
SNV PRE,SNV-E,SNV,FF,,12.0,06/13/2025,7/1/2024,NONE,0.53,5.88%,,,138.77,Regionalbank,,23.0,,,,,,25.74,,,25.69,25.72,0.18,0.06,24.21,26.86,19.55,26.86,25.35,1.14,-1.51,47.146312,46.50864,63.213483,28.206897,-1.51,5.8,25.737705,54.857143,48408,42723,21171,37434
SOJF,SOJF,SO,,,8.0,05/15/2025,3/15/2030,3/15/2085,0.41,6.50%,,,1098.51,Utility,,84.0,,,,,,25.59,,,,,,,24.92,26.99,24.92,26.99,25.56,0.64,-1.43,,,72.202247,27.103448,-1.43,0.64,24.783905,84.342857,120609,120609,33316,91511
SPMA,SPMA,SPMC,,,9.0,05/15/2025,11/30/2026,11/30/2029,0.17,8.00%,,,20.27,Assetmanagement,,84.0,,,,,,24.73,,,,,,,23.67,25.2,23.67,25.2,24.72,1.05,-0.48,,,64.831461,14.0,-0.48,1.05,13.457526,82.0,13202,9681,8513,10465
SPNT PRB,SPNT-B,SPNT,NFF,,8.0,06/13/2025,2/26/2026,NONE,0.5,8.00%,,,116.79,Insurance,,23.0,,,,,,25.18,,,25.3,25.35,-0.46,-0.68,24.75,25.78,23.0,25.78,24.81,0.06,-0.97,50.241838,49.131591,82.629213,20.758621,-0.97,1.81,19.299553,77.657143,18402,21608,12335,17448
SSSSL,SSSSL,SSSS,,BB,8.0,06/13/2025,12/30/2024,12/30/2026,0.38,6.00%,24.75,23.35,23.55,Assetmanagement,,23.0,,,,,,24.64,1.29,-0.11,24.6,24.43,0.18,0.87,24.16,25.4,22.39,25.4,24.36,0.2,-1.04,47.146312,43.637572,80.11236,21.724138,-1.04,1.97,20.134128,76.742857,4079,2949,220,2416
SWKHL,SWKHL,SWKH,,BB,8.0,08/04/2025,Anytime,1/31/2027,0.56,9.00%,,24.8,12.27,Assetmanagement,,75.0,,,,,,25.47,0.67,,25.27,25.31,0.79,0.64,24.59,25.82,24.47,25.88,25.38,0.79,-0.44,44.195889,44.452813,69.505618,13.448276,-0.5,0.91,13.695976,82.8,4863,8143,1377,4794
SYF PRB,SYF-B,SYF,NFF,,11.5,08/08/2025,5/15/2029,NONE,0.52,8.25%,,,380.67,Creditservices,,79.0,,,,,,24.97,,,25.27,25.58,-1.19,-2.37,23.3,26.71,23.3,26.71,24.91,1.61,-1.8,53.772672,55.121843,54.764045,32.206897,-1.8,1.61,29.195231,78.8,52081,50480,48937,50500
TFC PRI,TFC-I,TFC,FLR,,8.0,06/13/2025,9/15/2011,NONE,0.32,4.00%,,,1308.21,Regionalbank,,23.0,,,,,,23.83,,,22.8,23.07,4.52,3.28,20.4,25.35,19.01,25.35,23.59,3.19,-1.76,26.154776,35.095259,26.359551,31.655172,-1.76,4.58,28.718331,61.828571,10110,11424,21472,14335
TFINP,TFINP,TFIN,,,8.0,06/13/2025,6/30/2025,NONE,0.45,7.13%,25.47,19.2,23.50,Regionalbank,,23.0,,,,,,21.07,1.87,-4.4,22.3,22.58,-5.53,-6.7,20.26,24.4,17.07,24.4,20.73,0.47,-3.67,74.764208,70.46965,75.258427,58.0,-3.67,3.66,51.490313,67.085714,2323,2428,2604,2452
TFSA,TFSA,-,,,12.0,05/29/2025,2/10/2023,3/31/2026,0.44,7.00%,,,-,-,,8.0,,,,,,24.65,,,24.48,23.98,0.67,2.8,23.37,26.85,21.6,27.58,24.25,0.88,-2.6,44.7763,36.796633,67.88764,43.241379,-3.33,2.65,47.436662,72.857143,522,619,238,460
TPGXL,TPGXL,TPG,,BB,8.0,06/12/2025,3/15/2029,3/15/2064,0.43,6.95%,,,110.28,Assetmanagement,,22.0,,,,,,24.58,,,25.02,25.67,-1.77,-4.24,23.53,26.43,23.53,27.0,24.26,0.73,-2.17,56.577993,61.750111,70.58427,37.310345,-2.74,0.73,40.402385,83.828571,18179,15960,10566,14902
TRINI,TRINI,TRIN,,BB,9.0,06/09/2025,9/30/2026,9/30/2029,0.49,7.88%,,,64.65,Assetmanagement,,19.0,,,,,,25.46,,,,,,,24.66,26.88,24.05,26.88,25.07,0.41,-1.81,,,76.337079,32.344828,-1.81,1.02,29.314456,82.171429,20706,23247,8241,17398
TRTN PRA,TRTN-A,-,,,9.0,06/09/2025,3/15/2024,NONE,0.53,8.50%,26.49,25.0,-,-,,19.0,,,,,,25.5,0.5,-0.99,25.41,25.67,0.35,-0.67,23.96,26.55,23.96,26.83,25.08,1.12,-1.47,46.324063,49.096145,63.573034,27.655172,-1.75,1.12,28.599106,81.6,4679,5802,6263,5581
TRTN PRB,TRTN-B,-,,,9.0,06/09/2025,9/15/2024,NONE,0.5,8.00%,26.63,23.67,-,-,,19.0,,,,,,24.53,0.86,-2.1,24.88,25.15,-1.39,-2.45,22.75,25.7,22.75,25.95,24.14,1.39,-1.56,54.740024,55.405405,58.719101,28.896552,-1.81,1.39,29.314456,80.057143,6675,7685,13646,9335
TRTN PRC,TRTN-C,-,,,9.0,06/09/2025,12/15/2024,NONE,0.46,7.38%,26.1,22.32,-,-,,19.0,,,,,,22.99,0.67,-3.11,23.76,24.5,-3.26,-6.16,21.93,25.56,21.93,26.17,22.63,0.7,-2.93,63.784764,68.555605,71.123596,47.793103,-3.54,0.7,49.940387,84.0,9930,12000,15706,12545
TRTN PRF,TRTN-F,-,,,19.5,05/30/2025,3/15/2030,NONE,0.48,7.63%,,,-,-,,9.0,,,,,,24.1,,,,,,,23.2,25.35,23.2,25.35,23.68,0.48,-1.67,,,75.078652,30.413793,-1.67,0.48,27.645306,85.257143,33274,33274,9171,25240
TVC,TVC,GOOGL,,,19.5,07/28/2025,,6/1/2028,0.13,2.13%,,,9990.00,-,,68.0,,,,,,23.65,,,23.37,22.92,1.21,3.17,22.53,25.33,21.0,25.33,23.62,1.09,-1.71,42.16445,35.485157,64.11236,30.965517,-1.71,2.62,28.122206,73.028571,17198,19891,10492,15860
TVE,TVE,GOOGL,,,8.0,07/10/2025,,5/1/2029,0.14,2.22%,,,9990.00,-,,50.0,,,,,,23.28,,,22.99,22.49,1.27,3.49,22.11,25.3,20.72,25.3,23.22,1.11,-2.08,41.874244,34.350908,63.752809,36.068966,-2.08,2.5,32.533532,73.714286,15547,16463,7824,13278
TWO PRA,TWO-A,TWO,NFF,,8.0,07/10/2025,4/26/2027,NONE,0.51,8.13%,,,103.74,Reit,,50.0,,,,,,23.01,,,24.11,24.08,-4.54,-4.44,21.52,25.39,18.85,25.39,22.78,1.26,-2.61,69.975816,62.459016,61.05618,43.37931,-2.61,3.93,38.852459,65.542857,6520,7312,13603,9145
TWO PRB,TWO-B,TWO,NFF,,8.0,07/10/2025,7/27/2027,NONE,0.48,7.63%,,,103.74,Reit,,50.0,,,,,,22.84,,,23.5,23.6,-2.82,-3.23,21.27,25.43,17.9,25.43,22.63,1.36,-2.8,61.65659,58.170137,59.258427,46.0,-2.8,4.73,41.117735,60.971429,11035,10930,9322,10429
TWO PRC,TWO-C,TWO,FF,,8.0,05/29/2025,1/27/2025,NONE,0.6,7.25%,,,103.74,Reit,,8.0,,,,,,24.17,,,24.49,24.4,-1.3,-0.95,22.25,25.2,18.55,25.2,23.62,1.37,-1.58,54.304716,50.088613,59.078652,29.172414,-1.58,5.07,26.57228,59.028571,22797,29916,27854,26856
UCB PRI,UCB-I,UCB,,,8.0,05/15/2025,9/15/2025,NONE,0.43,6.88%,,,119.46,Regionalbank,,84.0,,,,,,24.37,,,24.65,24.46,-1.12,-0.36,23.5,25.34,18.38,25.34,24.34,0.84,-1.0,53.434099,47.997342,68.606742,21.172414,-1.0,5.96,19.657228,53.942857,5314,5508,4282,5035
UMH PRD,UMH-D,UMH,,,12.5,06/27/2025,1/22/2023,NONE,0.4,6.38%,25.57,20.85,83.91,Reit,,37.0,,,,,,22.19,1.34,-3.38,22.44,23.0,-1.11,-3.52,20.99,24.38,19.83,24.42,21.95,0.96,-2.43,53.385732,59.198051,66.449438,40.896552,-2.47,2.12,37.183308,75.885714,20678,19223,9877,16593
USB PRH,USB-H,USB,FLR,,8.0,06/12/2025,4/15/2011,NONE,0.32,3.50%,,,1557.99,Regionalbank,,22.0,,,,,,21.0,,,22.09,21.89,-4.93,-4.07,18.91,24.0,17.27,24.0,20.76,1.85,-3.24,71.862152,61.147541,50.449438,52.068966,-3.24,3.49,46.363636,68.057143,65294,57311,65779,62795
VLYPN,VLYPN,VLY,NFF,,8.0,06/13/2025,9/30/2029,NONE,0.52,8.25%,,,559.85,Regionalbank,,23.0,,,,,,25.51,,,,,,,23.75,26.88,23.75,26.88,25.12,1.37,-1.76,,,59.078652,31.655172,-1.76,1.37,28.718331,80.171429,18335,15784,7641,13920
VLYPO,VLYPO,VLY,FF,,8.0,06/13/2025,9/30/2022,NONE,0.52,5.50%,,,559.85,Regionalbank,,23.0,,,,,,24.96,,,24.86,24.76,0.42,0.81,22.73,25.77,19.61,26.01,24.57,1.84,-1.2,45.98549,43.850244,50.629213,23.931034,-1.44,4.96,24.90313,59.657143,6489,6131,4153,5591
VLYPP,VLYPP,VLY,NFF,,10.0,05/27/2025,6/30/2025,NONE,0.39,6.25%,,,559.85,Regionalbank,,6.0,,,,,,25.13,,,24.72,23.99,1.65,4.76,21.71,25.68,15.5,25.68,24.77,3.06,-0.91,40.036276,29.849358,28.696629,19.931034,-0.91,9.27,18.584203,35.028571,9717,9204,4479,7800
VOYA PRB,VOYA-B,VOYA,NFF,,8.0,06/13/2025,9/15/2029,NONE,0.33,5.35%,,,96.09,Financialconglomerates,,23.0,,,,,,24.26,,,24.18,24.66,0.39,-1.57,22.81,26.63,19.83,26.63,24.02,1.21,-2.61,46.130593,52.286221,61.955056,43.37931,-2.61,4.19,38.852459,64.057143,17351,18052,13003,16135
WAL PRA,WAL-A,WAL,NFF,,10.0,06/30/2025,9/30/2026,NONE,0.27,4.25%,,,110.43,Regionalbank,,40.0,,,,,,21.61,,,21.91,20.59,-1.37,4.95,19.57,23.0,13.04,23.0,21.46,1.89,-1.54,54.643289,29.175897,49.730337,28.62069,-1.54,8.42,26.09538,39.885714,41807,37450,35523,38260
WBS PRG,WBS-G,WBS,,,8.0,06/13/2025,4/15/2018,NONE,0.41,6.50%,25.24,20.25,168.44,Regionalbank,,23.0,,,,,,23.98,3.73,-1.26,23.41,23.6,2.41,1.59,21.26,25.26,18.12,25.26,23.67,2.41,-1.59,36.360339,41.085512,40.382022,29.310345,-1.59,5.55,26.691505,56.285714,8576,10194,5357,8043
WCC PRA,WCC-A,WCC,NFF,,8.0,05/28/2025,6/22/2025,NONE,0.66,10.63%,,,48.81,Industrialdistribution,,7.0,,,,,,25.5,,,25.56,25.91,-0.23,-1.59,25.24,26.48,25.24,27.39,24.89,-0.35,-1.59,49.129383,52.357111,90.0,29.310345,-2.5,-0.35,37.540984,90.0,54381,62341,70414,62379
WHFCL,WHFCL,WHF,,BB,8.0,07/28/2025,9/15/2025,9/15/2028,0.49,7.88%,,24.85,23.24,Assetmanagement,,68.0,,,,,,25.45,0.6,,25.34,25.34,0.44,0.42,25.01,25.73,24.54,27.41,25.33,0.32,-0.4,45.888755,45.23261,77.955056,12.896552,-2.08,0.79,32.533532,83.485714,2164,2206,2102,2157
WSBCP,WSBCP,WSBC,NFF,,8.0,07/01/2025,11/15/2025,NONE,0.42,6.75%,,,95.79,Regionalbank,,41.0,,,,,,25.17,,,25.18,25.0,-0.05,0.69,24.42,25.6,21.01,25.6,24.94,0.52,-0.66,48.258767,44.275587,74.359551,16.482759,-0.66,3.93,15.603577,65.542857,7208,6100,7776,7028
WTFCM,WTFCM,WTFC,NFF,,8.0,07/01/2025,7/15/2025,NONE,0.41,6.50%,,,66.87,Regionalbank,,41.0,,,,,,25.1,,,25.07,24.87,0.12,0.93,24.34,25.5,20.46,25.5,24.88,0.54,-0.62,47.436518,43.4249,74.0,15.931034,-0.62,4.42,15.126677,62.742857,7727,9257,23479,13488
WTFCP,WTFCP,WTFC,NFF,,8.0,07/14/2025,7/15/2025,NONE,0.43,6.88%,,,66.87,Regionalbank,,54.0,,,,,,25.16,,,25.16,25.09,0.01,0.28,24.68,25.49,22.47,25.49,24.99,0.31,-0.5,47.968561,45.728844,78.134831,14.275862,-0.5,2.52,13.695976,73.6,36638,48974,35836,40483
XFLT PRA,XFLT-A,XFLT,,,8.0,06/30/2025,3/31/2023,3/31/2026,0.41,6.50%,25.46,24.54,76.12,Cef,,40.0,,,,,,25.14,0.6,-0.32,25.12,24.96,0.1,0.72,24.61,25.45,24.21,25.45,24.91,0.3,-0.54,47.533253,44.169251,78.314607,14.827586,-0.54,0.7,14.172876,84.0,3153,2176,1221,2183
XOMAO,XOMAO,XOMA,,,8.0,06/30/2025,4/15/2022,NONE,0.52,8.38%,25.3,22.56,11.95,Biotechnology,,40.0,,,,,,25.3,2.74,0.0,25.3,25.33,-0.0,-0.11,23.32,25.87,20.43,25.87,25.01,1.69,-0.86,48.016929,47.11121,53.325843,19.241379,-0.86,4.58,17.988077,61.828571,3223,2764,4362,3449
XOMAP,XOMAP,XOMA,,,,30/06/2025,12/15/2021,NONE,0.54,8.63%,25.92,22.76,11.95,Biotechnology,,,,,,,,25.41,2.65,-0.51,25.69,25.63,-1.08,-0.84,24.96,26.51,21.4,26.51,25.41,0.45,-1.1,53.240629,49.698715,75.617978,22.551724,-1.1,4.01,20.849478,65.085714,1253,1284,954,1164
,,,,,,,,,,,,,,,,,,,,X,X,,,,11.41,11.37,-1.54,-1.22,10.69,11.93,9.11,11.93,,,,55.465538,51.045636,,,,,,,83665,71079,67392,74045
