PREF IBKR,CMON,BOND_,CRDT SCORE_,EX-DIV DATE,CALL DATE,MATUR DATE,DIV AMOUNT,COUPON,Aug2022_Price,Oct19_Price,Last Price,Oct19_diff,Aug2022_diff,SMA88,SMA268,SMA88 chg,SMA268 chg,6M Low,6M High,1Y Low,1Y High,TIME TO DIV,Div adj.price,COM_LAST_PRICE,COM_52W_LOW,COM_52W_HIGH,COM_6M_PRICE,COM_3M_PRICE,COM_5Y_LOW,COM_5Y_HIGH,COM_MKTCAP,CRDT_SCORE,COM_FEB2020_PRICE,COM_MAR2020_PRICE,COM_5Y_LOW_CHG,COM_5Y_HIGH_CHG,COM_52W_LOW_CHG,COM_52W_HIGH_CHG,COM_6M_CHG,COM_3M_CHG,COM_FEB2020_CHG,COM_MAR2020_CHG,5Y_LOW_SKOR,5Y_HIGH_SKOR,52W_LOW_SKOR,52W_HIGH_SKOR,COM_6M_SKOR,COM_3M_SKOR,FEB2020_SKOR,MAR2020_SKOR,Normalized_5Y_LOW,Normalized_5Y_HIGH,Normalized_52W_LOW,Normalized_52W_HIGH,Normalized_COM_6M,Normalized_COM_3M,Normalized_FEB2020,Normalized_MAR2020,52W_HIGH_CHG,5Y_HIGH_CHG,52W_LOW_CHG,5Y_LOW_CHG,5Y_CHG,5Y CHG SKOR,52W_CHG,52W CHG SKOR,TOTAL_HIGH_SCORE,3M_PERF,6M_PERF,RECENT_TOTAL,MKTCAP_NORM,CRDT_NORM,SOLIDITY_SCORE,H2020_SKOR,H2020_NORM,L2020_SKOR,L2020_NORM,COM_6M_NORM,COM_3M_NORM,MKTCAP_RANGE
EFSCP,EFSC,,NR,11/27/2024,,,0.31,5.00%,21.75,15.40,19.15,3.75,-2.60,18.96,19.63,0.98,-2.44,17.20,22.22,13.68,22.22,5.00,18.86,54.56,37.28,63.13,59.77,60.84,44.01,129.66,2.02,8.00,70.64,43.84,1.29,-0.22,0.46,-0.14,-0.09,-0.10,0.33,1.37,10.00,37.87,47.08,77.78,-1.29,-2.02,,,,,82.11,43.16,45.23,42.98,,,-0.14,,0.46,,,,0.46,42.75,57.82,-0.10,-0.09,-0.19,42.55,10.90,23.06,0.00,1.00,0.00,1.00,51.71,50.06,<1B USD
ELC,ETR,BB,15,11/29/2024,,,0.30,4.88%,25.30,20.02,20.50,0.48,-4.80,20.93,21.74,-2.05,-5.72,19.93,23.43,19.86,23.59,7.00,20.22,83.01,52.07,88.39,75.78,87.32,42.89,88.39,35.76,15.00,66.45,39.99,0.94,-0.06,0.59,-0.06,0.10,-0.05,0.25,1.08,84.83,84.52,57.54,84.52,3.45,-0.64,63.38,66.86,69.11,6.67,87.27,93.56,77.95,52.66,27.64,21.73,-0.06,-0.06,0.59,0.94,0.94,20.56,0.59,52.74,84.52,-0.05,0.10,0.05,70.95,80.20,80.79,41.58,53.53,41.21,55.24,80.56,58.54,<1B USD
EMP,ETR,BB,14.5,12/27/2024,,,0.31,4.90%,25.30,20.07,20.57,0.50,-4.73,21.01,21.97,-2.11,-6.38,20.01,23.61,19.90,24.23,35.00,20.38,83.01,52.07,88.39,75.78,87.32,42.89,88.39,35.76,15.00,66.45,39.99,0.94,-0.06,0.59,-0.06,0.10,-0.05,0.25,1.08,84.83,84.52,57.54,84.52,3.45,-0.64,63.38,66.86,69.11,6.67,87.27,93.56,77.95,52.66,27.64,21.73,-0.06,-0.06,0.59,0.94,0.94,20.56,0.59,52.74,84.52,-0.05,0.10,0.05,70.95,80.20,80.79,41.58,53.53,41.21,55.24,80.56,58.54,<1B USD
ENJ,ETR,BB,14.5,11/29/2024,12/1/2017,,0.31,5.00%,24.79,19.49,20.52,1.03,-4.27,21.02,21.80,-2.39,-5.87,20.02,24.59,19.31,24.59,7.00,20.23,83.01,52.07,88.39,75.78,87.32,42.89,88.39,35.76,15.00,66.45,39.99,0.94,-0.06,0.59,-0.06,0.10,-0.05,0.25,1.08,84.83,84.52,57.54,84.52,3.45,-0.64,63.38,66.86,69.11,6.67,87.27,93.56,77.95,52.66,27.64,21.73,-0.06,-0.06,0.59,0.94,0.94,20.56,0.59,52.74,84.52,-0.05,0.10,0.05,70.95,80.20,80.79,41.58,53.53,41.21,55.24,80.56,58.54,<1B USD
ENO,ETR,BB,13,12/27/2024,,,0.34,5.50%,25.40,20.75,22.27,1.52,-3.13,22.21,23.14,0.29,-3.74,21.21,25.32,20.50,25.32,35.00,22.06,83.01,52.07,88.39,75.78,87.32,42.89,88.39,35.76,15.00,66.45,39.99,0.94,-0.06,0.59,-0.06,0.10,-0.05,0.25,1.08,84.83,84.52,57.54,84.52,3.45,-0.64,63.38,66.86,69.11,6.67,87.27,93.56,77.95,52.66,27.64,21.73,-0.06,-0.06,0.59,0.94,0.94,20.56,0.59,52.74,84.52,-0.05,0.10,0.05,70.95,80.20,80.79,41.58,53.53,41.21,55.24,80.56,58.54,<1B USD
EQH PRA,EQH,,10.5,11/29/2024,,,0.33,5.25%,23.77,17.79,20.13,2.34,-3.64,20.77,21.79,-3.10,-7.64,18.41,23.89,17.26,23.89,7.00,19.83,53.71,36.46,56.00,46.80,55.68,17.33,56.00,16.32,10.50,26.05,10.63,2.10,-0.04,0.47,-0.04,0.15,-0.04,1.06,4.05,90.00,86.32,47.85,86.32,4.81,-0.28,120.87,198.60,81.53,6.57,82.53,90.05,87.31,55.17,51.80,62.58,-0.04,-0.04,0.47,2.10,2.10,34.20,0.47,43.48,86.32,-0.04,0.15,0.11,62.69,35.65,67.83,32.85,42.50,30.43,41.05,88.81,60.74,<1B USD
EQH PRC,EQH,,10.5,11/29/2024,,,0.27,4.30%,21.08,13.95,16.50,2.55,-4.58,17.41,18.30,-5.23,-9.83,15.83,20.69,13.35,20.69,7.00,16.25,53.71,36.46,56.00,46.80,55.68,17.33,56.00,16.32,10.50,26.05,10.63,2.10,-0.04,0.47,-0.04,0.15,-0.04,1.06,4.05,90.00,86.32,47.85,86.32,4.81,-0.28,120.87,198.60,81.53,6.57,82.53,90.05,87.31,55.17,51.80,62.58,-0.04,-0.04,0.47,2.10,2.10,34.20,0.47,43.48,86.32,-0.04,0.15,0.11,62.69,35.65,67.83,32.85,42.50,30.43,41.05,88.81,60.74,<1B USD
ETI PR,ETR,,10,12/30/2024,,,0.34,5.38%,25.50,21.75,22.92,1.17,-2.58,23.76,23.75,-3.55,-3.50,22.71,25.23,21.39,25.43,38.00,22.72,83.01,52.07,88.39,75.78,87.32,42.89,88.39,35.76,15.00,66.45,39.99,0.94,-0.06,0.59,-0.06,0.10,-0.05,0.25,1.08,84.83,84.52,57.54,84.52,3.45,-0.64,63.38,66.86,69.11,6.67,87.27,93.56,77.95,52.66,27.64,21.73,-0.06,-0.06,0.59,0.94,0.94,20.56,0.59,52.74,84.52,-0.05,0.10,0.05,70.95,80.20,79.21,41.58,53.53,41.21,55.24,80.56,58.54,<1B USD
F PRB,F,BB,9.5,11/12/2024,6/1/2024,,0.39,6.20%,26.79,20.83,20.44,-0.39,-6.35,22.12,23.59,-7.58,-13.35,19.90,25.39,19.90,25.64,80.00,20.40,10.74,8.44,14.85,10.80,9.34,5.44,25.87,42.75,9.50,8.06,4.33,0.97,-0.58,0.27,-0.28,-0.01,0.15,0.33,1.48,87.94,37.36,31.80,65.09,0.83,4.46,69.27,84.76,69.73,49.23,71.39,24.50,59.86,88.46,30.12,27.28,-0.28,-0.58,0.27,0.97,0.97,21.01,0.27,28.15,51.22,0.15,-0.01,0.14,73.92,25.75,56.60,27.70,36.00,27.35,37.01,64.61,89.89,<1B USD
F PRC,F,BB,9,11/12/2024,12/1/2024,,0.38,6.00%,25.99,20.49,20.25,-0.24,-5.74,21.56,23.20,-6.08,-12.73,19.20,25.35,19.20,25.38,80.00,20.21,10.74,8.44,14.85,10.80,9.34,5.44,25.87,42.75,9.50,8.06,4.33,0.97,-0.58,0.27,-0.28,-0.01,0.15,0.33,1.48,87.94,37.36,31.80,65.09,0.83,4.46,69.27,84.76,69.73,49.23,71.39,24.50,59.86,88.46,30.12,27.28,-0.28,-0.58,0.27,0.97,0.97,21.01,0.27,28.15,51.22,0.15,-0.01,0.14,73.92,25.75,56.60,27.70,36.00,27.35,37.01,64.61,89.89,<1B USD
FBRT PRE,FBRT,,NR,12/27/2024,,,0.47,7.50%,21.68,18.20,20.42,2.22,-1.26,20.80,21.45,-1.83,-4.81,19.05,23.65,18.03,23.65,35.00,20.13,11.43,10.50,14.12,12.86,13.21,10.34,17.74,0.96,8.00,70.64,43.84,0.11,-0.36,0.09,-0.19,-0.11,-0.13,0.33,1.37,18.43,57.99,17.09,72.85,-1.91,-2.83,,,2.61,79.54,2.72,34.82,40.93,37.32,,,-0.19,-0.36,0.09,0.11,0.11,10.83,0.09,14.09,65.42,-0.13,-0.11,-0.24,39.80,10.90,25.18,0.00,1.00,0.00,1.00,47.92,45.10,<1B USD
FCNCO,FCNCA,,9.5,11/27/2024,,,0.35,5.63%,24.08,19.40,22.74,3.34,-1.34,22.44,22.94,1.34,-0.88,20.57,24.83,18.91,24.83,5.00,22.41,1937.79,1473.62,2412.93,2324.23,2156.78,310.27,2412.93,25.55,9.50,526.21,282.90,5.25,-0.20,0.31,-0.20,-0.17,-0.10,2.68,5.85,90.00,72.28,35.20,72.28,-3.34,-1.98,235.53,278.12,95.80,88.59,74.26,33.85,31.06,43.28,100.00,87.23,-0.20,-0.20,0.31,5.25,5.25,71.09,0.31,31.40,72.28,-0.10,-0.17,-0.27,66.61,25.75,61.49,78.35,100.00,75.21,100.00,39.22,50.33,<1B USD
FCNCP,FCNCA,,9.5,11/27/2024,,,0.34,5.38%,23.66,18.85,21.24,2.39,-2.42,21.72,22.36,-2.22,-5.03,19.30,24.42,18.69,24.42,5.00,20.92,1937.79,1473.62,2412.93,2324.23,2156.78,310.27,2412.93,25.55,9.50,526.21,282.90,5.25,-0.20,0.31,-0.20,-0.17,-0.10,2.68,5.85,90.00,72.28,35.20,72.28,-3.34,-1.98,235.53,278.12,95.80,88.59,74.26,33.85,31.06,43.28,100.00,87.23,-0.20,-0.20,0.31,5.25,5.25,71.09,0.31,31.40,72.28,-0.10,-0.17,-0.27,66.61,25.75,61.49,78.35,100.00,75.21,100.00,39.22,50.33,<1B USD
FHN PRF,FHN,,8.5,12/20/2024,,,0.29,4.70%,,,17.70,,,17.77,18.37,-0.39,-3.64,16.41,21.48,13.13,21.48,28.00,17.50,20.31,14.09,22.44,20.17,22.12,8.31,24.92,10.30,8.50,16.44,7.72,1.44,-0.18,0.44,-0.09,0.01,-0.08,0.24,1.63,90.00,73.35,45.32,81.46,1.15,-1.47,62.40,91.42,75.75,89.98,81.10,99.21,62.10,46.83,27.23,29.35,-0.09,-0.18,0.44,1.44,1.44,26.52,0.44,41.06,77.40,-0.08,0.01,-0.07,60.13,15.85,59.13,30.23,39.20,29.05,39.24,66.58,53.43,<1B USD
FITBO,FITB,,10.5,12/26/2024,,,0.31,4.95%,25.79,17.93,21.61,3.68,-4.18,21.80,21.83,-0.89,-1.01,19.52,24.15,17.58,24.15,34.00,21.42,39.51,32.25,49.07,47.12,44.35,17.21,50.64,26.37,10.50,29.40,12.91,1.30,-0.22,0.23,-0.19,-0.16,-0.11,0.34,2.06,90.00,70.22,28.01,72.47,-3.22,-2.17,70.08,110.43,74.08,97.51,67.68,34.16,31.91,41.92,30.45,35.24,-0.19,-0.22,0.23,1.30,1.30,24.78,0.23,24.53,71.34,-0.11,-0.16,-0.27,66.96,35.65,63.21,33.70,43.58,31.45,42.40,39.97,49.13,<1B USD
FITBP,FITB,,NR,12/26/2024,,,0.38,6.00%,25.60,22.13,24.50,2.37,-1.10,24.54,24.42,-0.17,0.32,23.04,25.90,21.01,25.90,34.00,24.26,39.51,32.25,49.07,47.12,44.35,17.21,50.64,26.37,10.50,29.40,12.91,1.30,-0.22,0.23,-0.19,-0.16,-0.11,0.34,2.06,90.00,70.22,28.01,72.47,-3.22,-2.17,70.08,110.43,74.08,97.51,67.68,34.16,31.91,41.92,30.45,35.24,-0.19,-0.22,0.23,1.30,1.30,24.78,0.23,24.53,71.34,-0.11,-0.16,-0.27,66.96,35.65,63.21,33.70,43.58,31.45,42.40,39.97,49.13,<1B USD
FRT PRC,FRT,,12.5,1/2/2025,,,0.31,5.00%,25.75,19.64,20.32,0.68,-5.43,20.92,21.45,-2.88,-5.28,19.41,23.27,18.57,23.90,41.00,20.15,97.79,80.65,118.34,114.40,105.01,67.01,140.51,8.49,12.50,70.64,43.84,0.46,-0.30,0.21,-0.17,-0.15,-0.07,0.33,1.37,46.75,62.64,27.00,74.37,-2.80,-1.14,,,58.48,86.37,66.58,37.39,34.84,49.17,,,-0.17,-0.30,0.21,0.46,0.46,14.97,0.21,23.57,68.50,-0.07,-0.15,-0.22,56.98,55.45,42.08,0.00,1.00,0.00,1.00,42.55,55.49,<1B USD
FULTP,FULT,,11,12/2/2024,,,0.32,5.13%,23.10,15.09,18.94,3.85,-4.16,19.52,19.31,-2.97,-1.90,17.25,21.22,14.56,21.22,10.00,18.66,18.00,14.32,22.49,21.24,20.69,8.89,22.49,3.27,11.00,16.82,11.78,1.02,-0.20,0.26,-0.20,-0.15,-0.13,0.07,0.53,90.00,72.03,30.56,72.03,-2.99,-2.71,50.71,42.62,70.49,88.27,70.24,33.43,33.52,38.17,22.32,14.21,-0.20,-0.20,0.26,1.02,1.02,21.60,0.26,26.97,72.03,-0.13,-0.15,-0.28,45.67,40.60,56.18,30.34,39.34,30.95,41.74,41.39,45.85,<1B USD
GAB PRG,GAB,,16,12/16/2024,,,0.31,5.00%,24.50,21.00,21.05,0.05,-3.45,21.24,21.86,-0.88,-3.70,20.17,24.20,20.17,24.20,24.00,20.82,5.77,4.50,5.85,5.62,5.64,4.37,7.57,1.77,16.00,6.17,3.77,0.32,-0.24,0.28,-0.01,0.03,0.02,-0.06,0.53,35.63,68.60,32.58,88.77,1.67,1.21,41.16,42.73,53.28,95.13,72.08,85.01,65.64,65.67,18.30,14.25,-0.01,-0.24,0.28,0.32,0.32,13.35,0.28,28.89,78.68,0.02,0.03,0.05,41.92,90.10,67.41,27.09,35.23,27.06,36.62,69.70,69.93,<1B USD
GAB PRH,GAB,,16,12/16/2024,,,0.31,5.00%,23.89,20.98,21.02,0.04,-2.87,21.25,21.90,-1.09,-4.02,20.40,24.24,20.40,24.24,24.00,20.79,5.77,4.50,5.85,5.62,5.64,4.37,7.57,1.77,16.00,6.17,3.77,0.32,-0.24,0.28,-0.01,0.03,0.02,-0.06,0.53,35.63,68.60,32.58,88.77,1.67,1.21,41.16,42.73,53.28,95.13,72.08,85.01,65.64,65.67,18.30,14.25,-0.01,-0.24,0.28,0.32,0.32,13.35,0.28,28.89,78.68,0.02,0.03,0.05,41.92,90.10,67.41,27.09,35.23,27.06,36.62,69.70,69.93,<1B USD
GAB PRK,GAB,,16,12/16/2024,,,0.31,5.00%,24.40,21.23,21.16,-0.07,-3.24,21.28,21.91,-0.59,-3.44,20.50,24.25,20.50,24.25,24.00,20.93,5.77,4.50,5.85,5.62,5.64,4.37,7.57,1.77,16.00,6.17,3.77,0.32,-0.24,0.28,-0.01,0.03,0.02,-0.06,0.53,35.63,68.60,32.58,88.77,1.67,1.21,41.16,42.73,53.28,95.13,72.08,85.01,65.64,65.67,18.30,14.25,-0.01,-0.24,0.28,0.32,0.32,13.35,0.28,28.89,78.68,0.02,0.03,0.05,41.92,90.10,67.41,27.09,35.23,27.06,36.62,69.70,69.93,<1B USD
GDV PRH,GDV,,17,12/16/2024,,,0.34,5.38%,25.85,22.55,23.08,0.53,-2.77,23.37,23.71,-1.25,-2.64,22.51,25.34,22.00,25.34,24.00,22.83,24.78,20.10,25.67,24.89,25.30,16.85,27.61,2.21,17.00,22.07,11.91,0.47,-0.10,0.23,-0.03,-0.00,-0.02,0.12,1.08,47.65,80.78,28.63,86.88,0.86,0.10,54.44,67.07,58.83,99.58,68.33,88.93,60.06,57.83,23.88,21.80,-0.03,-0.10,0.23,0.47,0.47,15.11,0.23,25.12,83.83,-0.02,-0.00,-0.02,43.02,100.00,71.99,31.80,41.18,31.01,41.81,64.79,63.07,<1B USD
GDV PRK,GDV,,17,12/13/2024,,,0.27,4.25%,20.82,17.65,18.41,0.76,-2.41,18.69,19.15,-1.50,-3.86,17.97,21.49,16.96,21.49,21.00,18.20,24.78,20.10,25.67,24.89,25.30,16.85,27.61,2.21,17.00,22.07,11.91,0.47,-0.10,0.23,-0.03,-0.00,-0.02,0.12,1.08,47.65,80.78,28.63,86.88,0.86,0.10,54.44,67.07,58.83,99.58,68.33,88.93,60.06,57.83,23.88,21.80,-0.03,-0.10,0.23,0.47,0.47,15.11,0.23,25.12,83.83,-0.02,-0.00,-0.02,43.02,100.00,71.99,31.80,41.18,31.01,41.81,64.79,63.07,<1B USD
GGN PRB,GGN,,15,12/16/2024,5/7/2018,,0.31,5.00%,23.67,21.38,20.74,-0.64,-2.93,20.84,21.45,-0.49,-3.30,19.84,24.15,19.84,24.15,24.00,20.51,4.20,3.68,4.48,4.19,4.16,3.06,4.48,0.65,15.00,4.33,2.41,0.37,-0.06,0.14,-0.06,0.00,0.01,-0.03,0.74,39.80,84.38,21.30,84.38,1.04,0.87,43.62,52.12,55.44,6.68,4.42,93.84,61.28,63.25,19.34,17.16,-0.06,-0.06,0.14,0.37,0.37,13.96,0.14,18.12,84.38,0.01,0.00,0.01,38.25,80.20,66.40,26.49,34.47,26.34,35.67,65.86,67.82,<1B USD
GGT PRE,GGT,,15,12/16/2024,,,0.32,5.13%,24.85,22.98,22.68,-0.30,-2.17,22.90,22.97,-0.97,-1.25,22.50,24.70,21.41,24.70,24.00,22.45,4.14,4.00,5.89,4.83,4.80,4.00,11.10,0.14,15.00,7.81,4.02,0.04,-0.63,0.04,-0.30,-0.14,-0.14,-0.47,0.03,12.80,33.57,12.80,63.26,-2.74,-2.90,15.63,20.57,1.00,43.65,1.00,20.98,35.26,36.82,7.57,7.38,-0.30,-0.63,0.04,0.04,0.04,10.00,0.04,10.00,48.42,-0.14,-0.14,-0.28,35.70,80.20,50.30,27.62,35.90,27.19,36.79,42.92,44.67,<1B USD
GGT PRG,GGT,,15,12/16/2024,12/20/2024,,0.32,5.13%,24.59,22.95,22.80,-0.15,-1.79,22.78,22.94,0.10,-0.60,22.32,24.47,21.87,24.47,24.00,22.57,4.14,4.00,5.89,4.83,4.80,4.00,11.10,0.14,15.00,7.81,4.02,0.04,-0.63,0.04,-0.30,-0.14,-0.14,-0.47,0.03,12.80,33.57,12.80,63.26,-2.74,-2.90,15.63,20.57,1.00,43.65,1.00,20.98,35.26,36.82,7.57,7.38,-0.30,-0.63,0.04,0.04,0.04,10.00,0.04,10.00,48.42,-0.14,-0.14,-0.28,35.70,80.20,50.30,27.62,35.90,27.19,36.79,42.92,44.67,<1B USD
GNT PRA,GNT,,15,11/15/2024,,,0.33,5.20%,24.55,21.53,21.52,-0.01,-3.03,21.74,22.22,-1.03,-3.17,21.33,24.30,21.17,24.30,83.00,21.49,6.05,5.02,6.20,5.75,5.86,4.12,6.20,0.10,15.00,5.99,3.10,0.47,-0.02,0.21,-0.02,0.05,0.03,0.01,0.95,47.48,87.82,26.41,87.82,2.33,1.45,46.46,61.37,58.77,6.48,65.91,87.00,70.20,67.35,20.53,20.03,-0.02,-0.02,0.21,0.47,0.47,15.08,0.21,23.01,87.82,0.03,0.05,0.08,35.50,80.20,66.77,27.03,35.16,26.71,36.15,73.73,71.41,<1B USD
GPJA,SO,BB,11.5,12/27/2024,,,0.31,5.00%,25.62,20.82,22.54,1.72,-3.08,22.53,23.50,0.03,-4.07,21.00,25.41,20.58,25.66,35.00,22.35,89.47,76.64,94.45,88.14,86.48,50.40,94.45,98.34,11.50,68.44,46.36,0.78,-0.05,0.17,-0.05,0.02,0.03,0.31,0.93,72.02,85.25,23.39,85.25,1.37,1.51,67.49,60.40,66.26,6.63,62.11,92.15,63.56,67.74,29.37,19.73,-0.05,-0.05,0.17,0.78,0.78,18.68,0.17,20.12,85.25,0.03,0.02,0.05,84.73,45.55,79.52,41.94,53.99,43.04,57.65,67.87,71.75,<1B USD
GRBK PRA,GRBK,,NR,11/25/2024,,,0.36,5.75%,22.08,17.93,22.00,4.07,-0.08,22.96,23.06,-4.17,-4.61,21.06,25.00,17.15,25.00,3.00,21.65,62.27,50.57,84.66,68.66,59.10,10.21,84.66,2.74,8.00,70.64,43.84,5.10,-0.26,0.23,-0.26,-0.09,0.05,0.33,1.37,90.00,66.20,28.51,66.20,-1.44,2.00,,,95.36,91.60,68.20,26.63,44.18,71.16,,,-0.26,-0.26,0.23,5.10,5.10,69.37,0.23,25.01,66.20,0.05,-0.09,-0.04,44.35,10.90,27.28,0.00,1.00,0.00,1.00,50.78,74.74,<1B USD
GUT PRC,GUT,,16,12/16/2024,,,0.34,5.38%,25.39,23.02,23.29,0.27,-2.10,24.26,24.32,-4.01,-4.24,23.15,25.22,22.33,25.56,24.00,23.04,5.34,4.71,6.01,5.35,5.40,4.47,8.12,0.47,16.00,7.57,4.60,0.19,-0.34,0.13,-0.11,-0.00,-0.01,-0.29,0.16,25.57,59.19,20.70,79.97,0.92,0.34,31.13,26.37,46.40,81.30,4.18,46.86,60.52,59.53,14.09,9.18,-0.11,-0.34,0.13,0.19,0.19,11.87,0.13,17.55,69.58,-0.01,-0.00,-0.01,37.35,90.10,61.81,27.55,35.80,27.49,37.19,65.19,64.56,<1B USD
HBANM,HBAN,,9,11/15/2024,12/1/2022,,0.36,5.70%,25.47,17.80,22.48,4.68,-2.99,22.77,23.03,-1.29,-2.41,21.45,25.39,17.68,25.39,83.00,22.45,16.12,11.91,18.45,17.62,16.83,7.96,18.45,23.48,9.00,13.93,7.62,1.03,-0.13,0.35,-0.13,-0.09,-0.04,0.16,1.12,90.00,78.63,38.28,78.63,-1.24,-0.46,56.87,68.62,70.50,96.81,76.58,44.61,45.60,53.95,24.90,22.27,-0.13,-0.13,0.35,1.03,1.03,21.61,0.35,34.34,78.63,-0.04,-0.09,-0.13,65.73,20.80,62.82,29.50,38.27,29.01,39.18,52.04,59.67,<1B USD
HBANP,HBAN,,10,1/2/2025,,,0.28,4.50%,20.81,14.07,17.65,3.58,-3.16,17.79,18.40,-0.78,-4.09,16.22,20.74,13.71,20.74,41.00,17.50,16.12,11.91,18.45,17.62,16.83,7.96,18.45,23.48,9.00,13.93,7.62,1.03,-0.13,0.35,-0.13,-0.09,-0.04,0.16,1.12,90.00,78.63,38.28,78.63,-1.24,-0.46,56.87,68.62,70.50,96.81,76.58,44.61,45.60,53.95,24.90,22.27,-0.13,-0.13,0.35,1.03,1.03,21.61,0.35,34.34,78.63,-0.04,-0.09,-0.13,65.73,20.80,62.82,29.50,38.27,29.01,39.18,52.04,59.67,<1B USD
HFRO PRA,HFRO,,16,12/20/2024,,,0.34,5.38%,23.45,17.01,15.26,-1.75,-8.19,16.11,17.91,-5.28,-14.79,14.50,21.09,14.50,21.09,28.00,15.03,5.09,4.24,6.75,5.25,5.73,4.24,12.26,0.28,16.00,12.60,9.01,0.20,-0.58,0.20,-0.25,-0.03,-0.11,-0.60,-0.44,26.04,37.37,26.04,67.87,0.18,-2.24,4.47,0.00,46.79,49.23,65.47,29.84,55.39,41.46,2.88,1.00,-0.25,-0.58,0.20,0.20,0.20,11.94,0.20,22.65,52.62,-0.11,-0.03,-0.14,36.40,90.10,54.32,29.10,37.77,29.67,40.06,60.67,48.73,<1B USD
HIG PRG,HIG,,11,11/1/2024,11/15/2023,,0.38,6.00%,26.60,22.89,24.97,2.08,-1.63,24.99,25.05,-0.09,-0.30,23.99,25.53,22.76,25.60,69.00,24.88,131.67,98.16,132.09,119.64,112.94,34.69,132.09,37.41,11.00,59.00,31.27,2.80,-0.00,0.34,-0.00,0.10,0.17,1.23,3.21,90.00,89.71,37.31,89.71,3.59,4.87,132.89,161.34,85.97,6.36,75.87,82.99,78.87,91.32,56.86,51.02,-0.00,-0.00,0.34,2.80,2.80,42.36,0.34,33.42,89.71,0.17,0.10,0.27,71.65,40.60,73.74,40.18,51.77,38.46,51.62,81.37,92.40,<1B USD
HWCPZ,HWC,BB,11,11/27/2024,6/15/2025,,0.39,6.25%,26.56,22.45,24.28,1.83,-2.28,23.79,24.03,2.05,1.03,22.21,26.19,19.75,26.19,5.00,23.91,56.89,43.60,62.40,57.90,58.83,17.42,62.40,4.87,11.00,40.42,15.50,2.27,-0.09,0.30,-0.09,-0.02,-0.03,0.41,2.67,90.00,82.05,34.39,82.05,0.52,-0.22,74.58,137.42,82.71,6.82,73.61,98.14,57.73,55.60,32.35,43.61,-0.09,-0.09,0.30,2.27,2.27,36.15,0.30,30.62,82.05,-0.03,-0.02,-0.05,49.67,40.60,63.19,36.31,46.88,32.57,43.87,62.73,61.12,<1B USD
INN PRE,INN,,NR,11/13/2024,11/13/2022,,0.39,6.25%,21.22,18.14,19.00,0.86,-2.22,19.87,20.59,-4.39,-7.71,17.30,21.77,17.03,22.48,81.00,18.96,4.35,3.57,7.22,6.23,6.56,3.57,11.32,0.56,8.00,11.65,3.36,0.22,-0.62,0.22,-0.40,-0.30,-0.34,-0.63,0.29,27.48,34.58,27.48,54.22,-8.58,-10.01,1.77,32.29,47.95,45.15,67.11,3.60,8.23,1.00,1.74,11.01,-0.40,-0.62,0.22,0.22,0.22,12.15,0.22,24.02,44.40,-0.34,-0.30,-0.64,37.80,10.90,35.57,28.82,37.41,26.85,36.34,7.37,1.00,<1B USD
INN PRF,INN,,NR,11/13/2024,8/12/2026,,0.37,5.88%,21.02,18.07,19.03,0.96,-1.99,19.01,20.07,0.13,-5.18,17.03,22.00,16.07,22.00,81.00,18.99,4.35,3.57,7.22,6.23,6.56,3.57,11.32,0.56,8.00,11.65,3.36,0.22,-0.62,0.22,-0.40,-0.30,-0.34,-0.63,0.29,27.48,34.58,27.48,54.22,-8.58,-10.01,1.77,32.29,47.95,45.15,67.11,3.60,8.23,1.00,1.74,11.01,-0.40,-0.62,0.22,0.22,0.22,12.15,0.22,24.02,44.40,-0.34,-0.30,-0.64,37.80,10.90,35.57,28.82,37.41,26.85,36.34,7.37,1.00,<1B USD
JPM PRC,JPM,,11.5,10/29/2024,3/1/2024,,0.38,6.00%,26.10,24.11,25.07,0.96,-1.03,25.21,25.27,-0.56,-0.79,24.74,25.82,23.87,25.82,66.00,24.97,263.11,190.88,280.25,244.76,279.25,88.72,280.25,736.13,11.50,137.74,83.50,1.97,-0.06,0.38,-0.06,0.07,-0.06,0.91,2.15,90.00,84.50,40.27,84.50,2.92,-0.86,110.14,114.44,80.51,6.68,77.96,93.61,74.29,51.14,47.30,36.48,-0.06,-0.06,0.38,1.97,1.97,32.63,0.38,36.25,84.50,-0.06,0.07,0.01,95.00,45.55,81.65,52.04,66.76,51.66,68.99,77.33,57.21,<1B USD
JPM PRD,JPM,,11.5,10/29/2024,12/1/2023,,0.36,5.75%,25.75,23.30,24.35,1.05,-1.40,24.80,24.97,-1.80,-2.49,24.02,25.67,22.83,25.67,66.00,24.25,263.11,190.88,280.25,244.76,279.25,88.72,280.25,736.13,11.50,137.74,83.50,1.97,-0.06,0.38,-0.06,0.07,-0.06,0.91,2.15,90.00,84.50,40.27,84.50,2.92,-0.86,110.14,114.44,80.51,6.68,77.96,93.61,74.29,51.14,47.30,36.48,-0.06,-0.06,0.38,1.97,1.97,32.63,0.38,36.25,84.50,-0.06,0.07,0.01,95.00,45.55,81.65,52.04,66.76,51.66,68.99,77.33,57.21,<1B USD
