PREF IBKR,CMON,BOND_,CRDT SCORE_,EX-DIV DATE,CALL DATE,MATUR DATE,DIV AMOUNT,COUPON,Aug2022_Price,Oct19_Price,Last Price,Oct19_diff,Aug2022_diff,SMA88,SMA268,SMA88 chg,SMA268 chg,6M Low,6M High,1Y Low,1Y High,TIME TO DIV,Div adj.price,COM_LAST_PRICE,COM_52W_LOW,COM_52W_HIGH,COM_6M_PRICE,COM_3M_PRICE,COM_5Y_LOW,COM_5Y_HIGH,COM_MKTCAP,CRDT_SCORE,COM_FEB2020_PRICE,COM_MAR2020_PRICE,COM_5Y_LOW_CHG,COM_5Y_HIGH_CHG,COM_52W_LOW_CHG,COM_52W_HIGH_CHG,COM_6M_CHG,COM_3M_CHG,COM_FEB2020_CHG,COM_MAR2020_CHG,5Y_LOW_SKOR,5Y_HIGH_SKOR,52W_LOW_SKOR,52W_HIGH_SKOR,COM_6M_SKOR,COM_3M_SKOR,FEB2020_SKOR,MAR2020_SKOR,Normalized_5Y_LOW,Normalized_5Y_HIGH,Normalized_52W_LOW,Normalized_52W_HIGH,Normalized_COM_6M,Normalized_COM_3M,Normalized_FEB2020,Normalized_MAR2020,52W_HIGH_CHG,5Y_HIGH_CHG,52W_LOW_CHG,5Y_LOW_CHG,5Y_CHG,5Y CHG SKOR,52W_CHG,52W CHG SKOR,TOTAL_HIGH_SCORE,3M_PERF,6M_PERF,RECENT_TOTAL,MKTCAP_NORM,CRDT_NORM,SOLIDITY_SCORE,H2020_SKOR,H2020_NORM,L2020_SKOR,L2020_NORM,COM_6M_NORM,COM_3M_NORM,MKTCAP_RANGE
T PRC,T,,10,1/7/2025,2/18/2025,,0.30,4.75%,21.55,17.25,19.13,1.88,-2.42,19.39,20.08,-1.32,-4.71,18.20,21.71,17.02,21.71,46.00,18.98,28.00,17.11,29.03,22.98,26.24,13.43,29.03,201.62,10.00,28.94,21.47,1.08,-0.04,0.64,-0.04,0.22,0.07,-0.03,0.30,90.00,86.81,60.92,86.81,6.65,2.34,43.45,32.71,71.36,6.54,88.72,89.07,100.00,73.58,19.26,11.14,-0.04,-0.04,0.64,1.08,1.08,22.31,0.64,55.97,86.81,0.07,0.22,0.29,90.03,30.70,77.71,33.58,43.43,34.96,47.02,100.00,76.86,<1B USD
TBB,T,BB,12,10/17/2024,,,0.33,5.35%,24.98,20.32,22.08,1.76,-2.90,23.35,23.54,-5.44,-6.22,21.75,24.90,20.26,24.90,54.00,21.95,28.00,17.11,29.03,22.98,26.24,13.43,29.03,201.62,10.00,28.94,21.47,1.08,-0.04,0.64,-0.04,0.22,0.07,-0.03,0.30,90.00,86.81,60.92,86.81,6.65,2.34,43.45,32.71,71.36,6.54,88.72,89.07,100.00,73.58,19.26,11.14,-0.04,-0.04,0.64,1.08,1.08,22.31,0.64,55.97,86.81,0.07,0.22,0.29,90.03,30.70,79.27,33.58,43.43,34.96,47.02,100.00,76.86,<1B USD
TBC,T,BB,12,10/17/2024,8/1/2023,,0.35,5.63%,,,,,,,,,,,,,,,,28.00,17.11,29.03,22.98,26.24,13.43,29.03,201.62,10.00,28.94,21.47,1.08,-0.04,0.64,-0.04,0.22,0.07,-0.03,0.30,90.00,86.81,60.92,86.81,6.65,2.34,43.45,32.71,71.36,6.54,88.72,89.07,100.00,73.58,19.26,11.14,-0.04,-0.04,0.64,1.08,1.08,22.31,0.64,55.97,86.81,0.07,0.22,0.29,90.03,30.70,79.27,33.58,43.43,34.96,47.02,100.00,76.86,<1B USD
TCBIO,TCBI,,8,12/2/2024,6/15/2026,,0.36,5.75%,24.50,16.01,20.03,4.02,-4.47,20.21,20.26,-0.91,-1.12,18.11,22.71,15.52,22.71,10.00,19.71,75.61,56.24,91.80,85.08,82.16,24.79,93.26,3.47,8.00,55.90,22.36,2.05,-0.19,0.34,-0.18,-0.11,-0.08,0.35,2.38,90.00,72.97,37.55,74.13,-1.92,-1.42,70.69,124.64,81.16,89.48,76.05,36.98,40.91,47.20,30.71,39.65,-0.18,-0.19,0.34,2.05,2.05,33.62,0.34,33.65,73.55,-0.08,-0.11,-0.19,46.17,10.90,51.08,39.57,51.00,35.30,47.47,47.90,53.76,<1B USD
TDS PRU,TDS,,7,12/13/2024,,,0.41,6.63%,24.25,14.26,21.02,6.76,-3.23,20.93,20.64,0.44,1.84,18.71,22.88,12.00,22.88,21.00,20.71,34.64,16.64,41.21,33.00,39.57,6.43,41.21,3.71,7.00,23.68,16.20,4.39,-0.16,1.08,-0.16,0.05,-0.12,0.46,1.14,90.00,75.65,90.00,75.65,2.26,-2.57,78.49,69.63,93.00,92.95,100.00,39.56,69.76,39.14,33.99,22.59,-0.16,-0.16,1.08,4.39,4.39,61.02,1.08,90.00,75.65,-0.12,0.05,-0.07,46.77,1.00,50.21,32.23,41.72,32.86,44.25,73.34,46.70,<1B USD
TDS PRV,TDS,,7,12/13/2024,9/30/2026,,0.38,6.00%,22.28,12.88,18.77,5.89,-3.51,18.34,18.31,2.32,2.49,16.25,20.48,10.79,20.48,21.00,18.48,34.64,16.64,41.21,33.00,39.57,6.43,41.21,3.71,7.00,23.68,16.20,4.39,-0.16,1.08,-0.16,0.05,-0.12,0.46,1.14,90.00,75.65,90.00,75.65,2.26,-2.57,78.49,69.63,93.00,92.95,100.00,39.56,69.76,39.14,33.99,22.59,-0.16,-0.16,1.08,4.39,4.39,61.02,1.08,90.00,75.65,-0.12,0.05,-0.07,46.77,1.00,50.21,32.23,41.72,32.86,44.25,73.34,46.70,<1B USD
TFC PRO,TFC,,11.5,11/8/2024,,,0.33,5.25%,25.20,19.78,21.01,1.23,-4.19,21.76,22.53,-3.44,-6.75,19.69,24.83,19.43,24.83,76.00,20.96,41.42,33.56,49.06,46.81,47.53,25.56,68.95,54.21,11.50,54.33,30.04,0.62,-0.40,0.23,-0.16,-0.12,-0.13,-0.24,0.38,59.64,54.07,28.74,75.98,-2.02,-2.67,36.17,36.02,62.92,73.77,68.44,40.12,40.22,38.43,16.20,12.17,-0.16,-0.40,0.23,0.62,0.62,16.86,0.23,25.23,65.03,-0.13,-0.12,-0.25,77.67,45.55,66.71,39.26,50.61,38.05,51.08,47.29,46.08,<1B USD
TFC PRR,TFC,,11.5,11/8/2024,,,0.30,4.75%,22.49,17.71,18.84,1.13,-3.65,19.79,20.39,-4.80,-7.60,18.41,22.62,17.29,22.62,76.00,18.79,41.42,33.56,49.06,46.81,47.53,25.56,68.95,54.21,11.50,54.33,30.04,0.62,-0.40,0.23,-0.16,-0.12,-0.13,-0.24,0.38,59.64,54.07,28.74,75.98,-2.02,-2.67,36.17,36.02,62.92,73.77,68.44,40.12,40.22,38.43,16.20,12.17,-0.16,-0.40,0.23,0.62,0.62,16.86,0.23,25.23,65.03,-0.13,-0.12,-0.25,77.67,45.55,66.71,39.26,50.61,38.05,51.08,47.29,46.08,<1B USD
TRTN PRD,-,,NR,12/6/2024,3/15/2025,,0.43,6.88%,25.95,21.62,21.43,-0.19,-4.52,22.35,23.41,-4.10,-8.48,19.76,25.67,19.76,25.67,14.00,21.07,105.87,81.46,122.31,113.30,108.08,44.01,129.66,66.87,8.00,70.64,43.84,1.29,-0.22,0.32,-0.13,-0.04,-0.02,0.33,1.37,10.00,73.49,10.00,77.90,-0.08,-0.02,,,,,,,,,,,,,,,,,,,75.69,-0.02,-0.07,-0.09,79.70,10.90,45.05,0.00,1.00,0.00,1.00,59.08,62.33,<1B USD
TRTN PRE,-,,NR,12/6/2024,,,0.36,5.75%,23.79,17.80,18.80,1.00,-4.99,19.18,20.60,-1.99,-8.75,16.90,23.30,16.90,23.30,14.00,18.50,105.87,81.46,122.31,113.30,108.08,44.01,129.66,66.87,8.00,70.64,43.84,1.29,-0.22,0.32,-0.13,-0.04,-0.02,0.33,1.37,10.00,73.49,10.00,77.90,-0.08,-0.02,,,,,,,,,,,,,,,,,,,75.69,-0.02,-0.07,-0.09,79.70,10.90,45.05,0.00,1.00,0.00,1.00,59.08,62.33,<1B USD
TRTX PRC,TRTX,,NR,12/16/2024,6/14/2026,,0.39,6.25%,18.83,13.81,18.07,4.26,-0.76,17.79,18.00,1.56,0.40,16.01,20.00,13.00,20.00,24.00,17.78,7.90,6.47,9.66,8.78,8.26,4.64,14.55,0.63,8.00,20.54,7.03,0.70,-0.46,0.22,-0.18,-0.10,-0.04,-0.62,0.12,66.21,48.87,27.68,73.60,-1.63,-0.49,2.76,24.73,64.78,66.13,67.33,36.09,42.89,53.70,2.16,8.67,-0.18,-0.46,0.22,0.70,0.70,17.83,0.22,24.22,61.24,-0.04,-0.10,-0.14,38.15,10.90,42.78,31.38,40.65,28.72,38.80,49.65,59.45,<1B USD
TY PR,TY,,NR,12/5/2024,,,0.31,5.00%,50.11,43.50,43.98,0.48,-6.13,44.83,45.84,-1.90,-4.07,43.55,49.16,42.00,49.19,13.00,43.71,31.40,26.54,34.82,33.78,32.88,23.66,35.91,1.63,8.00,28.97,18.53,0.33,-0.13,0.18,-0.10,-0.07,-0.05,0.08,0.69,36.17,78.70,24.65,81.16,-0.86,-0.53,51.68,49.99,53.57,96.89,63.77,99.74,48.23,53.44,22.72,16.50,-0.10,-0.13,0.18,0.33,0.33,13.42,0.18,21.32,79.93,-0.05,-0.07,-0.12,41.58,10.90,51.97,33.59,43.44,33.81,45.51,54.35,59.22,<1B USD
UNMA,UNM,BB,10,11/29/2024,,,0.39,6.25%,26.19,21.92,24.56,2.64,-1.63,24.55,24.92,0.04,-1.43,23.13,26.05,21.49,26.05,7.00,24.20,82.16,48.38,84.48,75.43,74.94,14.45,84.48,14.33,10.00,29.35,10.56,4.69,-0.03,0.70,-0.03,0.09,0.10,1.80,6.78,90.00,87.53,65.86,87.53,3.29,3.09,173.05,319.31,94.03,6.49,90.67,87.61,76.84,78.84,73.74,100.00,-0.03,-0.03,0.70,4.69,4.69,64.52,0.70,60.69,87.53,0.10,0.09,0.19,61.84,30.70,68.36,33.69,43.56,30.40,41.01,79.58,81.46,<1B USD
USB PRP,USB,,13.5,12/30/2024,,,0.34,5.50%,25.25,19.75,22.76,3.01,-2.49,23.25,23.96,-2.12,-4.99,21.46,25.43,19.00,25.43,38.00,22.56,44.79,35.18,53.98,51.39,47.12,27.27,63.57,69.78,13.50,54.64,32.57,0.64,-0.30,0.27,-0.17,-0.13,-0.05,-0.18,0.38,61.40,63.41,31.85,74.68,-2.36,-0.64,32.99,35.86,63.44,87.51,71.44,37.91,37.84,52.64,14.87,12.12,-0.17,-0.30,0.27,0.64,0.64,17.12,0.27,28.20,69.04,-0.05,-0.13,-0.18,80.16,65.35,73.33,39.32,50.69,38.89,52.19,45.20,58.52,<1B USD
USB PRQ,USB,,13.5,12/27/2024,,,0.23,3.75%,19.57,13.50,15.42,1.92,-4.15,15.92,16.78,-3.16,-8.09,14.66,18.60,13.32,18.60,35.00,15.28,44.79,35.18,53.98,51.39,47.12,27.27,63.57,69.78,13.50,54.64,32.57,0.64,-0.30,0.27,-0.17,-0.13,-0.05,-0.18,0.38,61.40,63.41,31.85,74.68,-2.36,-0.64,32.99,35.86,63.44,87.51,71.44,37.91,37.84,52.64,14.87,12.12,-0.17,-0.30,0.27,0.64,0.64,17.12,0.27,28.20,69.04,-0.05,-0.13,-0.18,80.16,65.35,73.33,39.32,50.69,38.89,52.19,45.20,58.52,<1B USD
USB PRR,USB,,13.5,12/27/2024,,,0.25,4.00%,21.05,14.57,16.40,1.83,-4.65,17.01,17.89,-3.57,-8.35,15.62,20.35,14.24,20.35,35.00,16.25,44.79,35.18,53.98,51.39,47.12,27.27,63.57,69.78,13.50,54.64,32.57,0.64,-0.30,0.27,-0.17,-0.13,-0.05,-0.18,0.38,61.40,63.41,31.85,74.68,-2.36,-0.64,32.99,35.86,63.44,87.51,71.44,37.91,37.84,52.64,14.87,12.12,-0.17,-0.30,0.27,0.64,0.64,17.12,0.27,28.20,69.04,-0.05,-0.13,-0.18,80.16,65.35,73.33,39.32,50.69,38.89,52.19,45.20,58.52,<1B USD
USB PRS,USB,,13.5,12/27/2024,,,0.28,4.50%,22.08,16.44,18.71,2.27,-3.37,19.39,20.32,-3.52,-7.91,18.07,22.97,16.22,22.97,35.00,18.54,44.79,35.18,53.98,51.39,47.12,27.27,63.57,69.78,13.50,54.64,32.57,0.64,-0.30,0.27,-0.17,-0.13,-0.05,-0.18,0.38,61.40,63.41,31.85,74.68,-2.36,-0.64,32.99,35.86,63.44,87.51,71.44,37.91,37.84,52.64,14.87,12.12,-0.17,-0.30,0.27,0.64,0.64,17.12,0.27,28.20,69.04,-0.05,-0.13,-0.18,80.16,65.35,73.33,39.32,50.69,38.89,52.19,45.20,58.52,<1B USD
UZD,USM,BB,9.5,11/29/2024,9/1/2025,,0.39,6.25%,24.16,16.77,23.84,7.07,-0.32,23.62,23.05,0.95,3.41,22.00,24.20,14.86,24.80,7.00,23.48,61.18,41.25,70.79,63.94,66.87,13.79,70.79,5.20,9.50,33.56,28.21,3.44,-0.14,0.48,-0.14,-0.04,-0.09,0.82,1.17,90.00,77.78,48.65,77.78,-0.15,-1.56,103.97,70.97,89.19,95.71,82.97,43.16,53.12,46.24,44.70,23.01,-0.14,-0.14,0.48,3.44,3.44,49.88,0.48,44.25,77.78,-0.09,-0.04,-0.13,50.40,25.75,58.62,34.72,44.87,37.42,50.25,58.67,52.92,<1B USD
UZE,USM,BB,9.5,11/29/2024,,,0.34,5.50%,21.80,14.93,22.09,7.16,0.29,21.88,21.50,0.96,2.73,20.25,23.22,13.00,23.80,7.00,21.78,61.18,41.25,70.79,63.94,66.87,13.79,70.79,5.20,9.50,33.56,28.21,3.44,-0.14,0.48,-0.14,-0.04,-0.09,0.82,1.17,90.00,77.78,48.65,77.78,-0.15,-1.56,103.97,70.97,89.19,95.71,82.97,43.16,53.12,46.24,44.70,23.01,-0.14,-0.14,0.48,3.44,3.44,49.88,0.48,44.25,77.78,-0.09,-0.04,-0.13,50.40,25.75,58.62,34.72,44.87,37.42,50.25,58.67,52.92,<1B USD
UZF,USM,BB,9.5,11/29/2024,6/1/2026,,0.34,5.50%,21.75,15.44,22.20,6.76,0.45,21.92,21.51,1.28,3.20,20.30,23.50,12.95,23.70,7.00,21.89,61.18,41.25,70.79,63.94,66.87,13.79,70.79,5.20,9.50,33.56,28.21,3.44,-0.14,0.48,-0.14,-0.04,-0.09,0.82,1.17,90.00,77.78,48.65,77.78,-0.15,-1.56,103.97,70.97,89.19,95.71,82.97,43.16,53.12,46.24,44.70,23.01,-0.14,-0.14,0.48,3.44,3.44,49.88,0.48,44.25,77.78,-0.09,-0.04,-0.13,50.40,25.75,58.62,34.72,44.87,37.42,50.25,58.67,52.92,<1B USD
VNO PRL,VNO,,10.5,12/13/2024,,,0.34,5.40%,24.16,13.75,17.65,3.90,-6.51,17.57,17.31,0.43,1.97,15.25,19.46,11.36,19.46,21.00,17.39,39.22,22.42,46.63,41.42,41.26,12.31,50.91,8.18,10.50,66.22,29.66,2.19,-0.23,0.75,-0.16,-0.05,-0.05,-0.41,0.32,90.00,69.33,69.95,75.70,-0.41,-0.64,21.13,33.52,82.15,96.21,92.16,39.64,51.34,52.64,9.88,11.39,-0.16,-0.23,0.75,2.19,2.19,35.22,0.75,64.60,72.52,-0.05,-0.05,-0.10,56.36,35.65,59.57,41.53,53.48,37.92,50.91,57.09,58.53,<1B USD
VNO PRM,VNO,,10.5,12/13/2024,,,0.33,5.25%,23.40,13.71,17.08,3.37,-6.32,17.14,16.86,-0.37,1.30,14.75,18.99,11.15,18.99,21.00,16.83,39.22,22.42,46.63,41.42,41.26,12.31,50.91,8.18,10.50,66.22,29.66,2.19,-0.23,0.75,-0.16,-0.05,-0.05,-0.41,0.32,90.00,69.33,69.95,75.70,-0.41,-0.64,21.13,33.52,82.15,96.21,92.16,39.64,51.34,52.64,9.88,11.39,-0.16,-0.23,0.75,2.19,2.19,35.22,0.75,64.60,72.52,-0.05,-0.05,-0.10,56.36,35.65,59.57,41.53,53.48,37.92,50.91,57.09,58.53,<1B USD
VNO PRN,VNO,,10.5,12/13/2024,,,0.33,5.25%,22.92,13.76,17.00,3.24,-5.92,17.22,16.93,-1.29,0.41,14.81,18.97,11.20,18.97,21.00,16.75,39.22,22.42,46.63,41.42,41.26,12.31,50.91,8.18,10.50,66.22,29.66,2.19,-0.23,0.75,-0.16,-0.05,-0.05,-0.41,0.32,90.00,69.33,69.95,75.70,-0.41,-0.64,21.13,33.52,82.15,96.21,92.16,39.64,51.34,52.64,9.88,11.39,-0.16,-0.23,0.75,2.19,2.19,35.22,0.75,64.60,72.52,-0.05,-0.05,-0.10,56.36,35.65,59.57,41.53,53.48,37.92,50.91,57.09,58.53,<1B USD
VNO PRO,VNO,,10.5,12/13/2024,,,0.28,4.50%,19.70,11.60,14.41,2.81,-5.29,14.87,14.85,-3.08,-2.98,12.51,17.34,10.03,17.34,21.00,14.20,39.22,22.42,46.63,41.42,41.26,12.31,50.91,8.18,10.50,66.22,29.66,2.19,-0.23,0.75,-0.16,-0.05,-0.05,-0.41,0.32,90.00,69.33,69.95,75.70,-0.41,-0.64,21.13,33.52,82.15,96.21,92.16,39.64,51.34,52.64,9.88,11.39,-0.16,-0.23,0.75,2.19,2.19,35.22,0.75,64.60,72.52,-0.05,-0.05,-0.10,56.36,35.65,59.57,41.53,53.48,37.92,50.91,57.09,58.53,<1B USD
WAFDP,WAFD,,10,12/27/2024,4/15/2026,,0.30,4.88%,22.20,12.60,16.55,3.95,-5.65,16.50,16.87,0.29,-1.90,15.44,19.75,12.02,19.75,35.00,16.37,29.70,23.74,38.62,36.35,30.03,20.01,39.18,2.38,10.00,34.75,25.67,0.48,-0.24,0.25,-0.23,-0.18,-0.01,-0.15,0.16,48.74,68.22,30.08,69.21,-3.78,0.34,35.47,26.20,59.25,94.58,69.79,32.43,28.07,59.55,15.91,9.12,-0.23,-0.24,0.25,0.48,0.48,15.27,0.25,26.51,68.72,-0.01,-0.18,-0.19,43.45,30.70,51.95,35.00,45.23,36.52,49.07,36.58,64.58,<1B USD
WBS PRF,WBS,,10,12/2/2024,,,0.33,5.25%,24.40,15.52,19.30,3.78,-5.10,19.63,20.32,-1.67,-5.01,18.02,22.54,15.10,22.54,10.00,19.01,52.48,39.33,63.99,60.49,58.67,23.67,65.00,8.83,10.00,46.68,20.20,1.22,-0.19,0.33,-0.18,-0.13,-0.11,0.12,1.60,90.00,72.66,36.75,73.81,-2.47,-2.08,54.54,89.97,73.12,89.09,75.46,36.44,37.13,42.57,23.92,28.90,-0.18,-0.19,0.33,1.22,1.22,23.86,0.33,32.88,73.24,-0.11,-0.13,-0.24,57.66,30.70,59.39,37.68,48.61,34.47,46.38,44.56,49.70,<1B USD
WFC PRA,WFC,,11,11/27/2024,12/15/2025,,0.29,4.70%,21.54,17.53,18.68,1.15,-2.86,19.49,20.35,-4.17,-8.19,18.16,22.21,17.36,22.21,5.00,18.41,76.00,50.15,81.50,74.83,80.35,20.76,81.50,247.51,11.00,47.77,26.50,2.66,-0.07,0.52,-0.07,0.02,-0.05,0.59,1.87,90.00,83.93,51.24,83.93,1.38,-0.76,87.56,101.92,85.21,6.71,84.31,94.69,63.66,51.80,37.80,32.60,-0.07,-0.07,0.52,2.66,2.66,40.79,0.52,46.72,83.93,-0.05,0.02,-0.03,90.79,40.60,78.78,37.91,48.91,36.82,49.46,67.96,57.79,<1B USD
WFC PRC,WFC,,11,11/27/2024,,,0.27,4.38%,20.19,16.05,17.50,1.45,-2.69,18.28,19.19,-4.29,-8.82,16.92,21.18,15.89,21.18,5.00,17.25,76.00,50.15,81.50,74.83,80.35,20.76,81.50,247.51,11.00,47.77,26.50,2.66,-0.07,0.52,-0.07,0.02,-0.05,0.59,1.87,90.00,83.93,51.24,83.93,1.38,-0.76,87.56,101.92,85.21,6.71,84.31,94.69,63.66,51.80,37.80,32.60,-0.07,-0.07,0.52,2.66,2.66,40.79,0.52,46.72,83.93,-0.05,0.02,-0.03,90.79,40.60,78.78,37.91,48.91,36.82,49.46,67.96,57.79,<1B USD
WFC PRD,WFC,,11,11/27/2024,,,0.27,4.25%,19.89,15.56,17.06,1.50,-2.83,17.81,18.70,-4.21,-8.79,16.53,20.80,15.47,20.80,5.00,16.80,76.00,50.15,81.50,74.83,80.35,20.76,81.50,247.51,11.00,47.77,26.50,2.66,-0.07,0.52,-0.07,0.02,-0.05,0.59,1.87,90.00,83.93,51.24,83.93,1.38,-0.76,87.56,101.92,85.21,6.71,84.31,94.69,63.66,51.80,37.80,32.60,-0.07,-0.07,0.52,2.66,2.66,40.79,0.52,46.72,83.93,-0.05,0.02,-0.03,90.79,40.60,78.78,37.91,48.91,36.82,49.46,67.96,57.79,<1B USD
WFC PRY,WFC,,11,11/27/2024,,,0.35,5.63%,25.36,21.19,23.02,1.83,-2.34,23.63,24.08,-2.58,-4.41,22.00,25.36,21.08,25.36,5.00,22.69,76.00,50.15,81.50,74.83,80.35,20.76,81.50,247.51,11.00,47.77,26.50,2.66,-0.07,0.52,-0.07,0.02,-0.05,0.59,1.87,90.00,83.93,51.24,83.93,1.38,-0.76,87.56,101.92,85.21,6.71,84.31,94.69,63.66,51.80,37.80,32.60,-0.07,-0.07,0.52,2.66,2.66,40.79,0.52,46.72,83.93,-0.05,0.02,-0.03,90.79,40.60,78.78,37.91,48.91,36.82,49.46,67.96,57.79,<1B USD
WFC PRZ,WFC,,11,11/27/2024,,,0.30,4.75%,21.80,17.49,18.98,1.49,-2.82,19.78,20.47,-4.04,-7.30,18.45,22.29,17.33,22.29,5.00,18.70,76.00,50.15,81.50,74.83,80.35,20.76,81.50,247.51,11.00,47.77,26.50,2.66,-0.07,0.52,-0.07,0.02,-0.05,0.59,1.87,90.00,83.93,51.24,83.93,1.38,-0.76,87.56,101.92,85.21,6.71,84.31,94.69,63.66,51.80,37.80,32.60,-0.07,-0.07,0.52,2.66,2.66,40.79,0.52,46.72,83.93,-0.05,0.02,-0.03,90.79,40.60,78.78,37.91,48.91,36.82,49.46,67.96,57.79,<1B USD
WRB PRE,WRB,BB,11.5,12/13/2024,,,0.36,5.70%,25.59,21.77,21.67,-0.10,-3.92,22.39,23.79,-3.23,-8.92,20.43,25.62,20.43,25.68,21.00,21.39,73.82,51.17,76.38,62.14,60.80,23.65,76.38,28.00,11.50,35.00,21.15,2.12,-0.03,0.44,-0.03,0.19,0.21,1.11,2.49,90.00,86.98,45.41,86.98,5.86,6.11,124.22,129.46,81.69,6.53,81.16,88.72,94.54,100.00,53.21,41.14,-0.03,-0.03,0.44,2.12,2.12,34.46,0.44,41.16,86.98,0.21,0.19,0.40,67.65,45.55,73.47,35.06,45.30,34.84,46.86,95.18,100.00,<1B USD
WRB PRF,WRB,BB,11.5,12/13/2024,,,0.32,5.10%,24.51,18.93,19.40,0.47,-5.11,20.22,21.49,-4.03,-9.72,19.00,24.54,18.79,24.54,21.00,19.15,73.82,51.17,76.38,62.14,60.80,23.65,76.38,28.00,11.50,35.00,21.15,2.12,-0.03,0.44,-0.03,0.19,0.21,1.11,2.49,90.00,86.98,45.41,86.98,5.86,6.11,124.22,129.46,81.69,6.53,81.16,88.72,94.54,100.00,53.21,41.14,-0.03,-0.03,0.44,2.12,2.12,34.46,0.44,41.16,86.98,0.21,0.19,0.40,67.65,45.55,73.47,35.06,45.30,34.84,46.86,95.18,100.00,<1B USD
WRB PRG,WRB,BB,11.5,12/13/2024,,,0.27,4.25%,21.25,17.35,16.37,-0.98,-4.88,17.24,18.67,-5.07,-12.32,15.95,21.10,15.95,22.29,21.00,16.16,73.82,51.17,76.38,62.14,60.80,23.65,76.38,28.00,11.50,35.00,21.15,2.12,-0.03,0.44,-0.03,0.19,0.21,1.11,2.49,90.00,86.98,45.41,86.98,5.86,6.11,124.22,129.46,81.69,6.53,81.16,88.72,94.54,100.00,53.21,41.14,-0.03,-0.03,0.44,2.12,2.12,34.46,0.44,41.16,86.98,0.21,0.19,0.40,67.65,45.55,73.47,35.06,45.30,34.84,46.86,95.18,100.00,<1B USD
WRB PRH,WRB,BB,11.5,12/13/2024,,,0.26,4.13%,20.85,15.60,15.97,0.37,-4.88,16.98,18.24,-5.96,-12.44,15.55,21.15,15.40,21.15,21.00,15.77,73.82,51.17,76.38,62.14,60.80,23.65,76.38,28.00,11.50,35.00,21.15,2.12,-0.03,0.44,-0.03,0.19,0.21,1.11,2.49,90.00,86.98,45.41,86.98,5.86,6.11,124.22,129.46,81.69,6.53,81.16,88.72,94.54,100.00,53.21,41.14,-0.03,-0.03,0.44,2.12,2.12,34.46,0.44,41.16,86.98,0.21,0.19,0.40,67.65,45.55,73.47,35.06,45.30,34.84,46.86,95.18,100.00,<1B USD
