"PREF IBKR","PREF YF","CMON","FF-FR_","BOND_","CRDT SCORE_","EX-DIV DATE","CALL DATE","MATUR DATE","DIV AMOUNT","COUPON","Aug2022_Price","Oct19_Price","CMON OUTS SHARES","CMON SECTOR","LAST PRICE","TIME TO DIV","DIV ADJ.PRICE","Unnamed: 18","Unnamed: 19","Unnamed: 20","Unnamed: 21","Last Price","Oct19_diff","Aug2022_diff","SMA88","SMA268","SMA88 chg","SMA268 chg","6M Low","6M High","1Y Low","1Y High","Div adj.price","COM_LAST_PRICE","COM_52W_LOW","COM_52W_HIGH","COM_6M_PRICE","COM_3M_PRICE","COM_5Y_LOW","COM_5Y_HIGH","COM_MKTCAP","CRDT_SCORE","COM_FEB2020_PRICE","COM_MAR2020_PRICE","COM_5Y_LOW_CHG","COM_5Y_HIGH_CHG","COM_52W_LOW_CHG","COM_52W_HIGH_CHG","COM_6M_CHG","COM_3M_CHG","COM_FEB2020_CHG","COM_MAR2020_CHG","5Y_LOW_SKOR","5Y_HIGH_SKOR","52W_LOW_SKOR","52W_HIGH_SKOR","COM_6M_SKOR","COM_3M_SKOR","FEB2020_SKOR","MAR2020_SKOR","Normalized_5Y_LOW","Normalized_5Y_HIGH","Normalized_52W_LOW","Normalized_52W_HIGH","Normalized_COM_6M","Normalized_COM_3M","Normalized_FEB2020","Normalized_MAR2020"
"GS PRC","GS-C","GS","FLR","","9.500000","07/24/2025","5/24/2011","NONE","0.340000","4.00%","","","306.83","Bank","","64.000000","","","","","","22.060000","","","23.360000","23.750000","-5.550000","-7.130000","21.340000","25.030000","20.210000","25.240000","21.960000","612.300000","437.370000","672.190000","596.110000","668.150000","177.680000","672.190000","187.872009","9.500000","237.360000","138.410000","2.446083","-0.089097","0.399959","-0.089097","0.027159","-0.083589","1.579626","3.423813","142.281852","27.148183","98.156550","27.435420","50.207410","36.385545","1148.605158","936.164268","74.837190","1.765367","78.982008","17.594434","73.448650","53.242637","41.348332","45.482238"
"GS PRD","GS-D","GS","FLR","","8.000000","07/24/2025","10/31/2010","NONE","0.330000","4.00%","","","306.83","Bank","","64.000000","","","","","","21.490000","","","22.550000","22.910000","-4.720000","-6.180000","20.950000","23.830000","19.870000","23.830000","21.390000","612.300000","437.370000","672.190000","596.110000","668.150000","177.680000","672.190000","187.872009","9.500000","237.360000","138.410000","2.446083","-0.089097","0.399959","-0.089097","0.027159","-0.083589","1.579626","3.423813","142.281852","27.148183","98.156550","27.435420","50.207410","36.385545","1148.605158","936.164268","74.837190","1.765367","78.982008","17.594434","73.448650","53.242637","41.348332","45.482238"
"GSL PRB","GSL-B","GSL","","","10.500000","06/23/2025","8/20/2019","NONE","0.550000","8.75%","","","35.74","Marineshipping","","33.000000","","","","","","26.200000","","","26.100000","26.310000","0.400000","-0.420000","24.750000","27.280000","24.750000","28.850000","25.850000","26.380000","17.730000","30.320000","22.850000","23.060000","4.020000","30.320000","0.942821","10.500000","7.380000","3.100000","5.562189","-0.129947","0.487874","-0.129947","0.154486","0.143972","2.574526","7.509677","162.690614","3378.582925","102.881293","157.644603","59.530097","51.628675","1601.236532","1823.902135","85.428320","96.249689","82.735653","96.352026","86.901168","75.128837","57.248418","87.663476"
"HBANL","HBANL","HBAN","NFF","","8.000000","07/01/2025","4/15/2028","NONE","0.430000","6.88%","","","1455.68","Regionalbank","","41.000000","","","","","","25.450000","","","25.370000","25.430000","0.310000","0.080000","24.320000","26.610000","20.760000","26.610000","25.220000","16.120000","11.910000","18.450000","17.620000","16.830000","7.960000","18.450000","23.465562","8.000000","13.930000","7.620000","1.025126","-0.126287","0.353484","-0.126287","-0.085131","-0.042187","0.157215","1.115486","120.855972","3392.910964","95.244046","158.423433","41.985671","39.158877","501.476759","434.632673","63.718226","96.653628","76.668123","96.823105","61.584786","57.224607","18.615932","21.651754"
"HCXY","HCXY","HTGC","","BB","8.000000","07/11/2025","10/30/2023","10/30/2033","0.390000","6.25%","25.310000","23.560000","175.77","Assetmanagement","","51.000000","","","","","","25.150000","1.590000","-0.160000","24.990000","25.110000","0.630000","0.150000","24.420000","25.980000","22.700000","25.980000","24.980000","17.870000","15.650000","22.040000","18.530000","22.000000","9.870000","22.040000","3.141010","8.000000","15.110000","7.970000","0.810537","-0.189201","0.141853","-0.189201","-0.035618","-0.187727","0.182660","1.242158","115.126809","3146.614472","4.371084","145.035484","45.610927","29.409872","513.053389","462.154880","60.745076","89.709988","4.472676","88.725345","66.815984","43.226913","19.022597","22.959483"
"HNNAZ","HNNAZ","HNNA","","BB","2.500000","06/13/2025","12/31/2023","12/31/2026","0.310000","4.88%","24.590000","23.490000","7.79","Assetmanagement","","23.000000","","","","","","24.700000","1.210000","0.110000","24.490000","24.200000","0.850000","2.070000","23.700000","25.570000","21.760000","25.570000","24.470000","10.600000","6.930000","13.880000","10.490000","12.350000","6.330000","13.880000","0.082574","2.500000","10.440000","7.170000","0.674566","-0.236311","0.529582","-0.236311","0.010486","-0.141700","0.015326","0.478382","110.672726","3366.123930","104.844551","153.421208","48.986615","32.492969","436.924131","296.208875","58.433629","95.898443","84.295394","93.797487","71.687059","47.653647","16.348320","15.074489"
"HOVNP","HOVNP","HOVN","","","7.000000","06/27/2025","7/12/2010","NONE","0.480000","7.63%","","","-","-","","37.000000","","","","","","16.400000","","","17.000000","17.600000","-3.510000","-6.800000","16.050000","18.430000","16.050000","19.890000","16.120000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HPP PRC","HPP-C","HPP","","","8.000000","06/16/2025","11/16/2026","NONE","0.300000","4.75%","21.920000","10.500000","141.39","Reit","","26.000000","","","","","","12.690000","2.190000","-9.230000","13.280000","13.480000","-4.450000","-5.840000","11.230000","15.570000","7.660000","15.570000","12.480000","2.070000","1.880000","6.290000","3.050000","3.090000","1.880000","30.970000","0.292677","8.000000","37.670000","17.990000","0.101064","-0.933161","0.101064","-0.670906","-0.321311","-0.330097","-0.945049","-0.884936","2.875367","266.091885","2.875367","48.329735","30.865974","24.841585","0.000000","0.000000","2.492172","8.501716","3.284380","30.232451","45.539206","36.667732","1.000000","1.000000"
"HROWL","HROWL","HROW","","BB","8.000000","07/11/2025","2/1/2026","4/30/2026","0.540000","8.63%","24.390000","23.700000","36.69","Healthcare","","51.000000","","","","","","25.270000","1.570000","0.880000","25.270000","25.260000","-0.010000","0.040000","25.000000","25.730000","22.050000","25.730000","25.040000","28.300000","15.970000","59.230000","43.880000","30.260000","4.550000","59.230000","1.038327","8.000000","6.720000","3.690000","5.219780","-0.522202","0.772073","-0.522202","-0.355059","-0.064772","3.211310","6.669377","161.108853","2094.301606","113.945187","84.288705","27.777258","37.645999","1890.942388","1641.329550","84.607465","60.042972","91.525537","51.982391","41.082228","55.052406","67.425238","78.988463"
"HROWM","HROWM","HROW","","BB","8.000000","07/11/2025","12/31/2024","12/31/2027","0.740000","11.88%","","25.200000","36.69","Healthcare","","51.000000","","","","","","26.210000","1.010000","","26.500000","26.400000","-1.090000","-0.710000","24.900000","27.700000","22.710000","27.720000","25.890000","28.300000","15.970000","59.230000","43.880000","30.260000","4.550000","59.230000","1.038327","8.000000","6.720000","3.690000","5.219780","-0.522202","0.772073","-0.522202","-0.355059","-0.064772","3.211310","6.669377","161.108853","2094.301606","113.945187","84.288705","27.777258","37.645999","1890.942388","1641.329550","84.607465","60.042972","91.525537","51.982391","41.082228","55.052406","67.425238","78.988463"
"HTFB","HTFB","HRZN","","BB","8.000000","06/13/2025","3/30/2023","3/30/2026","0.310000","4.88%","24.490000","23.530000","40.36","Assetmanagement","","23.000000","","","","","","25.010000","1.480000","0.520000","24.840000","24.540000","0.680000","1.920000","24.190000","26.110000","23.000000","26.110000","24.780000","7.470000","7.120000","12.630000","9.220000","9.800000","7.120000","19.080000","0.301489","8.000000","13.230000","7.020000","0.049157","-0.608491","0.049157","-0.408551","-0.189805","-0.237755","-0.435374","0.064103","0.971985","1710.433278","0.971985","111.771076","34.321546","32.573464","289.846857","206.198130","1.504412","49.220879","1.772209","68.605223","50.525552","47.769222","11.181773","10.797591"
"HTFC","HTFC","HRZN","","BB","8.000000","06/13/2025","6/15/2024","6/15/2027","0.390000","4.88%","25.250000","24.200000","40.36","Assetmanagement","","23.000000","","","","","","24.440000","0.240000","-0.810000","24.370000","24.180000","0.270000","1.080000","23.840000","24.830000","22.900000","24.830000","24.150000","7.470000","7.120000","12.630000","9.220000","9.800000","7.120000","19.080000","0.301489","8.000000","13.230000","7.020000","0.049157","-0.608491","0.049157","-0.408551","-0.189805","-0.237755","-0.435374","0.064103","0.971985","1710.433278","0.971985","111.771076","34.321546","32.573464","289.846857","206.198130","1.504412","49.220879","1.772209","68.605223","50.525552","47.769222","11.181773","10.797591"
"INBKZ","INBKZ","INBK","FF","","8.000000","05/15/2025","6/30/2024","6/30/2029","0.540000","6.00%","","","8.70","Regionalbank","","84.000000","","","","","","24.190000","","","24.750000","24.880000","-2.260000","-2.780000","23.780000","25.650000","17.000000","25.650000","24.150000","24.720000","19.540000","43.270000","40.750000","31.640000","9.680000","53.560000","0.215064","8.000000","27.210000","13.200000","1.553719","-0.538462","0.265097","-0.428703","-0.393374","-0.218710","-0.091510","0.872727","131.067333","2021.966987","88.547452","106.897924","24.270536","27.334469","388.318846","381.888450","69.017413","58.003700","71.347909","65.657676","36.022072","40.247034","14.640908","19.145590"
"IVR PRC","IVR-C","IVR","NFF","","10.000000","06/05/2025","9/27/2027","NONE","0.470000","7.50%","","","65.94","Reit","","15.000000","","","","","","24.700000","","","23.950000","23.770000","3.130000","3.930000","20.230000","25.200000","17.520000","25.200000","24.310000","7.690000","5.850000","9.970000","8.110000","8.900000","5.850000","84.000000","0.507079","10.000000","","","0.314530","-0.908452","0.314530","-0.228686","-0.051788","-0.135955","","","92.510800","376.012108","92.510800","155.265089","44.426979","32.877820","","","49.008494","11.600609","74.496653","94.912767","65.107562","48.206219","",""
"JXN PRA","JXN-A","JXN","NFF","","10.500000","06/12/2025","3/30/2028","NONE","0.500000","8.00%","","","71.42","Insurance","","22.000000","","","","","","26.180000","","","26.180000","26.430000","0.000000","-0.940000","25.250000","27.500000","23.600000","27.690000","25.800000","85.300000","64.700000","115.220000","98.890000","93.580000","22.290000","115.220000","6.092126","10.500000","","","2.826828","-0.259677","0.318393","-0.259677","-0.137425","-0.088480","","","145.867623","3262.177526","92.795566","147.770989","38.156701","36.057894","","","76.698026","92.967965","74.722890","90.379928","56.059631","52.772193","",""
"KEY PRI","KEY-I","KEY","NFF","","10.500000","05/28/2025","12/15/2026","NONE","0.380000","6.13%","","","1095.55","Regionalbank","","7.000000","","","","","","25.180000","","","24.880000","24.500000","1.200000","2.780000","23.500000","25.970000","17.660000","25.970000","24.830000","16.490000","12.720000","20.040000","19.220000","18.030000","8.530000","27.170000","18.065619","10.500000","19.520000","9.190000","0.933177","-0.393081","0.296384","-0.177146","-0.142040","-0.085413","-0.155225","0.794342","118.559778","2668.713965","91.127800","147.600909","37.818860","36.263352","359.331628","364.857569","62.526616","76.236921","73.397907","90.277054","55.572132","53.067192","13.622642","18.336361"
"KEY PRL","KEY-L","KEY","NFF","","10.000000","05/28/2025","9/15/2027","NONE","0.390000","6.20%","","","1095.55","Regionalbank","","7.000000","","","","","","24.670000","","","24.450000","24.010000","0.910000","2.750000","22.330000","25.650000","16.300000","25.650000","24.310000","16.490000","12.720000","20.040000","19.220000","18.030000","8.530000","27.170000","18.065619","10.500000","19.520000","9.190000","0.933177","-0.393081","0.296384","-0.177146","-0.142040","-0.085413","-0.155225","0.794342","118.559778","2668.713965","91.127800","147.600909","37.818860","36.263352","359.331628","364.857569","62.526616","76.236921","73.397907","90.277054","55.572132","53.067192","13.622642","18.336361"
"KMPB","KMPB","KMPR","NFF","","8.000000","05/30/2025","3/15/2027","3/15/2062","0.370000","5.88%","","","63.97","Insurance","","9.000000","","","","","","22.520000","","","22.820000","22.930000","-1.330000","-1.790000","20.690000","23.940000","16.620000","23.940000","22.190000","64.600000","53.570000","73.010000","72.100000","65.500000","38.320000","85.700000","4.132462","8.000000","81.230000","58.650000","0.685804","-0.246208","0.205899","-0.115190","-0.104022","-0.013740","-0.204727","0.101449","111.072480","3322.098164","82.789151","160.784961","40.602446","41.064332","336.810652","214.312469","58.641081","94.657259","66.773137","98.251485","59.588810","59.960474","12.831523","11.183147"
"LBRDP","LBRDP","LBRDA","","","11.000000","06/27/2025","","3/9/2039","0.440000","7.00%","26.230000","21.310000","143.16","Communicationservices","","37.000000","","","","","","24.800000","3.490000","-1.430000","24.730000","23.990000","0.270000","3.390000","23.390000","26.880000","20.900000","26.880000","24.540000","98.090000","49.670000","102.380000","85.900000","80.530000","47.170000","188.760000","14.042564","11.000000","133.770000","87.380000","1.079500","-0.480345","0.974834","-0.041903","0.141909","0.218055","-0.266726","0.122568","122.120798","2280.504526","119.626254","26.174988","58.609255","56.591114","385.755040","218.900966","64.374608","65.292442","96.038950","16.832056","85.572404","82.253944","14.550847","11.401171"
"LNC PRD","LNC-D","LNC","","","8.000000","05/15/2025","12/1/2027","NONE","0.560000","9.00%","","26.410000","170.70","Insurance","","84.000000","","","","","","26.710000","0.300000","","27.040000","27.660000","-1.220000","-3.430000","25.780000","28.890000","24.820000","28.890000","26.670000","34.280000","27.580000","39.850000","34.820000","39.070000","18.500000","77.570000","5.851596","8.000000","59.710000","17.060000","0.852973","-0.558077","0.242930","-0.139774","-0.015508","-0.122600","-0.425892","1.009379","116.368746","1934.706810","86.543266","155.553464","47.083328","33.772374","295.239364","411.578770","61.389579","55.543643","69.755652","95.087191","68.940639","49.490626","11.371202","20.556338"
"MBINL","MBINL","MBIN","","","8.000000","06/12/2025","1/1/2030","NONE","0.480000","7.63%","","","45.76","Regionalbank","","22.000000","","","","","","23.440000","","","","","","","22.830000","25.900000","22.830000","25.900000","23.080000","32.870000","27.250000","53.270000","39.400000","42.820000","9.890000","53.270000","1.504131","8.000000","14.230000","9.490000","2.323559","-0.382955","0.206239","-0.382955","-0.165736","-0.232368","1.309909","2.463646","141.009250","2713.760171","82.826283","117.960642","36.083831","33.024526","1025.896843","727.548195","74.176773","77.506872","66.802637","72.349009","53.068506","48.416861","37.037820","35.569758"
"MBINM","MBINM","MBIN","NFF","","8.000000","06/13/2025","10/1/2027","NONE","0.520000","8.25%","","","45.76","Regionalbank","","23.000000","","","","","","25.180000","","","25.680000","25.820000","-1.930000","-2.470000","24.800000","26.920000","21.600000","26.920000","24.790000","32.870000","27.250000","53.270000","39.400000","42.820000","9.890000","53.270000","1.504131","8.000000","14.230000","9.490000","2.323559","-0.382955","0.206239","-0.382955","-0.165736","-0.232368","1.309909","2.463646","141.009250","2713.760171","82.826283","117.960642","36.083831","33.024526","1025.896843","727.548195","74.176773","77.506872","66.802637","72.349009","53.068506","48.416861","37.037820","35.569758"
"MBNKP","MBNKP","MFIN","FF","","11.500000","06/16/2025","4/1/2025","NONE","0.680000","8.00%","","","23.24","Creditservices","","26.000000","","","","","","25.600000","","","25.450000","25.230000","0.570000","1.460000","24.250000","27.000000","21.970000","27.000000","25.120000","9.230000","6.480000","10.500000","9.570000","8.550000","2.130000","10.500000","0.214505","11.500000","6.680000","2.850000","3.333333","-0.120952","0.424383","-0.120952","-0.035528","0.079532","0.381737","2.238596","149.957846","3413.795961","99.561167","159.558680","45.617534","47.312174","603.623369","678.651581","78.820648","97.242422","80.097927","97.509764","66.825517","68.931171","22.204150","33.246415"
