"PREF IBKR","PREF YF","CMON","FF-FR_","BOND_","CRDT SCORE_","EX-DIV DATE","CALL DATE","MATUR DATE","DIV AMOUNT","COUPON","Aug2022_Price","Oct19_Price","CMON OUTS SHARES","CMON SECTOR","LAST PRICE","TIME TO DIV","DIV ADJ.PRICE","Unnamed: 18","Unnamed: 19","Unnamed: 20","Unnamed: 21","Last Price","Oct19_diff","Aug2022_diff","SMA88","SMA268","SMA88 chg","SMA268 chg","6M Low","6M High","1Y Low","1Y High","Div adj.price","COM_LAST_PRICE","COM_52W_LOW","COM_52W_HIGH","COM_6M_PRICE","COM_3M_PRICE","COM_5Y_LOW","COM_5Y_HIGH","COM_MKTCAP","CRDT_SCORE","COM_FEB2020_PRICE","COM_MAR2020_PRICE","COM_5Y_LOW_CHG","COM_5Y_HIGH_CHG","COM_52W_LOW_CHG","COM_52W_HIGH_CHG","COM_6M_CHG","COM_3M_CHG","COM_FEB2020_CHG","COM_MAR2020_CHG","5Y_LOW_SKOR","5Y_HIGH_SKOR","52W_LOW_SKOR","52W_HIGH_SKOR","COM_6M_SKOR","COM_3M_SKOR","FEB2020_SKOR","MAR2020_SKOR","Normalized_5Y_LOW","Normalized_5Y_HIGH","Normalized_52W_LOW","Normalized_52W_HIGH","Normalized_COM_6M","Normalized_COM_3M","Normalized_FEB2020","Normalized_MAR2020"
"DDT","DDT","DDS","","TP","10.500000","07/11/2025","8/12/2003","8/1/2038","0.470000","7.50%","27.000000","25.400000","15.68","Departmentstores","","51.000000","","","","","","26.070000","0.670000","-0.930000","25.900000","25.870000","0.660000","0.780000","24.390000","26.550000","24.390000","26.590000","25.870000","406.160000","282.240000","510.000000","434.020000","508.770000","22.380000","510.000000","6.368589","10.500000","64.990000","41.920000","17.148347","-0.203608","0.439059","-0.203608","-0.064191","-0.201682","5.249577","8.688931","190.769765","3511.609461","100.368740","161.329372","43.518870","28.475085","2818.255558","2080.119252","100.000000","100.000000","80.739516","98.580775","63.797172","41.884740","100.000000","99.837740"
"DRH PRA","DRH-A","DRH","","","8.000000","06/20/2025","8/31/2025","NONE","0.520000","8.25%","27.000000","24.870000","205.53","Reit","","30.000000","","","","","","25.130000","0.260000","-1.870000","25.090000","25.390000","0.150000","-1.030000","23.510000","26.260000","23.510000","27.540000","24.780000","7.730000","6.180000","10.000000","9.140000","8.650000","4.430000","11.490000","1.588747","8.000000","10.190000","3.900000","0.744921","-0.327241","0.250809","-0.227000","-0.154267","-0.106358","-0.241413","0.982051","113.076133","2961.610097","87.274192","155.672803","36.923583","34.860345","400.150462","405.641335","59.680877","84.494307","70.336348","95.159374","54.280258","51.052743","15.056531","20.274218"
"DSX PRB","DSX-B","DSX","","","8.000000","07/10/2025","3/14/2019","NONE","0.560000","8.88%","25.800000","25.160000","115.77","Marineshipping","","50.000000","","","","","","26.450000","1.290000","0.650000","26.150000","26.270000","1.150000","0.700000","23.880000","27.750000","23.880000","27.750000","26.200000","1.560000","1.270000","3.215000","2.100000","1.830000","1.119900","6.429000","0.180601","8.000000","2.300000","1.119900","0.392982","-0.757350","0.228346","-0.514774","-0.257143","-0.147541","-0.321739","0.392982","97.740352","1048.213901","85.131369","86.084685","36.738913","32.101739","354.469912","277.653834","51.722371","30.551457","68.633949","53.068698","54.013781","47.091917","13.451859","14.192839"
"DX PRC","DX-C","DX","NFF","","8.000000","06/27/2025","4/25/2025","NONE","0.430000","6.90%","","","107.00","Reit","","37.000000","","","","","","25.480000","","","25.380000","25.140000","0.410000","1.370000","24.560000","25.740000","21.120000","25.740000","25.230000","12.490000","10.790000","14.520000","12.490000","13.810000","9.570000","20.510000","1.336430","8.000000","19.150000","11.840000","0.305120","-0.391029","0.157553","-0.139807","0.000000","-0.095583","-0.347781","0.054899","91.803201","2677.841843","76.847562","155.546439","48.218830","35.582137","339.660354","204.198390","48.641286","76.494256","62.052749","95.082943","70.579154","52.089098","12.931627","10.702572"
"ECC PRD","ECC-D","ECC","","","8.000000","05/12/2025","11/29/2026","NONE","0.140000","6.75%","23.190000","19.600000","120.18","Cef","","81.000000","","","","","","18.760000","-0.840000","-4.430000","19.540000","19.610000","-3.990000","-4.340000","18.080000","20.420000","18.080000","21.450000","18.750000","7.800000","6.540000","10.490000","8.940000","8.640000","5.800000","15.540000","0.937404","8.000000","15.220000","6.250000","0.344828","-0.498069","0.192661","-0.256435","-0.127517","-0.097222","-0.487516","0.248000","94.661938","2201.656505","81.297444","148.555058","38.882200","35.472328","260.194086","246.153623","50.124828","63.069543","65.588027","90.854176","57.106517","51.931433","10.140127","12.696093"
"ECCC","ECCC","ECC","","","8.000000","05/12/2025","6/16/2024","6/30/2031","0.140000","6.50%","24.150000","20.520000","120.18","Cef","","81.000000","","","","","","22.330000","1.810000","-1.820000","22.840000","22.860000","-2.250000","-2.340000","21.870000","24.890000","20.240000","24.890000","22.320000","7.800000","6.540000","10.490000","8.940000","8.640000","5.800000","15.540000","0.937404","8.000000","15.220000","6.250000","0.344828","-0.498069","0.192661","-0.256435","-0.127517","-0.097222","-0.487516","0.248000","94.661938","2201.656505","81.297444","148.555058","38.882200","35.472328","260.194086","246.153623","50.124828","63.069543","65.588027","90.854176","57.106517","51.931433","10.140127","12.696093"
"ECCF","ECCF","ECC","","Term","8.000000","05/12/2025","1/18/2026","1/31/2029","0.170000","8.00%","","","120.18","Cef","","81.000000","","","","","","24.920000","","","24.910000","24.920000","0.030000","0.020000","24.030000","25.550000","24.030000","25.550000","24.900000","7.800000","6.540000","10.490000","8.940000","8.640000","5.800000","15.540000","0.937404","8.000000","15.220000","6.250000","0.344828","-0.498069","0.192661","-0.256435","-0.127517","-0.097222","-0.487516","0.248000","94.661938","2201.656505","81.297444","148.555058","38.882200","35.472328","260.194086","246.153623","50.124828","63.069543","65.588027","90.854176","57.106517","51.931433","10.140127","12.696093"
"ECCU","ECCU","ECC","","","8.000000","05/12/2025","6/30/2027","4/30/2030","0.150000","7.75%","","","120.18","Cef","","81.000000","","","","","","24.610000","","","","","","","23.890000","25.450000","23.890000","25.450000","24.590000","7.800000","6.540000","10.490000","8.940000","8.640000","5.800000","15.540000","0.937404","8.000000","15.220000","6.250000","0.344828","-0.498069","0.192661","-0.256435","-0.127517","-0.097222","-0.487516","0.248000","94.661938","2201.656505","81.297444","148.555058","38.882200","35.472328","260.194086","246.153623","50.124828","63.069543","65.588027","90.854176","57.106517","51.931433","10.140127","12.696093"
"ECCV","ECCV","ECC","","BB","8.000000","06/13/2025","1/31/2025","1/31/2029","0.340000","5.38%","22.840000","21.110000","120.18","Cef","","23.000000","","","","","","22.990000","1.880000","0.150000","22.910000","22.840000","0.350000","0.640000","21.940000","23.530000","21.030000","23.530000","22.740000","7.800000","6.540000","10.490000","8.940000","8.640000","5.800000","15.540000","0.937404","8.000000","15.220000","6.250000","0.344828","-0.498069","0.192661","-0.256435","-0.127517","-0.097222","-0.487516","0.248000","94.661938","2201.656505","81.297444","148.555058","38.882200","35.472328","260.194086","246.153623","50.124828","63.069543","65.588027","90.854176","57.106517","51.931433","10.140127","12.696093"
"ECCW","ECCW","ECC","","BB","8.000000","06/13/2025","3/29/2024","3/31/2031","0.420000","6.75%","24.500000","21.900000","120.18","Cef","","23.000000","","","","","","23.320000","1.420000","-1.180000","23.670000","24.170000","-1.490000","-3.500000","22.280000","25.210000","21.440000","25.210000","23.010000","7.800000","6.540000","10.490000","8.940000","8.640000","5.800000","15.540000","0.937404","8.000000","15.220000","6.250000","0.344828","-0.498069","0.192661","-0.256435","-0.127517","-0.097222","-0.487516","0.248000","94.661938","2201.656505","81.297444","148.555058","38.882200","35.472328","260.194086","246.153623","50.124828","63.069543","65.588027","90.854176","57.106517","51.931433","10.140127","12.696093"
"ECCX","ECCX","ECC","","BB","8.000000","06/12/2025","4/30/2021","4/30/2028","0.420000","6.69%","24.910000","23.240000","120.18","Cef","","22.000000","","","","","","24.610000","1.370000","-0.300000","24.800000","24.690000","-0.770000","-0.340000","23.850000","26.950000","22.700000","26.950000","24.290000","7.800000","6.540000","10.490000","8.940000","8.640000","5.800000","15.540000","0.937404","8.000000","15.220000","6.250000","0.344828","-0.498069","0.192661","-0.256435","-0.127517","-0.097222","-0.487516","0.248000","94.661938","2201.656505","81.297444","148.555058","38.882200","35.472328","260.194086","246.153623","50.124828","63.069543","65.588027","90.854176","57.106517","51.931433","10.140127","12.696093"
"EFC PRA","EFC-A","EFC","FF","","8.000000","06/27/2025","10/30/2024","NONE","0.610000","6.75%","","","94.36","Reit","","37.000000","","","","","","25.040000","","","24.990000","24.910000","0.180000","0.530000","21.500000","25.540000","20.060000","25.540000","24.680000","13.110000","11.120000","14.400000","12.400000","13.100000","9.740000","19.600000","1.237060","8.000000","18.670000","6.800000","0.345996","-0.331122","0.178957","-0.089583","0.057258","0.000763","-0.297804","0.927941","94.741293","2944.343292","79.653399","27.448088","52.411198","42.035866","368.081593","393.884804","50.166009","84.007518","64.281890","17.602096","76.628688","61.355410","13.930012","19.715602"
"EFC PRB","EFC-B","EFC","NFF","","8.000000","06/27/2025","1/30/2027","NONE","0.390000","6.25%","","","94.36","Reit","","37.000000","","","","","","22.900000","","","22.830000","22.260000","0.330000","2.870000","20.290000","23.750000","18.240000","23.750000","22.670000","13.110000","11.120000","14.400000","12.400000","13.100000","9.740000","19.600000","1.237060","8.000000","18.670000","6.800000","0.345996","-0.331122","0.178957","-0.089583","0.057258","0.000763","-0.297804","0.927941","94.741293","2944.343292","79.653399","27.448088","52.411198","42.035866","368.081593","393.884804","50.166009","84.007518","64.281890","17.602096","76.628688","61.355410","13.930012","19.715602"
"EFC PRC","EFC-C","EFC","NFF","","8.000000","06/27/2025","4/30/2028","","0.540000","8.63%","","","94.36","Reit","","37.000000","","","","","","25.200000","","","24.990000","24.950000","0.830000","1.010000","22.680000","26.250000","20.950000","26.250000","24.880000","13.110000","11.120000","14.400000","12.400000","13.100000","9.740000","19.600000","1.237060","8.000000","18.670000","6.800000","0.345996","-0.331122","0.178957","-0.089583","0.057258","0.000763","-0.297804","0.927941","94.741293","2944.343292","79.653399","27.448088","52.411198","42.035866","368.081593","393.884804","50.166009","84.007518","64.281890","17.602096","76.628688","61.355410","13.930012","19.715602"
"EFC PRD","EFC-D","EFC","","","8.000000","06/18/2025","5/12/2022","NONE","0.440000","7.00%","","","94.36","Reit","","28.000000","","","","","","23.000000","","","23.320000","22.910000","-1.360000","0.390000","21.250000","27.000000","20.240000","27.000000","22.700000","13.110000","11.120000","14.400000","12.400000","13.100000","9.740000","19.600000","1.237060","8.000000","18.670000","6.800000","0.345996","-0.331122","0.178957","-0.089583","0.057258","0.000763","-0.297804","0.927941","94.741293","2944.343292","79.653399","27.448088","52.411198","42.035866","368.081593","393.884804","50.166009","84.007518","64.281890","17.602096","76.628688","61.355410","13.930012","19.715602"
"EICA","EICA","EIC","","Term","8.000000","05/12/2025","10/31/2023","10/30/2026","0.100000","5.00%","23.250000","22.680000","21.14","Cef","","81.000000","","","","","","24.180000","1.500000","0.930000","24.150000","23.780000","0.130000","1.700000","23.510000","24.600000","22.290000","24.600000","24.170000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EICB","EICB","EIC","","Term","8.000000","05/12/2025","7/31/2025","7/31/2028","0.160000","7.75%","","24.420000","21.14","Cef","","81.000000","","","","","","24.890000","0.470000","","24.900000","24.900000","-0.040000","-0.040000","23.630000","25.460000","23.630000","25.500000","24.870000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EICC","EICC","EIC","","Term","8.000000","05/12/2025","4/3/2026","4/30/2029","0.170000","8.00%","","","21.14","Cef","","81.000000","","","","","","24.950000","","","25.010000","25.020000","-0.250000","-0.270000","23.750000","25.250000","23.750000","25.450000","24.930000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EIIA","EIIA","-","","","9.000000","05/12/2025","10/31/2026","10/31/2029","0.170000","8.13%","","","-","-","","81.000000","","","","","","24.690000","","","","","","","24.370000","25.370000","24.370000","25.370000","24.670000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ESGRO","ESGRO","-","","","9.000000","05/15/2025","3/1/2024","NONE","0.440000","7.00%","25.620000","22.500000","-","-","","84.000000","","","","","","20.150000","-2.350000","-5.470000","20.300000","21.410000","-0.760000","-5.910000","18.900000","21.300000","18.590000","25.470000","20.120000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ESGRP","ESGRP","-","","","8.000000","05/15/2025","9/1/2028","NONE","0.440000","7.00%","25.180000","22.440000","-","-","","84.000000","","","","","","21.090000","-1.350000","-4.090000","20.720000","21.670000","1.780000","-2.670000","18.520000","21.940000","18.520000","26.120000","21.060000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ET PRI","ET-I","ETR","","","9.000000","08/01/2025","Never","Never","0.210000","9.25%","","","430.81","Utilities","","72.000000","","","","","","11.500000","","","11.640000","11.570000","-1.160000","-0.630000","10.500000","12.190000","9.280000","12.190000","11.460000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F PRD","F-D","F","","BB","8.000000","04/30/2025","8/15/2027","8/15/2062","0.400000","6.50%","","20.790000","3980.84","Automanufacturers","","69.000000","","","","","","21.570000","0.780000","","23.170000","24.500000","-6.910000","-11.970000","20.850000","26.060000","20.100000","26.190000","21.480000","10.750000","8.440000","14.850000","10.800000","9.340000","5.440000","25.870000","42.794030","8.000000","8.060000","4.330000","0.976103","-0.584461","0.273697","-0.276094","-0.004630","0.150964","0.333747","1.482679","119.658040","1817.333134","89.283639","143.801083","47.879853","52.096989","581.790406","514.412982","63.096559","52.234621","71.932785","87.978713","70.090016","75.801245","21.437199","25.442549"
"FCRX","FCRX","CCAP","","BB","11.000000","05/30/2025","5/25/2023","5/25/2026","0.310000","5.00%","","23.250000","37.06","Assetmanagement","","9.000000","","","","","","24.900000","1.650000","","24.700000","24.450000","0.790000","1.860000","23.910000","25.000000","22.500000","25.000000","24.620000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FGN","FGN","FG","","BB","8.500000","05/30/2025","12/15/2028","12/15/2053","0.500000","7.95%","","","134.94","Insurance","","9.000000","","","","","","25.870000","","","25.950000","26.310000","-0.290000","-1.660000","24.210000","27.650000","24.210000","27.650000","25.420000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FGSN","FGSN","FG","","","8.500000","07/01/2025","1/15/2030","1/15/2065","0.460000","7.30%","","","134.94","Insurance","","41.000000","","","","","","23.590000","","","","","","","20.510000","25.020000","20.510000","25.020000","23.340000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FHN PRB","FHN-B","FHN","NFF","","8.500000","07/17/2025","8/1/2025","NONE","0.420000","6.63%","","","506.74","Regionalbank","","57.000000","","","","","","25.340000","","","25.090000","25.030000","0.990000","1.240000","24.370000","25.700000","20.100000","25.770000","25.190000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FHN PRC","FHN-C","FHN","NFF","","8.500000","07/17/2025","5/1/2026","NONE","0.410000","6.60%","","","506.74","Regionalbank","","57.000000","","","","","","25.000000","","","25.120000","25.000000","-0.490000","0.020000","23.950000","25.750000","19.110000","25.770000","24.850000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FHN PRE","FHN-E","FHN","","","10.500000","06/25/2025","10/10/2025","NONE","0.410000","6.50%","","","506.74","Regionalbank","","35.000000","","","","","","23.850000","","","24.250000","24.210000","-1.640000","-1.470000","22.770000","25.710000","18.190000","25.710000","23.600000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FITBI","FITBI","FITB","","","8.500000","06/26/2025","12/31/2023","NONE","0.520000","6.63%","","","667.97","Regionalbank","","36.000000","","","","","","25.490000","","","25.650000","25.690000","-0.620000","-0.770000","24.750000","26.250000","24.110000","26.250000","25.180000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FLG PRA","FLG-A","FLG","","","8.000000","06/06/2025","6/17/2027","NONE","0.400000","6.38%","","","415.83","Regionalbank","","16.000000","","","","","","22.480000","","","22.400000","20.760000","0.350000","8.290000","19.690000","24.150000","8.500000","24.150000","22.150000","12.480000","8.560000","13.350000","10.780000","13.180000","5.100000","42.990000","5.189558","8.000000","","","1.447059","-0.709700","0.457944","-0.065169","0.157699","-0.053111","","","129.315839","1260.189575","101.370937","26.804301","59.765398","38.427122","","","68.108475","36.527518","81.535728","17.212698","87.240704","56.173948","",""
"FRMEP","FRMEP","FRME","","","8.000000","07/28/2025","8/15/2025","NONE","0.470000","7.50%","26.000000","23.230000","58.20","Regionalbank","","68.000000","","","","","","25.500000","2.270000","-0.500000","25.370000","25.390000","0.520000","0.450000","23.380000","25.900000","22.790000","26.430000","25.390000","39.370000","30.550000","46.130000","43.400000","44.570000","21.500000","50.650000","2.291334","8.000000","41.550000","24.880000","0.831163","-0.222705","0.288707","-0.146542","-0.092857","-0.116670","-0.052467","0.582395","115.738155","3426.653871","90.518894","154.113205","41.419938","34.169597","406.081783","318.807911","61.062334","97.604915","72.914152","94.216045","60.768441","50.060962","15.264887","16.148292"
"GAINI","GAINI","GAIN","","","8.000000","07/14/2025","2/1/2027","2/1/2030","0.490000","7.88%","","","36.84","Assetmanagement","","54.000000","","","","","","25.320000","","","","","","","24.600000","25.530000","24.600000","25.530000","25.120000","14.910000","11.420000","14.920000","13.500000","13.800000","8.160000","17.150000","0.549284","8.000000","13.650000","7.720000","0.827206","-0.130612","0.305604","-0.000670","0.104444","0.080435","0.092308","0.931347","115.622026","3375.979522","91.840093","25.019235","55.866129","47.372635","471.947232","394.624822","61.002069","96.176293","73.963799","16.132994","81.614110","69.017983","17.578616","19.750764"
"GAINL","GAINL","GAIN","","BB","8.000000","07/15/2025","8/1/2025","8/1/2028","0.500000","8.00%","","25.070000","36.84","Assetmanagement","","55.000000","","","","","","25.460000","0.390000","","25.690000","25.750000","-0.900000","-1.130000","25.270000","26.660000","24.700000","27.130000","25.270000","14.910000","11.420000","14.920000","13.500000","13.800000","8.160000","17.150000","0.549284","8.000000","13.650000","7.720000","0.827206","-0.130612","0.305604","-0.000670","0.104444","0.080435","0.092308","0.931347","115.622026","3375.979522","91.840093","25.019235","55.866129","47.372635","471.947232","394.624822","61.002069","96.176293","73.963799","16.132994","81.614110","69.017983","17.578616","19.750764"
"GAINN","GAINN","GAIN","","BB","8.000000","07/11/2025","5/1/2023","5/1/2026","0.310000","5.00%","23.850000","23.230000","36.84","Assetmanagement","","51.000000","","","","","","24.970000","1.740000","1.120000","24.810000","24.550000","0.630000","1.710000","24.200000","25.280000","23.000000","25.280000","24.840000","14.910000","11.420000","14.920000","13.500000","13.800000","8.160000","17.150000","0.549284","8.000000","13.650000","7.720000","0.827206","-0.130612","0.305604","-0.000670","0.104444","0.080435","0.092308","0.931347","115.622026","3375.979522","91.840093","25.019235","55.866129","47.372635","471.947232","394.624822","61.002069","96.176293","73.963799","16.132994","81.614110","69.017983","17.578616","19.750764"
"GAINZ","GAINZ","GAIN","","BB","8.000000","07/11/2025","11/1/2023","11/1/2028","0.310000","4.75%","23.450000","21.850000","36.84","Assetmanagement","","51.000000","","","","","","23.100000","1.250000","-0.350000","23.110000","23.180000","-0.040000","-0.360000","22.210000","24.160000","21.380000","24.760000","22.970000","14.910000","11.420000","14.920000","13.500000","13.800000","8.160000","17.150000","0.549284","8.000000","13.650000","7.720000","0.827206","-0.130612","0.305604","-0.000670","0.104444","0.080435","0.092308","0.931347","115.622026","3375.979522","91.840093","25.019235","55.866129","47.372635","471.947232","394.624822","61.002069","96.176293","73.963799","16.132994","81.614110","69.017983","17.578616","19.750764"
"GAM PRB","GAM-B","GAM","","","8.000000","06/09/2025","9/24/2008","NONE","0.370000","5.95%","26.210000","24.280000","27.06","Cef","","19.000000","","","","","","24.990000","0.710000","-1.220000","24.970000","25.180000","0.070000","-0.760000","24.550000","26.240000","23.740000","26.240000","24.700000","53.360000","41.790000","55.440000","49.930000","52.460000","30.180000","55.440000","1.443922","8.000000","38.680000","24.750000","0.768058","-0.037518","0.276860","-0.037518","0.068696","0.017156","0.379524","1.155960","113.818587","25.927179","89.549125","26.054593","53.248683","43.133918","602.616914","443.426487","60.066174","1.730944","72.143704","16.759234","77.837168","62.932001","22.168795","22.069596"
"GECCH","GECCH","GECC","","BB","8.000000","06/13/2025","12/30/2026","12/31/2029","0.500000","8.13%","","","11.54","Assetmanagement","","23.000000","","","","","","25.200000","","","","","","","24.380000","25.440000","24.380000","25.440000","24.830000","10.600000","8.870000","11.390000","10.130000","11.160000","7.510000","32.810000","0.122324","8.000000","","","0.411451","-0.676928","0.195039","-0.069359","0.046397","-0.050179","","","98.827327","1405.981032","81.572147","26.915985","51.615952","38.623492","","","52.286457","40.637700","65.806269","17.280251","75.481158","56.455897","",""
"GECCI","GECCI","GECC","","","8.000000","06/13/2025","4/30/2026","4/30/2029","0.530000","8.50%","","","11.54","Assetmanagement","","23.000000","","","","","","25.140000","","","25.170000","25.190000","-0.120000","-0.190000","24.750000","25.700000","24.670000","25.700000","24.750000","10.600000","8.870000","11.390000","10.130000","11.160000","7.510000","32.810000","0.122324","8.000000","","","0.411451","-0.676928","0.195039","-0.069359","0.046397","-0.050179","","","98.827327","1405.981032","81.572147","26.915985","51.615952","38.623492","","","52.286457","40.637700","65.806269","17.280251","75.481158","56.455897","",""
"GECCO","GECCO","GECC","","BB","8.000000","06/13/2025","6/30/2023","6/30/2026","0.360000","5.88%","24.750000","24.050000","11.54","Assetmanagement","","23.000000","","","","","","25.060000","1.010000","0.310000","25.130000","24.830000","-0.290000","0.910000","24.260000","26.550000","23.000000","26.550000","24.790000","10.600000","8.870000","11.390000","10.130000","11.160000","7.510000","32.810000","0.122324","8.000000","","","0.411451","-0.676928","0.195039","-0.069359","0.046397","-0.050179","","","98.827327","1405.981032","81.572147","26.915985","51.615952","38.623492","","","52.286457","40.637700","65.806269","17.280251","75.481158","56.455897","",""
"GECCZ","GECCZ","GECC","","BB","8.000000","06/13/2025","9/30/2025","9/30/2028","0.540000","8.75%","","24.640000","11.54","Assetmanagement","","","","","","","","","","","","","","","","","","","","10.600000","8.870000","11.390000","10.130000","11.160000","7.510000","32.810000","0.122324","8.000000","","","0.411451","-0.676928","0.195039","-0.069359","0.046397","-0.050179","","","98.827327","1405.981032","81.572147","26.915985","51.615952","38.623492","","","52.286457","40.637700","65.806269","17.280251","75.481158","56.455897","",""
"GLADZ","GLADZ","GLAD","","BB","8.000000","05/15/2025","9/1/2025","9/1/2028","0.480000","7.75%","","25.020000","22.33","Cef","","84.000000","","","","","","25.450000","0.430000","","25.540000","25.450000","-0.340000","0.020000","24.970000","25.980000","24.450000","25.980000","25.420000","27.270000","21.400000","30.430000","26.510000","29.250000","13.080000","30.430000","0.608939","8.000000","","","1.084862","-0.103845","0.274299","-0.103845","0.028668","-0.067692","","","122.242145","3480.768374","89.334405","163.199102","50.317898","37.450382","","","64.437580","99.130522","71.973116","99.711689","73.608083","54.771537","",""
"GMRE PRA","GMRE-A","GMRE","","","8.000000","07/11/2025","9/15/2022","NONE","0.470000","7.50%","25.540000","24.460000","66.88","Reit","","51.000000","","","","","","24.910000","0.450000","-0.630000","25.060000","25.100000","-0.600000","-0.740000","23.380000","26.260000","23.320000","26.260000","24.710000","6.750000","6.580000","10.459900","8.730000","8.390000","6.580000","18.510000","0.451440","8.000000","15.340000","9.470000","0.025836","-0.635332","0.025836","-0.354678","-0.226804","-0.195471","-0.559974","-0.287223","0.116802","1591.024362","0.116802","124.798296","39.515621","28.891174","218.988259","162.331849","1.060614","45.854479","1.092795","76.484794","58.020536","42.482162","8.692644","8.713266"
"GNL PRA","GNL-A","GNL","","","8.000000","07/02/2025","9/12/2022","NONE","0.450000","7.25%","25.750000","16.960000","229.01","Reit","","42.000000","","","","","","22.660000","5.700000","-3.090000","22.100000","21.920000","2.540000","3.370000","19.360000","23.770000","16.420000","23.770000","22.420000","7.880000","6.510000","9.110000","7.280000","7.180000","6.510000","20.120000","1.804599","8.000000","21.160000","12.310000","0.210445","-0.608350","0.210445","-0.135016","0.082418","0.097493","-0.627599","-0.359870","83.281606","1711.059047","83.281606","156.565885","54.253348","48.515278","180.530442","142.601725","44.219003","49.238521","67.164375","95.699559","79.286887","70.658597","7.341694","7.775781"
"GNL PRB","GNL-B","GNL","","","8.000000","07/02/2025","11/26/2024","NONE","0.430000","6.88%","26.040000","16.010000","229.01","Reit","","42.000000","","","","","","21.420000","5.410000","-4.620000","21.000000","21.050000","2.000000","1.740000","18.680000","24.210000","15.610000","24.210000","21.190000","7.880000","6.510000","9.110000","7.280000","7.180000","6.510000","20.120000","1.804599","8.000000","21.160000","12.310000","0.210445","-0.608350","0.210445","-0.135016","0.082418","0.097493","-0.627599","-0.359870","83.281606","1711.059047","83.281606","156.565885","54.253348","48.515278","180.530442","142.601725","44.219003","49.238521","67.164375","95.699559","79.286887","70.658597","7.341694","7.775781"
"GNL PRD","GNL-D","GNL","","","8.000000","07/03/2025","3/26/2024","NONE","0.470000","7.50%","","17.920000","229.01","Reit","","43.000000","","","","","","23.360000","5.440000","","22.790000","22.320000","2.510000","4.660000","20.250000","24.470000","16.440000","24.470000","23.110000","7.880000","6.510000","9.110000","7.280000","7.180000","6.510000","20.120000","1.804599","8.000000","21.160000","12.310000","0.210445","-0.608350","0.210445","-0.135016","0.082418","0.097493","-0.627599","-0.359870","83.281606","1711.059047","83.281606","156.565885","54.253348","48.515278","180.530442","142.601725","44.219003","49.238521","67.164375","95.699559","79.286887","70.658597","7.341694","7.775781"
"GNL PRE","GNL-E","GNL","","","8.000000","07/03/2025","12/15/2025","NONE","0.460000","7.38%","","17.640000","229.01","Reit","","43.000000","","","","","","22.580000","4.940000","","22.430000","22.110000","0.690000","2.120000","20.290000","23.790000","16.100000","23.790000","22.340000","7.880000","6.510000","9.110000","7.280000","7.180000","6.510000","20.120000","1.804599","8.000000","21.160000","12.310000","0.210445","-0.608350","0.210445","-0.135016","0.082418","0.097493","-0.627599","-0.359870","83.281606","1711.059047","83.281606","156.565885","54.253348","48.515278","180.530442","142.601725","44.219003","49.238521","67.164375","95.699559","79.286887","70.658597","7.341694","7.775781"
"GPMT PRA","GPMT-A","GPMT","NFF","","9.500000","06/30/2025","1/15/2027","NONE","0.440000","7.00%","","","48.41","Reit","","40.000000","","","","","","18.680000","","","17.320000","16.930000","7.860000","10.360000","15.700000","18.720000","15.380000","18.720000","18.440000","2.460000","1.610000","3.660000","3.520000","2.850000","1.610000","15.920000","0.119089","9.500000","18.270000","4.260000","0.527950","-0.845477","0.527950","-0.327869","-0.301136","-0.136842","-0.865353","-0.422535","104.770595","656.164984","104.770595","131.281227","32.712472","32.818401","45.322329","125.582602","55.370717","19.498735","84.236639","80.406023","48.203678","48.120905","2.592088","6.967110"
"GS PRA","GS-A","GS","FLR","","9.500000","07/24/2025","4/10/2010","NONE","0.340000","3.75%","","","306.83","Bank","","64.000000","","","","","","21.740000","","","22.790000","23.210000","-4.620000","-6.330000","20.840000","24.480000","20.000000","24.480000","21.640000","612.300000","437.370000","672.190000","596.110000","668.150000","177.680000","672.190000","187.872009","9.500000","237.360000","138.410000","2.446083","-0.089097","0.399959","-0.089097","0.027159","-0.083589","1.579626","3.423813","142.281852","27.148183","98.156550","27.435420","50.207410","36.385545","1148.605158","936.164268","74.837190","1.765367","78.982008","17.594434","73.448650","53.242637","41.348332","45.482238"
