"PREF IBKR","PREF YF","CMON","FF-FR_","BOND_","CRDT SCORE_","EX-DIV DATE","CALL DATE","MATUR DATE","DIV AMOUNT","COUPON","Aug2022_Price","Oct19_Price","CMON OUTS SHARES","CMON SECTOR","LAST PRICE","TIME TO DIV","DIV ADJ.PRICE","Unnamed: 18","Unnamed: 19","Unnamed: 20","Unnamed: 21","Last Price","Oct19_diff","Aug2022_diff","SMA88","SMA268","SMA88 chg","SMA268 chg","6M Low","6M High","1Y Low","1Y High","Div adj.price","6M_Low_diff","6M_High_diff","SMA88_chg_norm","SMA268_chg_norm","6M_Low_diff_norm","6M_High_diff_norm","1Y_High_diff","1Y_Low_diff","1Y_High_diff_norm","1Y_Low_diff_norm","ADV_6M","ADV_3M","ADV_15D","AVG_ADV","SOLIDITY_SCORE","Normalized_COM_6M","Normalized_COM_3M","Normalized_52W_LOW","FINAL_THG","CS_FACTOR"
"BML PRL","BML-L","BAC","FLR","","11.00","07/01/2025","5/21/2010","NONE","0.32","4.00%","","","7537.21","Bank","","41.00","","","","","","21.06","","","22.65","23.02","-7.01","-8.52","19.80","24.77","19.31","24.77","20.89","1.09","-3.88","81.92","76.92","64.11","60.90","-3.88","1.58","53.99","78.97","21954.00","18337.00","13940.00","18077.00","80.51","51.83","54.15","75.47","585.22","1.00"
"BML PRL","BML-L","BAC","FLR","","11.00","07/01/2025","5/21/2010","NONE","0.32","4.00%","","","7537.21","Bank","","41.00","","","","","","21.06","","","22.65","23.02","-7.01","-8.52","19.80","24.77","19.31","24.77","20.89","1.09","-3.88","81.92","76.92","64.11","60.90","-3.88","1.58","53.99","78.97","21954.00","18337.00","13940.00","18077.00","80.51","51.83","54.15","75.47","585.22","1.00"
"BML PRL","BML-L","BAC","FLR","","11.00","07/01/2025","5/21/2010","NONE","0.32","4.00%","","","7537.21","Bank","","41.00","","","","","","21.06","","","22.65","23.02","-7.01","-8.52","19.80","24.77","19.31","24.77","20.89","1.09","-3.88","81.92","76.92","64.11","60.90","-3.88","1.58","53.99","78.97","21954.00","18337.00","13940.00","18077.00","80.51","51.83","54.15","75.47","585.22","1.00"
"BML PRL","BML-L","BAC","FLR","","11.00","07/01/2025","5/21/2010","NONE","0.32","4.00%","","","7537.21","Bank","","41.00","","","","","","21.06","","","22.65","23.02","-7.01","-8.52","19.80","24.77","19.31","24.77","20.89","1.09","-3.88","81.92","76.92","64.11","60.90","-3.88","1.58","53.99","78.97","21954.00","18337.00","13940.00","18077.00","80.51","51.83","54.15","75.47","585.22","1.00"
"BML PRL","BML-L","BAC","FLR","","11.00","07/01/2025","5/21/2010","NONE","0.32","4.00%","","","7537.21","Bank","","41.00","","","","","","21.06","","","22.65","23.02","-7.01","-8.52","19.80","24.77","19.31","24.77","20.89","1.09","-3.88","81.92","76.92","64.11","60.90","-3.88","1.58","53.99","78.97","21954.00","18337.00","13940.00","18077.00","80.51","51.83","54.15","75.47","585.22","1.00"
"BOH PRB","BOH-B","BOH","","","9.50","07/14/2025","8/1/2029","NONE","0.50","8.00%","","","39.66","Regionalbank","","54.00","","","","","","25.62","","","","","","","24.81","27.13","24.81","27.13","25.42","0.61","-1.71","44.14","40.14","72.74","30.97","-1.71","0.61","28.12","84.51","20907.00","22552.00","17952.00","20471.00","54.95","42.19","53.35","72.02","366.15","1.00"
"BPOPM","BPOPM","BPOP","","TP","7.00","05/15/2025","12/1/2009","12/1/2034","0.13","6.13%","27.20","24.51","69.37","Regionalbank","","84.00","","","","","","25.60","1.08","-1.61","25.52","25.52","0.29","0.28","24.89","26.11","24.38","26.25","25.58","0.69","-0.53","46.61","45.73","71.30","14.69","-0.67","1.20","15.72","81.14","1743.00","1959.00","805.00","1502.00","64.00","","","","390.43","1.00"
"C PRN","C-N","C","","","10.00","07/25/2025","10/30/2015","10/30/2040","0.68","7.88%","","","1868.19","Bank","","65.00","","","","","","29.90","","","30.15","29.94","-0.83","-0.13","29.11","31.34","27.82","31.34","29.71","0.60","-1.63","52.03","47.18","72.92","29.86","-1.63","1.89","27.17","77.20","95421.00","98494.00","87344.00","93753.00","76.87","","","","465.93","1.00"
"CCIA","CCIA","CCIF","","Term","8.00","05/19/2025","10/31/2025","10/31/2028","0.18","8.75%","","","15.39","Cef","","88.00","","","","","","25.49","","","25.82","25.81","-1.29","-1.24","25.00","27.79","24.10","27.79","25.49","0.49","-2.30","54.26","51.12","74.90","39.10","-2.30","1.39","35.16","80.06","3807.00","4939.00","6088.00","4945.00","46.18","","","","384.27","1.00"
"CFG PRH","CFG-H","CFG","","","10.50","06/20/2025","7/6/2029","NONE","0.46","7.38%","","","433.40","Regionalbank","","30.00","","","","","","26.37","","","","","","","24.95","27.69","24.95","27.69","26.06","1.11","-1.63","44.14","40.14","63.75","29.86","-1.63","1.11","27.17","81.66","32149.00","25556.00","30566.00","29424.00","63.99","40.97","39.50","71.60","387.37","1.00"
"CGBDL","CGBDL","CGBD","","","8.00","05/15/2025","","","0.51","","","","72.90","Assetmanagement","","84.00","","","","","","25.28","","","25.73","25.66","-1.74","-1.49","25.05","26.66","25.05","26.66","25.25","0.20","-1.41","56.43","52.00","80.11","26.83","-1.41","0.20","24.55","86.86","8504.00","9765.00","6241.00","8170.00","51.28","","","","401.72","1.00"
"CHMI PRA","CHMI-A","CHMI","","","8.00","06/27/2025","8/17/2022","NONE","0.51","8.20%","22.65","19.60","32.66","Reit","","37.00","","","","","","21.26","1.66","-1.39","21.84","22.73","-2.66","-6.46","19.20","24.40","17.75","25.00","20.96","1.76","-3.44","60.88","69.62","52.07","54.83","-4.04","3.21","55.90","69.66","2838.00","2609.00","1750.00","2399.00","40.12","","","","414.79","1.00"
"CHMI PRB","CHMI-B","CHMI","FF","","8.00","06/27/2025","4/5/2024","NONE","0.64","8.25%","","","32.66","Reit","","37.00","","","","","","24.23","","","24.15","24.63","0.31","-1.62","22.23","25.38","20.20","25.60","23.85","1.62","-1.53","46.52","52.46","54.58","28.48","-1.75","3.65","28.60","67.14","4746.00","3807.00","1934.00","3496.00","40.12","","","","340.76","1.00"
"CHSCL","CHSCL","-","","","8.00","06/13/2025","1/21/2025","NONE","0.47","7.50%","27.30","25.07","-","-","","23.00","","","","","","26.03","0.96","-1.27","25.77","25.87","1.00","0.60","25.31","26.42","24.92","26.75","25.68","0.37","-0.74","43.18","44.59","77.06","17.59","-1.07","0.76","20.49","83.66","23408.00","24464.00","14431.00","20768.00","42.16","","","","335.27","1.00"
"CHSCL","CHSCL","-","","","8.00","06/13/2025","1/21/2025","NONE","0.47","7.50%","27.30","25.07","-","-","","23.00","","","","","","26.03","0.96","-1.27","25.77","25.87","1.00","0.60","25.31","26.42","24.92","26.75","25.68","0.37","-0.74","43.18","44.59","77.06","17.59","-1.07","0.76","20.49","83.66","23408.00","24464.00","14431.00","20768.00","42.16","","","","335.27","1.00"
"CHSCL","CHSCL","-","","","8.00","06/13/2025","1/21/2025","NONE","0.47","7.50%","27.30","25.07","-","-","","23.00","","","","","","26.03","0.96","-1.27","25.77","25.87","1.00","0.60","25.31","26.42","24.92","26.75","25.68","0.37","-0.74","43.18","44.59","77.06","17.59","-1.07","0.76","20.49","83.66","23408.00","24464.00","14431.00","20768.00","42.16","","","","335.27","1.00"
"CHSCL","CHSCL","-","","","8.00","06/13/2025","1/21/2025","NONE","0.47","7.50%","27.30","25.07","-","-","","23.00","","","","","","26.03","0.96","-1.27","25.77","25.87","1.00","0.60","25.31","26.42","24.92","26.75","25.68","0.37","-0.74","43.18","44.59","77.06","17.59","-1.07","0.76","20.49","83.66","23408.00","24464.00","14431.00","20768.00","42.16","","","","335.27","1.00"
"CHSCL","CHSCL","-","","","8.00","06/13/2025","1/21/2025","NONE","0.47","7.50%","27.30","25.07","-","-","","23.00","","","","","","26.03","0.96","-1.27","25.77","25.87","1.00","0.60","25.31","26.42","24.92","26.75","25.68","0.37","-0.74","43.18","44.59","77.06","17.59","-1.07","0.76","20.49","83.66","23408.00","24464.00","14431.00","20768.00","42.16","","","","335.27","1.00"
"CHSCM","CHSCM","-","","","8.00","06/13/2025","9/30/2024","NONE","0.42","6.75%","26.40","24.05","-","-","","23.00","","","","","","24.90","0.85","-1.50","24.89","25.17","0.04","-1.06","23.80","26.19","23.51","26.19","24.59","0.79","-1.60","47.82","50.48","69.51","29.45","-1.60","1.08","26.81","81.83","18296.00","18651.00","14023.00","16990.00","42.16","","","","356.66","1.00"
"CHSCM","CHSCM","-","","","8.00","06/13/2025","9/30/2024","NONE","0.42","6.75%","26.40","24.05","-","-","","23.00","","","","","","24.90","0.85","-1.50","24.89","25.17","0.04","-1.06","23.80","26.19","23.51","26.19","24.59","0.79","-1.60","47.82","50.48","69.51","29.45","-1.60","1.08","26.81","81.83","18296.00","18651.00","14023.00","16990.00","42.16","","","","356.66","1.00"
"CHSCM","CHSCM","-","","","8.00","06/13/2025","9/30/2024","NONE","0.42","6.75%","26.40","24.05","-","-","","23.00","","","","","","24.90","0.85","-1.50","24.89","25.17","0.04","-1.06","23.80","26.19","23.51","26.19","24.59","0.79","-1.60","47.82","50.48","69.51","29.45","-1.60","1.08","26.81","81.83","18296.00","18651.00","14023.00","16990.00","42.16","","","","356.66","1.00"
"CHSCM","CHSCM","-","","","8.00","06/13/2025","9/30/2024","NONE","0.42","6.75%","26.40","24.05","-","-","","23.00","","","","","","24.90","0.85","-1.50","24.89","25.17","0.04","-1.06","23.80","26.19","23.51","26.19","24.59","0.79","-1.60","47.82","50.48","69.51","29.45","-1.60","1.08","26.81","81.83","18296.00","18651.00","14023.00","16990.00","42.16","","","","356.66","1.00"
"CHSCM","CHSCM","-","","","8.00","06/13/2025","9/30/2024","NONE","0.42","6.75%","26.40","24.05","-","-","","23.00","","","","","","24.90","0.85","-1.50","24.89","25.17","0.04","-1.06","23.80","26.19","23.51","26.19","24.59","0.79","-1.60","47.82","50.48","69.51","29.45","-1.60","1.08","26.81","81.83","18296.00","18651.00","14023.00","16990.00","42.16","","","","356.66","1.00"
"CHSCN","CHSCN","-","","","8.00","06/13/2025","3/31/2024","NONE","0.44","7.10%","26.30","24.62","-","-","","23.00","","","","","","25.52","0.90","-0.78","25.33","25.59","0.76","-0.27","24.48","26.59","24.41","26.90","25.19","0.71","-1.40","44.34","47.68","70.94","26.69","-1.71","0.78","28.12","83.54","13343.00","13795.00","11246.00","12795.00","42.16","","","","343.70","1.00"
"CHSCN","CHSCN","-","","","8.00","06/13/2025","3/31/2024","NONE","0.44","7.10%","26.30","24.62","-","-","","23.00","","","","","","25.52","0.90","-0.78","25.33","25.59","0.76","-0.27","24.48","26.59","24.41","26.90","25.19","0.71","-1.40","44.34","47.68","70.94","26.69","-1.71","0.78","28.12","83.54","13343.00","13795.00","11246.00","12795.00","42.16","","","","343.70","1.00"
"CHSCN","CHSCN","-","","","8.00","06/13/2025","3/31/2024","NONE","0.44","7.10%","26.30","24.62","-","-","","23.00","","","","","","25.52","0.90","-0.78","25.33","25.59","0.76","-0.27","24.48","26.59","24.41","26.90","25.19","0.71","-1.40","44.34","47.68","70.94","26.69","-1.71","0.78","28.12","83.54","13343.00","13795.00","11246.00","12795.00","42.16","","","","343.70","1.00"
"CHSCN","CHSCN","-","","","8.00","06/13/2025","3/31/2024","NONE","0.44","7.10%","26.30","24.62","-","-","","23.00","","","","","","25.52","0.90","-0.78","25.33","25.59","0.76","-0.27","24.48","26.59","24.41","26.90","25.19","0.71","-1.40","44.34","47.68","70.94","26.69","-1.71","0.78","28.12","83.54","13343.00","13795.00","11246.00","12795.00","42.16","","","","343.70","1.00"
"CHSCN","CHSCN","-","","","8.00","06/13/2025","3/31/2024","NONE","0.44","7.10%","26.30","24.62","-","-","","23.00","","","","","","25.52","0.90","-0.78","25.33","25.59","0.76","-0.27","24.48","26.59","24.41","26.90","25.19","0.71","-1.40","44.34","47.68","70.94","26.69","-1.71","0.78","28.12","83.54","13343.00","13795.00","11246.00","12795.00","42.16","","","","343.70","1.00"
"CHSCO","CHSCO","-","","","8.00","06/13/2025","9/26/2023","NONE","0.49","7.88%","28.31","25.64","-","-","","23.00","","","","","","26.28","0.65","-2.02","26.41","26.70","-0.47","-1.52","25.60","27.44","25.46","27.73","25.93","0.33","-1.51","50.29","52.11","77.78","28.21","-1.80","0.47","29.20","85.31","15863.00","18969.00","10987.00","15273.00","42.16","","","","367.83","1.00"
"CHSCO","CHSCO","-","","","8.00","06/13/2025","9/26/2023","NONE","0.49","7.88%","28.31","25.64","-","-","","23.00","","","","","","26.28","0.65","-2.02","26.41","26.70","-0.47","-1.52","25.60","27.44","25.46","27.73","25.93","0.33","-1.51","50.29","52.11","77.78","28.21","-1.80","0.47","29.20","85.31","15863.00","18969.00","10987.00","15273.00","42.16","","","","367.83","1.00"
"CHSCO","CHSCO","-","","","8.00","06/13/2025","9/26/2023","NONE","0.49","7.88%","28.31","25.64","-","-","","23.00","","","","","","26.28","0.65","-2.02","26.41","26.70","-0.47","-1.52","25.60","27.44","25.46","27.73","25.93","0.33","-1.51","50.29","52.11","77.78","28.21","-1.80","0.47","29.20","85.31","15863.00","18969.00","10987.00","15273.00","42.16","","","","367.83","1.00"
"CHSCO","CHSCO","-","","","8.00","06/13/2025","9/26/2023","NONE","0.49","7.88%","28.31","25.64","-","-","","23.00","","","","","","26.28","0.65","-2.02","26.41","26.70","-0.47","-1.52","25.60","27.44","25.46","27.73","25.93","0.33","-1.51","50.29","52.11","77.78","28.21","-1.80","0.47","29.20","85.31","15863.00","18969.00","10987.00","15273.00","42.16","","","","367.83","1.00"
"CHSCO","CHSCO","-","","","8.00","06/13/2025","9/26/2023","NONE","0.49","7.88%","28.31","25.64","-","-","","23.00","","","","","","26.28","0.65","-2.02","26.41","26.70","-0.47","-1.52","25.60","27.44","25.46","27.73","25.93","0.33","-1.51","50.29","52.11","77.78","28.21","-1.80","0.47","29.20","85.31","15863.00","18969.00","10987.00","15273.00","42.16","","","","367.83","1.00"
"CICB","CICB","CION","","","8.00","06/12/2025","12/30/2026","12/30/2029","0.47","7.50%","","","52.69","Assetmanagement","","22.00","","","","","","24.86","","","","","","","24.32","163.10","24.32","163.10","24.50","0.18","-138.60","44.14","40.14","80.47","16.48","-138.60","0.18","16.44","86.97","18921.00","13487.00","6502.00","12970.00","48.50","","","","344.28","1.00"
"CIM PRB","CIM-B","CIM","FF","","8.00","06/02/2025","3/30/2024","NONE","0.65","8.00%","","","80.92","Reit","","12.00","","","","","","25.06","","","24.47","24.76","2.41","1.20","21.60","25.59","18.83","25.59","24.50","2.90","-1.09","36.36","42.47","31.57","22.41","-1.09","5.67","20.73","55.60","26600.00","32643.00","28683.00","29309.00","43.09","51.91","63.89","79.60","302.60","1.00"
"CIM PRC","CIM-C","CIM","NFF","","8.00","06/02/2025","9/30/2025","NONE","0.48","7.75%","","","80.92","Reit","","12.00","","","","","","22.88","","","22.86","22.75","0.11","0.56","20.26","24.60","17.11","24.60","22.46","2.20","-2.14","47.48","44.74","44.16","36.90","-2.14","5.35","33.25","57.43","18821.00","17160.00","12155.00","16045.00","43.09","51.91","63.89","79.60","338.06","1.00"
"CIM PRD","CIM-D","CIM","FF","","8.00","06/02/2025","3/30/2024","NONE","0.64","8.00%","","","80.92","Reit","","12.00","","","","","","24.85","","","24.23","24.49","2.54","1.48","20.77","25.21","18.76","25.25","24.30","3.53","-0.91","35.73","41.48","20.25","19.93","-0.95","5.54","19.06","56.34","22182.00","18891.00","20276.00","20450.00","43.09","51.91","63.89","79.60","293.67","1.00"
"CIMN","CIMN","CIM","","BB","8.00","07/30/2025","5/15/2026","5/15/2029","0.56","9.00%","","","80.92","Reit","","70.00","","","","","","24.65","","","","","","","23.62","25.85","23.62","25.85","24.53","0.91","-1.32","44.14","40.14","67.35","25.59","-1.32","0.91","23.47","82.80","10965.00","10087.00","9418.00","10157.00","43.96","51.91","63.89","79.60","331.73","1.00"
"CIMO","CIMO","CIM","","","8.00","07/30/2025","8/15/2026","8/15/2029","0.58","9.25%","","","80.92","Reit","","70.00","","","","","","25.09","","","","","","","24.12","26.25","24.12","26.25","24.96","0.84","-1.29","44.14","40.14","68.61","25.17","-1.29","0.84","23.11","83.20","16467.00","13147.00","8409.00","12674.00","43.09","51.91","63.89","79.60","330.42","1.00"
"CMRE PRB","CMRE-B","CMRE","","","8.00","07/10/2025","8/6/2018","NONE","0.48","7.63%","25.18","24.82","119.96","Marineshipping","","50.00","","","","","","24.97","0.15","-0.21","25.45","25.69","-1.89","-2.81","24.02","26.34","22.13","28.16","24.76","0.74","-1.58","57.16","56.68","70.40","29.17","-3.40","2.63","48.27","72.97","1565.00","2224.00","3090.00","2293.00","47.34","","","","399.88","1.00"
"CMRE PRC","CMRE-C","CMRE","","","8.00","07/10/2025","1/21/2019","NONE","0.53","8.50%","25.32","25.17","119.96","Marineshipping","","50.00","","","","","","25.50","0.33","0.18","25.98","26.09","-1.84","-2.27","25.05","27.19","23.61","27.19","25.26","0.21","-1.93","56.92","54.77","79.93","34.00","-1.93","1.65","30.75","78.57","3258.00","3984.00","5382.00","4208.00","47.34","","","","397.48","1.00"
"CMRE PRD","CMRE-D","CMRE","","","8.00","07/10/2025","5/13/2020","NONE","0.55","8.75%","25.83","25.07","119.96","Marineshipping","","50.00","","","","","","26.20","1.13","0.37","26.32","26.29","-0.44","-0.35","24.54","27.29","24.54","27.29","25.96","1.42","-1.33","50.15","47.96","58.18","25.72","-1.33","1.42","23.59","79.89","3181.00","3231.00","2365.00","2925.00","47.34","","","","361.78","1.00"
"CNOBP","CNOBP","CNOB","NFF","","8.00","05/15/2025","9/1/2026","NONE","0.33","5.25%","","","38.47","Regionalbank","","84.00","","","","","","22.45","","","22.63","21.51","-0.78","4.37","20.29","23.42","14.63","23.42","22.43","2.14","-0.99","51.79","31.23","45.24","21.03","-0.99","7.80","19.54","43.43","5264.00","6300.00","13225.00","8263.00","49.68","","","","327.78","1.00"
"CODI PRA","CODI-A","CODI","","","8.00","06/17/2025","7/30/2022","NONE","0.45","7.25%","25.08","22.03","75.24","Conglomerates","","27.00","","","","","","12.99","-9.04","-12.09","21.97","23.44","-40.88","-44.59","12.85","25.11","12.85","26.06","12.68","-0.17","-12.43","44.14","40.14","86.76","16.48","-13.38","-0.17","16.44","88.97","10310.00","11412.00","27134.00","16285.00","31.91","","","","305.80","1.00"
"CODI PRB","CODI-B","CODI","","FF","8.00","06/17/2025","4/30/2028","NONE","0.49","7.88%","26.85","23.50","75.24","Conglomerates","","27.00","","","","","","15.22","-8.28","-11.63","22.40","23.79","-32.07","-36.02","15.15","25.08","15.15","26.50","14.88","-0.27","-10.20","44.14","40.14","88.56","16.48","-11.62","-0.27","16.44","89.54","40547.00","49132.00","73827.00","54502.00","31.91","","","","315.98","1.00"
"DBRG PRH","DBRG-H","DBRG","","","8.00","07/10/2025","4/15/2020","NONE","0.45","7.13%","24.50","21.28","176.33","Assetmanagement","","50.00","","","","","","","1.02","-2.20","23.55","23.90","-5.29","-6.69","20.74","25.80","17.91","25.80","22.10","1.36","-3.70","73.60","70.43","59.26","58.41","-3.70","4.19","51.85","64.06","10678.00","12224.00","34711.00","19204.00","42.16","","","","453.45","1.00"
"F PRD","F-D","F","","BB","8.00","04/30/2025","8/15/2027","8/15/2062","0.40","6.50%","","20.79","3980.84","Automanufacturers","","69.00","","","","","","21.57","0.78","","23.17","24.50","-6.91","-11.97","20.85","26.06","20.10","26.19","21.48","0.63","-4.58","81.44","89.15","72.38","70.55","-4.71","1.38","63.89","80.11","41985.00","54825.00","58522.00","51777.00","58.12","59.86","88.46","71.39","564.71","1.00"
"F PRD","F-D","F","","BB","8.00","04/30/2025","8/15/2027","8/15/2062","0.40","6.50%","","20.79","3980.84","Automanufacturers","","69.00","","","","","","21.57","0.78","","23.17","24.50","-6.91","-11.97","20.85","26.06","20.10","26.19","21.48","0.63","-4.58","81.44","89.15","72.38","70.55","-4.71","1.38","63.89","80.11","41985.00","54825.00","58522.00","51777.00","58.12","59.86","88.46","71.39","564.71","1.00"
"FCRX","FCRX","CCAP","","BB","11.00","05/30/2025","5/25/2023","5/25/2026","0.31","5.00%","","23.25","37.06","Assetmanagement","","9.00","","","","","","24.90","1.65","","24.70","24.45","0.79","1.86","23.91","25.00","22.50","25.00","24.62","0.71","-0.38","44.20","40.13","70.94","12.62","-0.38","2.12","12.27","75.89","5873.00","9533.00","6865.00","7424.00","42.16","","","","319.44","1.00"
"FGN","FGN","FG","","BB","8.50","05/30/2025","12/15/2028","12/15/2053","0.50","7.95%","","","134.94","Insurance","","9.00","","","","","","25.87","","","25.95","26.31","-0.29","-1.66","24.21","27.65","24.21","27.65","25.42","1.21","-2.23","49.42","52.61","61.96","38.14","-2.23","1.21","34.32","81.09","15773.00","14657.00","10612.00","13681.00","42.16","","","","364.91","1.00"
"FGSN","FGSN","FG","","","8.50","07/01/2025","1/15/2030","1/15/2065","0.46","7.30%","","","134.94","Insurance","","41.00","","","","","","23.59","","","","","","","20.51","25.02","20.51","25.02","23.34","2.83","-1.68","44.14","40.14","32.83","30.55","-1.68","2.83","27.76","71.83","24907.00","24907.00","17431.00","22415.00","42.16","","","","320.68","1.00"
"FHN PRB","FHN-B","FHN","NFF","","8.50","07/17/2025","8/1/2025","NONE","0.42","6.63%","","","506.74","Regionalbank","","57.00","","","","","","25.34","","","25.09","25.03","0.99","1.24","24.37","25.70","20.10","25.77","25.19","0.82","-0.51","43.23","42.33","68.97","14.41","-0.58","5.09","14.65","58.91","6609.00","5376.00","3615.00","5200.00","42.16","62.10","46.83","81.10","315.95","1.00"
"FHN PRC","FHN-C","FHN","NFF","","8.50","07/17/2025","5/1/2026","NONE","0.41","6.60%","","","506.74","Regionalbank","","57.00","","","","","","25.00","","","25.12","25.00","-0.49","0.02","23.95","25.75","19.11","25.77","24.85","0.90","-0.90","50.39","46.65","67.53","19.79","-0.92","5.74","18.70","55.20","2439.00","1968.00","1961.00","2122.00","42.16","62.10","46.83","81.10","339.16","1.00"
"FHN PRE","FHN-E","FHN","","","10.50","06/25/2025","10/10/2025","NONE","0.41","6.50%","","","506.74","Regionalbank","","35.00","","","","","","23.85","","","24.25","24.21","-1.64","-1.47","22.77","25.71","18.19","25.71","23.60","0.83","-2.11","55.95","51.93","68.79","36.48","-2.11","5.41","32.89","57.09","7869.00","8616.00","7523.00","8003.00","42.16","62.10","46.83","81.10","370.44","1.00"
"FITBI","FITBI","FITB","","","8.50","06/26/2025","12/31/2023","NONE","0.52","6.63%","","","667.97","Regionalbank","","36.00","","","","","","25.49","","","25.65","25.69","-0.62","-0.77","24.75","26.25","24.11","26.25","25.18","0.43","-1.07","51.02","49.45","75.98","22.14","-1.07","1.07","20.49","81.89","29734.00","34511.00","24441.00","29562.00","42.16","31.91","41.92","67.68","363.32","1.00"
"FITBI","FITBI","FITB","","","8.50","06/26/2025","12/31/2023","NONE","0.52","6.63%","","","667.97","Regionalbank","","36.00","","","","","","25.49","","","25.65","25.69","-0.62","-0.77","24.75","26.25","24.11","26.25","25.18","0.43","-1.07","51.02","49.45","75.98","22.14","-1.07","1.07","20.49","81.89","29734.00","34511.00","24441.00","29562.00","42.16","31.91","41.92","67.68","363.32","1.00"
"FLG PRA","FLG-A","FLG","","","8.00","06/06/2025","6/17/2027","NONE","0.40","6.38%","","","415.83","Regionalbank","","16.00","","","","","","22.47","","","22.40","20.76","0.35","8.29","19.69","24.15","8.50","24.15","22.15","2.46","-2.00","46.32","17.34","39.48","34.97","-2.00","13.65","31.58","10.00","36632.00","36449.00","29862.00","34314.00","49.41","","","","292.99","1.00"
"FRMEP","FRMEP","FRME","","","8.00","07/28/2025","8/15/2025","NONE","0.47","7.50%","26.00","23.23","58.20","Regionalbank","","68.00","","","","","","25.50","2.27","-0.50","25.37","25.39","0.52","0.45","23.38","25.90","22.79","26.43","25.39","2.01","-0.51","45.50","45.13","47.57","14.41","-1.04","2.60","20.13","73.14","781.00","999.00","493.00","757.00","54.29","","","","355.20","1.00"
"GAINI","GAINI","GAIN","","","8.00","07/14/2025","2/1/2027","2/1/2030","0.49","7.88%","","","36.84","Assetmanagement","","54.00","","","","","","25.32","","","","","","","24.60","25.53","24.60","25.53","25.12","0.52","-0.41","44.14","40.14","74.36","13.03","-0.41","0.52","12.62","85.03","27646.00","26096.00","10116.00","21286.00","56.65","","","","362.80","1.00"
"GAINL","GAINL","GAIN","","BB","8.00","07/15/2025","8/1/2025","8/1/2028","0.50","8.00%","","25.07","36.84","Assetmanagement","","55.00","","","","","","25.46","0.39","","25.69","25.75","-0.90","-1.13","25.27","26.66","24.70","27.13","25.27","0.00","-1.39","52.37","50.73","83.71","26.55","-1.86","0.57","29.91","84.74","3410.00","3359.00","1848.00","2872.00","57.78","","","","407.09","1.00"
"GAINN","GAINN","GAIN","","BB","8.00","07/11/2025","5/1/2023","5/1/2026","0.31","5.00%","23.85","23.23","36.84","Assetmanagement","","51.00","","","","","","24.97","1.74","1.12","24.81","24.55","0.63","1.71","24.20","25.28","23.00","25.28","24.84","0.64","-0.44","44.97","40.66","72.20","13.45","-0.44","1.84","12.98","77.49","7613.00","6791.00","2192.00","5532.00","57.78","","","","361.79","1.00"
"GAINZ","GAINZ","GAIN","","BB","8.00","07/11/2025","11/1/2023","11/1/2028","0.31","4.75%","23.45","21.85","36.84","Assetmanagement","","51.00","","","","","","23.10","1.25","-0.35","23.11","23.18","-0.04","-0.36","22.21","24.16","21.38","24.76","22.97","0.76","-1.19","48.21","48.00","70.04","23.79","-1.79","1.59","29.08","78.91","3336.00","3788.00","2602.00","3242.00","57.78","","","","387.32","1.00"
"GAM PRB","GAM-B","GAM","","","8.00","06/09/2025","9/24/2008","NONE","0.37","5.95%","26.21","24.28","27.06","Cef","","19.00","","","","","","24.99","0.71","-1.22","24.97","25.18","0.07","-0.76","24.55","26.24","23.74","26.24","24.70","0.15","-1.54","47.68","49.42","81.01","28.62","-1.54","0.96","26.10","82.51","8381.00","10788.00","5647.00","8272.00","59.02","","","","397.21","1.00"
"GECCH","GECCH","GECC","","BB","8.00","06/13/2025","12/30/2026","12/31/2029","0.50","8.13%","","","11.54","Assetmanagement","","23.00","","","","","","25.20","","","","","","","24.38","25.44","24.38","25.44","24.83","0.45","-0.61","44.14","40.14","75.62","15.79","-0.61","0.45","15.01","85.43","6382.00","5361.00","2288.00","4677.00","45.07","","","","331.42","1.00"
"GECCI","GECCI","GECC","","","8.00","06/13/2025","4/30/2026","4/30/2029","0.53","8.50%","","","11.54","Assetmanagement","","23.00","","","","","","25.14","","","25.17","25.19","-0.12","-0.19","24.75","25.70","24.67","25.70","24.75","0.00","-0.95","48.60","47.39","83.71","20.48","-0.95","0.08","19.06","87.54","1284.00","1414.00","529.00","1076.00","44.19","","","","355.30","1.00"
"GECCO","GECCO","GECC","","BB","8.00","06/13/2025","6/30/2023","6/30/2026","0.36","5.88%","24.75","24.05","11.54","Assetmanagement","","23.00","","","","","","25.06","1.01","0.31","25.13","24.83","-0.29","0.91","24.26","26.55","23.00","26.55","24.79","0.53","-1.76","49.42","43.50","74.18","31.66","-1.76","1.79","28.72","77.77","1192.00","1429.00","561.00","1060.00","45.07","","","","352.58","1.00"
"GECCZ","GECCZ","GECC","","BB","8.00","06/13/2025","9/30/2025","9/30/2028","0.54","8.75%","","24.64","11.54","Assetmanagement","","","","","","","","25.40","","","","","","","","","","","25.40","","","44.14","40.14","50.45","16.48","","","16.44","63.89","","1774.00","1018.00","1396.00","45.07","","","","318.38","1.00"
