"PREF IBKR","PREF YF","CMON","FF-FR_","BOND_","CRDT SCORE_","EX-DIV DATE","CALL DATE","MATUR DATE","DIV AMOUNT","COUPON","Aug2022_Price","Oct19_Price","CMON OUTS SHARES","CMON SECTOR","LAST PRICE","TIME TO DIV","DIV ADJ.PRICE","Unnamed: 18","Unnamed: 19","Unnamed: 20","Unnamed: 21","Last Price","Oct19_diff","Aug2022_diff","SMA88","SMA268","SMA88 chg","SMA268 chg","6M Low","6M High","1Y Low","1Y High","Div adj.price","COM_LAST_PRICE","COM_52W_LOW","COM_52W_HIGH","COM_6M_PRICE","COM_3M_PRICE","COM_5Y_LOW","COM_5Y_HIGH","COM_MKTCAP","CRDT_SCORE","COM_FEB2020_PRICE","COM_MAR2020_PRICE","COM_5Y_LOW_CHG","COM_5Y_HIGH_CHG","COM_52W_LOW_CHG","COM_52W_HIGH_CHG","COM_6M_CHG","COM_3M_CHG","COM_FEB2020_CHG","COM_MAR2020_CHG","5Y_LOW_SKOR","5Y_HIGH_SKOR","52W_LOW_SKOR","52W_HIGH_SKOR","COM_6M_SKOR","COM_3M_SKOR","FEB2020_SKOR","MAR2020_SKOR","Normalized_5Y_LOW","Normalized_5Y_HIGH","Normalized_52W_LOW","Normalized_52W_HIGH","Normalized_COM_6M","Normalized_COM_3M","Normalized_FEB2020","Normalized_MAR2020","52W_HIGH_CHG","5Y_HIGH_CHG","52W_LOW_CHG","5Y_LOW_CHG","5Y_CHG","5Y CHG SKOR","52W_CHG","52W CHG SKOR","TOTAL_HIGH_SCORE","3M_PERF","6M_PERF","RECENT_TOTAL","MKTCAP_NORM","CRDT_NORM","SOLIDITY_SCORE","H2020_SKOR","H2020_NORM","L2020_SKOR","L2020_NORM","COM_6M_NORM","COM_3M_NORM","MKTCAP_RANGE"
"RJF PRB","RJF-B","RJF","","","8.000000","06/27/2025","7/1/2026","NONE","0.400000","6.38%","","","201.75","Assetmanagement","","37.000000","","","","","","25.250000","","","25.230000","25.210000","0.090000","0.140000","24.760000","26.450000","24.600000","26.450000","25.010000","153.810000","104.230000","174.320000","163.780000","159.580000","28.400000","174.320000","31.031167","8.000000","41.880000","27.300000","4.415845","-0.117657","0.475679","-0.117657","-0.060874","-0.036157","2.672636","4.634066","90.000000","79.410854","48.054303","79.410854","0.697282","0.859862","1645.872005","1199.116499","82.447727","97.606103","82.255461","97.933893","64.147546","57.804474","58.816378","57.976524","-0.117657","-0.117657","0.475679","4.415845","4.415845","30.522118","0.475679","40.914523","79.410854","-0.036157","-0.060874","-0.097032","68.938246","33.029412","66.844357","44.999435","58.995370","48.129666","61.211249","68.896024","62.844995","<1B USD"
"RLJ PRA","RLJ-A","RLJ","","","8.000000","07/30/2025","NONE","NONE","0.490000","7.80%","26.330000","23.550000","151.76","Reit","","70.000000","","","","","","24.650000","1.100000","-1.680000","24.760000","25.130000","-0.440000","-1.910000","22.800000","26.630000","22.800000","26.630000","24.540000","7.500000","6.160000","10.840000","9.800000","9.600000","6.160000","17.510000","1.138200","8.000000","16.130000","4.660000","0.217532","-0.571673","0.217532","-0.308118","-0.234694","-0.218750","-0.535028","0.609442","27.402597","38.549400","27.402597","62.269373","-5.073674","-4.039091","233.174805","324.684332","44.607576","53.838381","67.759246","83.294824","56.978557","40.243234","9.190991","16.427512","-0.308118","-0.571673","0.217532","0.217532","0.217532","10.910360","0.217532","23.298687","50.409387","-0.218750","-0.234694","-0.453444","40.345500","33.029412","43.512570","34.665471","45.676935","30.774958","39.500135","49.564478","47.381555","<1B USD"
"RPT PRC","RPT-C","RPT","NFF","","8.000000","05/15/2025","5/15/2030","NONE","0.490000","9.88%","","","45.42","Reit","","84.000000","","","","","","25.010000","","","","","","","24.220000","25.500000","24.220000","25.500000","24.980000","2.760000","2.280000","3.860000","","3.190000","2.280000","14.740000","0.125359","8.000000","","","0.210526","-0.812754","0.210526","-0.284974","","-0.134796","","","26.842105","16.852103","26.842105","64.352332","","-1.786614","","","44.223502","23.602748","67.171263","86.679927","","48.317670","","","-0.284974","-0.812754","0.210526","0.210526","0.210526","10.877632","0.210526","22.820589","40.602217","-0.134796","","","35.626795","33.029412","37.553264","0.000000","1.000000","0.000000","1.000000","","54.491449","<1B USD"
"RWAYL","RWAYL","RWAY","","BB","8.000000","05/15/2025","7/28/2024","7/28/2027","0.470000","7.50%","25.400000","24.300000","37.35","Creditservices","","84.000000","","","","","","25.020000","0.720000","-0.380000","25.030000","25.030000","-0.050000","-0.030000","24.580000","25.440000","23.520000","25.440000","24.990000","9.820000","8.350000","12.170000","10.310000","11.570000","8.350000","14.920000","0.366777","8.000000","","","0.176048","-0.341823","0.176048","-0.193098","-0.047527","-0.151253","","","24.083832","59.235925","24.083832","72.621200","1.062514","-2.228155","","","42.147587","82.665482","63.993225","88.223844","65.557778","46.734882","","","-0.193098","-0.341823","0.176048","0.176048","0.176048","10.716571","0.176048","20.467791","65.928562","-0.151253","-0.047527","-0.198780","36.833885","33.029412","49.634316","0.000000","1.000000","0.000000","1.000000","70.119478","53.097735","<1B USD"
"RWAYZ","RWAYZ","RWAY","","BB","8.000000","06/27/2025","12/31/2024","12/31/2027","0.500000","8.00%","","24.520000","37.35","Creditservices","","37.000000","","","","","","25.020000","0.500000","","25.220000","25.220000","-0.780000","-0.780000","24.830000","25.510000","23.740000","25.700000","24.730000","9.820000","8.350000","12.170000","10.310000","11.570000","8.350000","14.920000","0.366777","8.000000","","","0.176048","-0.341823","0.176048","-0.193098","-0.047527","-0.151253","","","24.083832","59.235925","24.083832","72.621200","1.062514","-2.228155","","","42.147587","82.665482","63.993225","88.223844","65.557778","46.734882","","","-0.193098","-0.341823","0.176048","0.176048","0.176048","10.716571","0.176048","20.467791","65.928562","-0.151253","-0.047527","-0.198780","36.833885","33.029412","49.634316","0.000000","1.000000","0.000000","1.000000","70.119478","53.097735","<1B USD"
"RWT PRA","RWT-A","RWT","NFF","","8.000000","05/15/2025","4/15/2028","NONE","0.630000","10.00%","","","132.98","Reit","","84.000000","","","","","","24.910000","","","24.870000","25.210000","0.160000","-1.190000","20.770000","26.500000","19.620000","26.500000","24.870000","5.880000","4.680000","8.150000","7.110000","6.390000","4.380000","14.170000","0.781922","8.000000","17.510000","4.850000","0.342466","-0.585039","0.256410","-0.278528","-0.172996","-0.079812","-0.664192","0.212371","37.397260","37.346507","30.512821","64.932515","-2.370695","-0.311395","159.720584","238.412521","50.041175","52.162124","70.739058","87.622807","52.301486","53.605879","6.610683","12.328271","-0.278528","-0.585039","0.256410","0.342466","0.342466","11.493966","0.256410","25.951697","51.139511","-0.079812","-0.172996","-0.252808","38.909610","33.029412","43.259225","35.342061","46.548926","30.984322","39.762054","58.618915","59.147949","<1B USD"
"RWTN","RWTN","RWT","","BB","8.000000","05/15/2025","3/1/2026","3/1/2029","0.570000","9.13%","","","132.98","Reit","","84.000000","","","","","","24.300000","","","24.820000","25.110000","-2.080000","-3.240000","22.480000","25.890000","22.480000","27.100000","24.260000","5.880000","4.680000","8.150000","7.110000","6.390000","4.380000","14.170000","0.781922","8.000000","17.510000","4.850000","0.342466","-0.585039","0.256410","-0.278528","-0.172996","-0.079812","-0.664192","0.212371","37.397260","37.346507","30.512821","64.932515","-2.370695","-0.311395","159.720584","238.412521","50.041175","52.162124","70.739058","87.622807","52.301486","53.605879","6.610683","12.328271","-0.278528","-0.585039","0.256410","0.342466","0.342466","11.493966","0.256410","25.951697","51.139511","-0.079812","-0.172996","-0.252808","38.909610","33.029412","44.124409","35.342061","46.548926","30.984322","39.762054","58.618915","59.147949","<1B USD"
"RWTO","RWTO","RWT","","BB","8.000000","05/15/2025","9/1/2026","9/1/2029","0.560000","9.00%","","","132.98","Reit","","84.000000","","","","","","24.520000","","","","","","","22.250000","26.000000","22.250000","26.000000","24.480000","5.880000","4.680000","8.150000","7.110000","6.390000","4.380000","14.170000","0.781922","8.000000","17.510000","4.850000","0.342466","-0.585039","0.256410","-0.278528","-0.172996","-0.079812","-0.664192","0.212371","37.397260","37.346507","30.512821","64.932515","-2.370695","-0.311395","159.720584","238.412521","50.041175","52.162124","70.739058","87.622807","52.301486","53.605879","6.610683","12.328271","-0.278528","-0.585039","0.256410","0.342466","0.342466","11.493966","0.256410","25.951697","51.139511","-0.079812","-0.172996","-0.252808","38.909610","33.029412","44.124409","35.342061","46.548926","30.984322","39.762054","58.618915","59.147949","<1B USD"
"RWTP","RWTP","RWT","","","12.000000","05/30/2025","3/1/2027","3/1/2030","0.850000","9.13%","","","132.98","Reit","","9.000000","","","","","","24.260000","","","","","","","22.700000","25.250000","22.700000","25.250000","23.500000","5.880000","4.680000","8.150000","7.110000","6.390000","4.380000","14.170000","0.781922","8.000000","17.510000","4.850000","0.342466","-0.585039","0.256410","-0.278528","-0.172996","-0.079812","-0.664192","0.212371","37.397260","37.346507","30.512821","64.932515","-2.370695","-0.311395","159.720584","238.412521","50.041175","52.162124","70.739058","87.622807","52.301486","53.605879","6.610683","12.328271","-0.278528","-0.585039","0.256410","0.342466","0.342466","11.493966","0.256410","25.951697","51.139511","-0.079812","-0.172996","-0.252808","38.909610","33.029412","43.259225","35.342061","46.548926","30.984322","39.762054","58.618915","59.147949","<1B USD"
"RZB","RZB","RGA","","","12.000000","06/27/2025","6/15/2026","6/15/2056","0.360000","5.75%","","","66.07","Insurance","","37.000000","","","","","","25.000000","","","24.770000","24.930000","0.950000","0.280000","24.110000","26.000000","23.440000","26.470000","24.790000","209.710000","159.250000","233.810000","229.170000","199.230000","66.990000","233.810000","13.855540","12.000000","152.620000","60.660000","2.130467","-0.103075","0.316860","-0.103075","-0.084915","0.052603","0.374066","2.457138","90.000000","80.723237","35.348823","80.723237","0.039455","3.241288","600.133790","726.134242","73.062532","99.215476","74.633451","99.810764","61.607545","66.341154","22.081568","35.502574","-0.103075","-0.103075","0.316860","2.130467","2.130467","19.846334","0.316860","30.076790","80.723237","0.052603","-0.084915","-0.032313","61.638604","56.323529","69.207521","67.463491","87.947095","61.941076","78.489619","66.692433","70.361915","<1B USD"
"RZC","RZC","RGA","","","8.000000","06/13/2025","10/15/2027","10/15/2052","0.450000","7.13%","","","66.07","Insurance","","23.000000","","","","","","25.870000","","","25.880000","26.160000","-0.040000","-1.120000","24.740000","27.330000","24.740000","29.200000","25.540000","209.710000","159.250000","233.810000","229.170000","199.230000","66.990000","233.810000","13.855540","12.000000","152.620000","60.660000","2.130467","-0.103075","0.316860","-0.103075","-0.084915","0.052603","0.374066","2.457138","90.000000","80.723237","35.348823","80.723237","0.039455","3.241288","600.133790","726.134242","73.062532","99.215476","74.633451","99.810764","61.607545","66.341154","22.081568","35.502574","-0.103075","-0.103075","0.316860","2.130467","2.130467","19.846334","0.316860","30.076790","80.723237","0.052603","-0.084915","-0.032313","61.638604","56.323529","69.207521","67.463491","87.947095","61.941076","78.489619","66.692433","70.361915","<1B USD"
"SACH PRA","SACH-A","SACH","","","8.000000","05/15/2025","6/29/2026","NONE","0.480000","7.75%","24.150000","19.690000","47.31","Reit","","84.000000","","","","","","15.140000","-4.550000","-9.010000","16.170000","19.400000","-6.360000","-21.950000","12.540000","23.780000","12.540000","25.060000","15.110000","0.848800","0.830000","3.220000","1.590000","1.060000","0.830000","6.549600","0.040157","8.000000","4.250000","1.990000","0.022651","-0.870404","0.022651","-0.736398","-0.466164","-0.199245","-0.800282","-0.573467","11.812048","11.663613","11.812048","23.724224","-12.990800","-3.515780","82.327352","84.591223","1.000000","16.372480","1.000000","20.653514","26.408988","42.119143","3.892005","5.019387","-0.736398","-0.870404","0.022651","0.022651","0.022651","10.000000","0.022651","10.000000","17.693918","-0.199245","-0.466164","-0.665409","35.200785","33.029412","27.765634","27.930423","36.996790","27.630816","35.566746","23.043695","49.033375","<1B USD"
"SAJ","SAJ","SAR","","BB","8.000000","05/15/2025","10/27/2024","10/31/2027","0.500000","8.00%","","24.680000","15.36","Assetmanagement","","84.000000","","","","","","25.500000","0.820000","","25.360000","25.260000","0.540000","0.950000","24.740000","25.750000","24.200000","26.490000","25.470000","24.660000","21.100000","26.490000","25.680000","25.760000","14.450000","30.250000","0.378778","8.000000","27.450000","11.860000","0.706574","-0.184793","0.168720","-0.069083","-0.039720","-0.042702","-0.101639","1.079258","66.525952","73.368595","23.497630","83.782559","1.276138","0.684274","383.710699","426.761493","59.015980","90.196492","63.246928","17.275805","66.382623","57.175048","14.479033","21.277752","-0.069083","-0.184793","0.168720","0.706574","0.706574","13.194843","0.168720","19.967763","78.575577","-0.042702","-0.039720","-0.082421","36.893890","33.029412","55.076167","39.739635","52.216528","37.690810","48.152015","70.835076","62.290757","<1B USD"
"SAT","SAT","SAR","","BB","8.000000","05/15/2025","4/27/2024","4/30/2027","0.380000","6.00%","24.990000","23.300000","15.36","Assetmanagement","","84.000000","","","","","","24.480000","1.180000","-0.510000","24.580000","24.420000","-0.420000","0.230000","23.910000","25.160000","22.750000","25.160000","24.450000","24.660000","21.100000","26.490000","25.680000","25.760000","14.450000","30.250000","0.378778","8.000000","27.450000","11.860000","0.706574","-0.184793","0.168720","-0.069083","-0.039720","-0.042702","-0.101639","1.079258","66.525952","73.368595","23.497630","83.782559","1.276138","0.684274","383.710699","426.761493","59.015980","90.196492","63.246928","17.275805","66.382623","57.175048","14.479033","21.277752","-0.069083","-0.184793","0.168720","0.706574","0.706574","13.194843","0.168720","19.967763","78.575577","-0.042702","-0.039720","-0.082421","36.893890","33.029412","55.076167","39.739635","52.216528","37.690810","48.152015","70.835076","62.290757","<1B USD"
"SAY","SAY","SAR","","BB","8.000000","05/15/2025","12/13/2024","12/31/2027","0.510000","8.13%","","25.010000","15.36","Assetmanagement","","84.000000","","","","","","25.070000","0.060000","","25.360000","25.300000","-1.140000","-0.900000","24.900000","25.980000","24.300000","25.980000","25.040000","24.660000","21.100000","26.490000","25.680000","25.760000","14.450000","30.250000","0.378778","8.000000","27.450000","11.860000","0.706574","-0.184793","0.168720","-0.069083","-0.039720","-0.042702","-0.101639","1.079258","66.525952","73.368595","23.497630","83.782559","1.276138","0.684274","383.710699","426.761493","59.015980","90.196492","63.246928","17.275805","66.382623","57.175048","14.479033","21.277752","-0.069083","-0.184793","0.168720","0.706574","0.706574","13.194843","0.168720","19.967763","78.575577","-0.042702","-0.039720","-0.082421","36.893890","33.029412","55.076167","39.739635","52.216528","37.690810","48.152015","70.835076","62.290757","<1B USD"
"SAZ","SAZ","SAR","","BB","8.000000","07/16/2025","4/14/2025","4/15/2028","0.530000","8.50%","","25.030000","15.36","Assetmanagement","","56.000000","","","","","","25.200000","0.170000","","25.410000","25.440000","-0.810000","-0.930000","24.900000","26.000000","24.520000","26.000000","25.000000","24.660000","21.100000","26.490000","25.680000","25.760000","14.450000","30.250000","0.378778","8.000000","27.450000","11.860000","0.706574","-0.184793","0.168720","-0.069083","-0.039720","-0.042702","-0.101639","1.079258","66.525952","73.368595","23.497630","83.782559","1.276138","0.684274","383.710699","426.761493","59.015980","90.196492","63.246928","17.275805","66.382623","57.175048","14.479033","21.277752","-0.069083","-0.184793","0.168720","0.706574","0.706574","13.194843","0.168720","19.967763","78.575577","-0.042702","-0.039720","-0.082421","36.893890","33.029412","55.076167","39.739635","52.216528","37.690810","48.152015","70.835076","62.290757","<1B USD"
"SB PRC","SB-C","SB","","","8.000000","07/16/2025","5/31/2019","NONE","0.500000","8.00%","25.200000","24.980000","105.27","Marineshipping","","56.000000","","","","","","25.580000","0.600000","0.380000","25.330000","25.540000","1.000000","0.140000","24.850000","26.500000","24.310000","26.500000","25.390000","3.710000","3.015000","6.330000","4.120000","3.690000","0.823200","6.330000","0.390552","8.000000","1.270000","1.010000","3.506803","-0.413902","0.230514","-0.413902","-0.099515","0.005420","1.921260","2.673267","90.000000","52.748815","28.441128","52.748815","-0.360030","1.975384","1304.032105","773.092744","79.474499","73.625560","68.804740","67.822574","60.065059","61.803278","46.808187","37.733826","-0.413902","-0.413902","0.230514","3.506803","3.506803","26.275669","0.230514","24.184550","52.748815","0.005420","-0.099515","-0.094095","36.952760","33.029412","43.171961","25.912220","34.395725","26.369802","33.989190","65.354241","66.366116","<1B USD"
"SB PRD","SB-D","SB","","","8.000000","06/13/2025","6/30/2019","NONE","0.500000","8.00%","","","105.27","Marineshipping","","23.000000","","","","","","25.430000","","","25.330000","25.640000","0.380000","-0.800000","24.170000","26.140000","24.170000","26.900000","25.060000","3.710000","3.015000","6.330000","4.120000","3.690000","0.823200","6.330000","0.390552","8.000000","1.270000","1.010000","3.506803","-0.413902","0.230514","-0.413902","-0.099515","0.005420","1.921260","2.673267","90.000000","52.748815","28.441128","52.748815","-0.360030","1.975384","1304.032105","773.092744","79.474499","73.625560","68.804740","67.822574","60.065059","61.803278","46.808187","37.733826","-0.413902","-0.413902","0.230514","3.506803","3.506803","26.275669","0.230514","24.184550","52.748815","0.005420","-0.099515","-0.094095","36.952760","33.029412","43.171961","25.912220","34.395725","26.369802","33.989190","65.354241","66.366116","<1B USD"
"SCCC","SCCC","SACH","","BB","8.000000","06/13/2025","9/30/2022","9/30/2025","0.480000","7.75%","25.200000","23.660000","47.31","Reit","","23.000000","","","","","","24.880000","1.220000","-0.320000","24.690000","24.740000","0.780000","0.580000","23.990000","25.200000","22.860000","25.200000","24.520000","0.848800","0.830000","3.220000","1.590000","1.060000","0.830000","6.549600","0.040157","8.000000","4.250000","1.990000","0.022651","-0.870404","0.022651","-0.736398","-0.466164","-0.199245","-0.800282","-0.573467","11.812048","11.663613","11.812048","23.724224","-12.990800","-3.515780","82.327352","84.591223","1.000000","16.372480","1.000000","20.653514","26.408988","42.119143","3.892005","5.019387","-0.736398","-0.870404","0.022651","0.022651","0.022651","10.000000","0.022651","10.000000","17.693918","-0.199245","-0.466164","-0.665409","35.200785","33.029412","28.320947","27.930423","36.996790","27.630816","35.566746","23.043695","49.033375","<1B USD"
"SCCD","SCCD","SACH","","","8.000000","06/13/2025","9/20/2023","9/30/2026","0.380000","6.00%","23.820000","21.500000","47.31","Reit","","23.000000","","","","","","20.700000","-0.800000","-3.120000","20.970000","21.600000","-1.290000","-4.190000","19.000000","23.100000","19.000000","23.260000","20.420000","0.848800","0.830000","3.220000","1.590000","1.060000","0.830000","6.549600","0.040157","8.000000","4.250000","1.990000","0.022651","-0.870404","0.022651","-0.736398","-0.466164","-0.199245","-0.800282","-0.573467","11.812048","11.663613","11.812048","23.724224","-12.990800","-3.515780","82.327352","84.591223","1.000000","16.372480","1.000000","20.653514","26.408988","42.119143","3.892005","5.019387","-0.736398","-0.870404","0.022651","0.022651","0.022651","10.000000","0.022651","10.000000","17.693918","-0.199245","-0.466164","-0.665409","35.200785","33.029412","27.765634","27.930423","36.996790","27.630816","35.566746","23.043695","49.033375","<1B USD"
"SCCE","SCCE","SACH","","BB","8.000000","06/13/2025","3/9/2024","3/30/2027","0.380000","6.00%","23.080000","20.880000","47.31","Reit","","23.000000","","","","","","19.220000","-1.660000","-3.860000","19.600000","20.890000","-1.950000","-7.990000","18.050000","22.530000","18.050000","23.330000","18.940000","0.848800","0.830000","3.220000","1.590000","1.060000","0.830000","6.549600","0.040157","8.000000","4.250000","1.990000","0.022651","-0.870404","0.022651","-0.736398","-0.466164","-0.199245","-0.800282","-0.573467","11.812048","11.663613","11.812048","23.724224","-12.990800","-3.515780","82.327352","84.591223","1.000000","16.372480","1.000000","20.653514","26.408988","42.119143","3.892005","5.019387","-0.736398","-0.870404","0.022651","0.022651","0.022651","10.000000","0.022651","10.000000","17.693918","-0.199245","-0.466164","-0.665409","35.200785","33.029412","28.320947","27.930423","36.996790","27.630816","35.566746","23.043695","49.033375","<1B USD"
"SCCF","SCCF","SACH","","BB","8.000000","06/13/2025","5/11/2024","6/30/2027","0.450000","7.13%","24.650000","21.800000","47.31","Reit","","23.000000","","","","","","19.500000","-2.300000","-5.150000","19.490000","21.130000","0.030000","-7.720000","17.940000","22.940000","17.940000","24.050000","19.160000","0.848800","0.830000","3.220000","1.590000","1.060000","0.830000","6.549600","0.040157","8.000000","4.250000","1.990000","0.022651","-0.870404","0.022651","-0.736398","-0.466164","-0.199245","-0.800282","-0.573467","11.812048","11.663613","11.812048","23.724224","-12.990800","-3.515780","82.327352","84.591223","1.000000","16.372480","1.000000","20.653514","26.408988","42.119143","3.892005","5.019387","-0.736398","-0.870404","0.022651","0.022651","0.022651","10.000000","0.022651","10.000000","17.693918","-0.199245","-0.466164","-0.665409","35.200785","33.029412","28.320947","27.930423","36.996790","27.630816","35.566746","23.043695","49.033375","<1B USD"
"SCCG","SCCG","SACH","","BB","10.500000","06/13/2025","8/23/2024","9/30/2027","0.500000","8.00%","","22.800000","47.31","Reit","","23.000000","","","","","","19.280000","-3.520000","","20.480000","21.960000","-5.870000","-12.210000","18.800000","24.330000","18.800000","24.450000","18.910000","0.848800","0.830000","3.220000","1.590000","1.060000","0.830000","6.549600","0.040157","8.000000","4.250000","1.990000","0.022651","-0.870404","0.022651","-0.736398","-0.466164","-0.199245","-0.800282","-0.573467","11.812048","11.663613","11.812048","23.724224","-12.990800","-3.515780","82.327352","84.591223","1.000000","16.372480","1.000000","20.653514","26.408988","42.119143","3.892005","5.019387","-0.736398","-0.870404","0.022651","0.022651","0.022651","10.000000","0.022651","10.000000","17.693918","-0.199245","-0.466164","-0.665409","35.200785","33.029412","28.320947","27.930423","36.996790","27.630816","35.566746","23.043695","49.033375","<1B USD"
"SCE PRJ","SCE-J","EIX","NFF","","10.500000","06/13/2025","9/15/2025","NONE","0.340000","5.38%","","","384.94","Utility","","23.000000","","","","","","22.560000","","","22.770000","23.720000","-0.940000","-4.890000","20.700000","25.100000","18.940000","25.100000","22.310000","58.000000","49.060000","88.770000","87.090000","52.420000","48.470000","88.770000","22.326520","10.500000","78.200000","46.860000","0.196616","-0.346626","0.182226","-0.346626","-0.334022","0.106448","-0.258312","0.237729","25.729317","58.803650","24.578068","58.803650","-8.471076","4.685958","390.540250","243.922126","43.425525","82.063097","64.601358","77.662535","43.860525","71.519853","14.718942","12.590062","-0.346626","-0.346626","0.182226","0.196616","0.196616","10.812654","0.182226","20.889372","58.803650","0.106448","-0.334022","-0.227574","65.238771","47.588235","59.658301","54.759152","71.573715","57.113944","72.450774","38.183863","74.921985","<1B USD"
"SCE PRK","SCE-K","EIX","NFF","","10.500000","06/13/2025","3/15/2026","NONE","0.340000","5.45%","","","384.94","Utility","","23.000000","","","","","","23.230000","","","23.310000","24.230000","-0.350000","-4.110000","21.910000","25.370000","20.980000","25.490000","22.980000","58.000000","49.060000","88.770000","87.090000","52.420000","48.470000","88.770000","22.326520","10.500000","78.200000","46.860000","0.196616","-0.346626","0.182226","-0.346626","-0.334022","0.106448","-0.258312","0.237729","25.729317","58.803650","24.578068","58.803650","-8.471076","4.685958","390.540250","243.922126","43.425525","82.063097","64.601358","77.662535","43.860525","71.519853","14.718942","12.590062","-0.346626","-0.346626","0.182226","0.196616","0.196616","10.812654","0.182226","20.889372","58.803650","0.106448","-0.334022","-0.227574","65.238771","47.588235","59.658301","54.759152","71.573715","57.113944","72.450774","38.183863","74.921985","<1B USD"
"SCE PRM","SCE-M","EIX","","TP","10.500000","06/13/2025","11/22/2028","NONE","0.470000","7.50%","","","384.94","Utility","","23.000000","","","","","","22.900000","","","23.430000","25.520000","-2.250000","-10.280000","22.140000","27.550000","22.140000","27.550000","22.550000","58.000000","49.060000","88.770000","87.090000","52.420000","48.470000","88.770000","22.326520","10.500000","78.200000","46.860000","0.196616","-0.346626","0.182226","-0.346626","-0.334022","0.106448","-0.258312","0.237729","25.729317","58.803650","24.578068","58.803650","-8.471076","4.685958","390.540250","243.922126","43.425525","82.063097","64.601358","77.662535","43.860525","71.519853","14.718942","12.590062","-0.346626","-0.346626","0.182226","0.196616","0.196616","10.812654","0.182226","20.889372","58.803650","0.106448","-0.334022","-0.227574","65.238771","47.588235","59.658301","54.759152","71.573715","57.113944","72.450774","38.183863","74.921985","<1B USD"
"SCE PRN","SCE-N","EIX","","TP","8.000000","06/27/2025","5/13/2029","NONE","0.430000","6.95%","","","384.94","Utility","","37.000000","","","","","","21.790000","","","","","","","20.710000","27.120000","20.710000","27.120000","21.540000","58.000000","49.060000","88.770000","87.090000","52.420000","48.470000","88.770000","22.326520","10.500000","78.200000","46.860000","0.196616","-0.346626","0.182226","-0.346626","-0.334022","0.106448","-0.258312","0.237729","25.729317","58.803650","24.578068","58.803650","-8.471076","4.685958","390.540250","243.922126","43.425525","82.063097","64.601358","77.662535","43.860525","71.519853","14.718942","12.590062","-0.346626","-0.346626","0.182226","0.196616","0.196616","10.812654","0.182226","20.889372","58.803650","0.106448","-0.334022","-0.227574","65.238771","47.588235","59.658301","54.759152","71.573715","57.113944","72.450774","38.183863","74.921985","<1B USD"
"SEAL PRA","SEAL-A","SEAL","","","8.000000","06/27/2025","10/5/2021","NONE","0.560000","9.00%","","","-","-","","37.000000","","","","","","25.340000","","","25.380000","25.510000","-0.170000","-0.680000","24.500000","26.000000","23.600000","26.490000","25.010000","","","","","","","","","","","","","","","","","","","","10.000000","10.000000","10.000000","10.000000","","","","","","","","","","","","","","","","","","","","","10.000000","","","","35.000000","","","0.000000","1.000000","0.000000","1.000000","","","<1B USD"
"SEAL PRB","SEAL-B","SEAL","NFF","","8.000000","06/13/2025","10/15/2027","NONE","0.530000","8.50%","","","-","-","","23.000000","","","","","","25.570000","","","25.430000","25.690000","0.530000","-0.460000","23.920000","26.750000","22.640000","27.440000","25.180000","","","","","","","","","","","","","","","","","","","","10.000000","10.000000","10.000000","10.000000","","","","","","","","","","","","","","","","","","","","","10.000000","","","","35.000000","","","0.000000","1.000000","0.000000","1.000000","","","<1B USD"
"SNV PRD","SNV-D","SNV","FF","","8.000000","06/13/2025","6/21/2023","NONE","0.500000","6.30%","","","138.77","Regionalbank","","23.000000","","","","","","24.950000","","","25.040000","25.150000","-0.360000","-0.790000","23.510000","25.750000","22.280000","25.800000","24.580000","49.200000","35.810000","59.920000","56.020000","55.230000","17.250000","59.920000","6.827484","8.000000","36.570000","15.440000","1.852174","-0.178905","0.373918","-0.178905","-0.121742","-0.109180","0.345365","2.186528","90.000000","73.898531","39.913432","73.898531","-0.968245","-1.099326","587.076106","667.338740","71.266940","90.846352","77.718814","90.050587","57.716620","50.781388","21.622876","32.708881","-0.178905","-0.178905","0.373918","1.852174","1.852174","18.546331","0.373918","33.970387","73.898531","-0.109180","-0.121742","-0.230922","53.654968","33.029412","58.568703","43.190039","56.663417","40.527660","51.700975","63.316842","56.660860","<1B USD"
"SNV PRE","SNV-E","SNV","FF","","12.000000","06/13/2025","7/1/2024","NONE","0.530000","5.88%","","","138.77","Regionalbank","","23.000000","","","","","","25.740000","","","25.690000","25.720000","0.180000","0.060000","24.210000","26.860000","19.550000","26.860000","25.350000","49.200000","35.810000","59.920000","56.020000","55.230000","17.250000","59.920000","6.827484","8.000000","36.570000","15.440000","1.852174","-0.178905","0.373918","-0.178905","-0.121742","-0.109180","0.345365","2.186528","90.000000","73.898531","39.913432","73.898531","-0.968245","-1.099326","587.076106","667.338740","71.266940","90.846352","77.718814","90.050587","57.716620","50.781388","21.622876","32.708881","-0.178905","-0.178905","0.373918","1.852174","1.852174","18.546331","0.373918","33.970387","73.898531","-0.109180","-0.121742","-0.230922","53.654968","33.029412","58.568703","43.190039","56.663417","40.527660","51.700975","63.316842","56.660860","<1B USD"
