"PREF IBKR","PREF YF","CMON","FF-FR_","BOND_","CRDT SCORE_","EX-DIV DATE","CALL DATE","MATUR DATE","DIV AMOUNT","COUPON","Aug2022_Price","Oct19_Price","CMON OUTS SHARES","CMON SECTOR","LAST PRICE","TIME TO DIV","DIV ADJ.PRICE","Unnamed: 18","Unnamed: 19","Unnamed: 20","Unnamed: 21","Last Price","Oct19_diff","Aug2022_diff","SMA88","SMA268","SMA88 chg","SMA268 chg","6M Low","6M High","1Y Low","1Y High","Div adj.price","COM_LAST_PRICE","COM_52W_LOW","COM_52W_HIGH","COM_6M_PRICE","COM_3M_PRICE","COM_5Y_LOW","COM_5Y_HIGH","COM_MKTCAP","CRDT_SCORE","COM_FEB2020_PRICE","COM_MAR2020_PRICE","COM_5Y_LOW_CHG","COM_5Y_HIGH_CHG","COM_52W_LOW_CHG","COM_52W_HIGH_CHG","COM_6M_CHG","COM_3M_CHG","COM_FEB2020_CHG","COM_MAR2020_CHG","5Y_LOW_SKOR","5Y_HIGH_SKOR","52W_LOW_SKOR","52W_HIGH_SKOR","COM_6M_SKOR","COM_3M_SKOR","FEB2020_SKOR","MAR2020_SKOR","Normalized_5Y_LOW","Normalized_5Y_HIGH","Normalized_52W_LOW","Normalized_52W_HIGH","Normalized_COM_6M","Normalized_COM_3M","Normalized_FEB2020","Normalized_MAR2020","52W_HIGH_CHG","5Y_HIGH_CHG","52W_LOW_CHG","5Y_LOW_CHG","5Y_CHG","5Y CHG SKOR","52W_CHG","52W CHG SKOR","TOTAL_HIGH_SCORE","3M_PERF","6M_PERF","RECENT_TOTAL","MKTCAP_NORM","CRDT_NORM","SOLIDITY_SCORE","H2020_SKOR","H2020_NORM","L2020_SKOR","L2020_NORM","COM_6M_NORM","COM_3M_NORM","MKTCAP_RANGE"
"DBRG PRH","DBRG-H","DBRG","","","8.000000","07/10/2025","4/15/2020","NONE","0.450000","7.13%","24.500000","21.280000","176.33","Assetmanagement","","50.000000","","","","","","22.300000","1.020000","-2.200000","23.550000","23.900000","-5.290000","-6.690000","20.740000","25.800000","17.910000","25.800000","22.100000","11.590000","6.410000","17.330000","11.970000","10.750000","6.410000","34.780000","2.043665","8.000000","","","0.808112","-0.666763","0.808112","-0.331218","-0.031746","0.078140","","","74.648986","29.991374","74.648986","60.190421","1.494320","3.926445","","","60.707266","41.912595","92.406412","79.916235","67.225064","68.797232","","","-0.331218","-0.666763","0.808112","0.808112","0.808112","13.669161","0.808112","63.599699","45.090898","0.078140","-0.031746","0.046394","42.609162","33.029412","42.161633","0.000000","1.000000","0.000000","1.000000","71.565940","72.524599","<1B USD"
"DBRG PRI","DBRG-I","DBRG","","","8.000000","07/10/2025","6/5/2022","NONE","0.450000","7.15%","24.300000","20.800000","176.33","Assetmanagement","","50.000000","","","","","","22.360000","1.560000","-1.940000","23.540000","23.910000","-5.010000","-6.470000","21.010000","25.860000","17.820000","25.860000","22.160000","11.590000","6.410000","17.330000","11.970000","10.750000","6.410000","34.780000","2.043665","8.000000","","","0.808112","-0.666763","0.808112","-0.331218","-0.031746","0.078140","","","74.648986","29.991374","74.648986","60.190421","1.494320","3.926445","","","60.707266","41.912595","92.406412","79.916235","67.225064","68.797232","","","-0.331218","-0.666763","0.808112","0.808112","0.808112","13.669161","0.808112","63.599699","45.090898","0.078140","-0.031746","0.046394","42.609162","33.029412","42.161633","0.000000","1.000000","0.000000","1.000000","71.565940","72.524599","<1B USD"
"DBRG PRJ","DBRG-J","DBRG","","","8.000000","07/10/2025","9/22/2022","NONE","0.450000","7.13%","24.720000","21.000000","176.33","Assetmanagement","","50.000000","","","","","","22.350000","1.350000","-2.370000","23.420000","23.780000","-4.560000","-5.990000","20.470000","25.660000","17.640000","25.660000","22.150000","11.590000","6.410000","17.330000","11.970000","10.750000","6.410000","34.780000","2.043665","8.000000","","","0.808112","-0.666763","0.808112","-0.331218","-0.031746","0.078140","","","74.648986","29.991374","74.648986","60.190421","1.494320","3.926445","","","60.707266","41.912595","92.406412","79.916235","67.225064","68.797232","","","-0.331218","-0.666763","0.808112","0.808112","0.808112","13.669161","0.808112","63.599699","45.090898","0.078140","-0.031746","0.046394","42.609162","33.029412","42.161633","0.000000","1.000000","0.000000","1.000000","71.565940","72.524599","<1B USD"
"DCOMG","DCOMG","DCOM","NFF","","10.000000","06/30/2025","7/15/2029","7/15/2034","0.560000","9.00%","","","43.64","Regionalbank","","40.000000","","","","","","26.400000","","","","","","","24.250000","27.640000","24.250000","27.640000","26.090000","26.770000","17.490000","37.600000","35.000000","31.450000","15.570000","38.350000","1.168243","10.000000","","","0.719332","-0.301956","0.530589","-0.288032","-0.235143","-0.148808","","","67.546564","62.823990","52.447113","64.077128","-5.089031","-2.162539","","","59.240990","87.665524","84.331593","86.232681","56.919262","46.970094","","","-0.288032","-0.301956","0.530589","0.719332","0.719332","13.254438","0.530589","44.661575","63.450559","-0.148808","-0.235143","-0.383950","40.420608","44.676471","51.348566","0.000000","1.000000","0.000000","1.000000","49.513036","53.304850","<1B USD"
"DDT","DDT","DDS","","TP","10.500000","07/11/2025","8/12/2003","8/1/2038","0.470000","7.50%","27.000000","25.400000","15.68","Departmentstores","","51.000000","","","","","","26.070000","0.670000","-0.930000","25.900000","25.870000","0.660000","0.780000","24.390000","26.550000","24.390000","26.590000","25.870000","406.160000","282.240000","510.000000","434.020000","508.770000","22.380000","510.000000","6.368589","10.500000","64.990000","41.920000","17.148347","-0.203608","0.439059","-0.203608","-0.064191","-0.201682","5.249577","8.688931","90.000000","71.675294","45.124717","71.675294","0.606540","-3.581170","2818.255558","2080.119252","100.000000","100.000000","80.739516","98.580775","63.797172","41.884740","100.000000","99.837740","-0.203608","-0.203608","0.439059","17.148347","17.148347","90.000000","0.439059","38.415595","71.675294","-0.201682","-0.064191","-0.265873","52.737178","47.588235","60.188770","51.632715","67.544356","55.131292","69.970433","68.592055","48.826972","<1B USD"
"DRH PRA","DRH-A","DRH","","","8.000000","06/20/2025","8/31/2025","NONE","0.520000","8.25%","27.000000","24.870000","205.53","Reit","","30.000000","","","","","","25.130000","0.260000","-1.870000","25.090000","25.390000","0.150000","-1.030000","23.510000","26.260000","23.510000","27.540000","24.780000","7.730000","6.180000","10.000000","9.140000","8.650000","4.430000","11.490000","1.588747","8.000000","10.190000","3.900000","0.744921","-0.327241","0.250809","-0.227000","-0.154267","-0.106358","-0.241413","0.982051","69.593679","60.548303","30.064725","69.570000","-1.858219","-1.023628","400.150462","405.641335","59.680877","84.494307","70.336348","95.159374","54.280258","51.052743","15.056531","20.274218","-0.227000","-0.327241","0.250809","0.744921","0.744921","13.373973","0.250809","25.569473","65.059151","-0.106358","-0.154267","-0.260625","41.471868","33.029412","50.104754","31.524069","41.628289","29.919517","38.429960","60.335609","56.899801","<1B USD"
"DSX PRB","DSX-B","DSX","","","8.000000","07/10/2025","3/14/2019","NONE","0.560000","8.88%","25.800000","25.160000","115.77","Marineshipping","","50.000000","","","","","","26.450000","1.290000","0.650000","26.150000","26.270000","1.150000","0.700000","23.880000","27.750000","23.880000","27.750000","26.200000","1.560000","1.270000","3.215000","2.100000","1.830000","1.119900","6.429000","0.180601","8.000000","2.300000","1.119900","0.392982","-0.757350","0.228346","-0.514774","-0.257143","-0.147541","-0.321739","0.392982","41.438521","21.838544","28.267717","43.670295","-5.841513","-2.128555","354.469912","277.653834","51.722371","30.551457","68.633949","53.068698","54.013781","47.091917","13.451859","14.192839","-0.514774","-0.757350","0.228346","0.392982","0.392982","11.729943","0.228346","24.036630","32.754420","-0.147541","-0.257143","-0.404684","35.903005","33.029412","34.364911","26.628361","35.318689","26.514424","34.170115","46.992372","53.412120","<1B USD"
"DX PRC","DX-C","DX","NFF","","8.000000","06/27/2025","4/25/2025","NONE","0.430000","6.90%","","","107.00","Reit","","37.000000","","","","","","25.480000","","","25.380000","25.140000","0.410000","1.370000","24.560000","25.740000","21.120000","25.740000","25.230000","12.490000","10.790000","14.520000","12.490000","13.810000","9.570000","20.510000","1.336430","8.000000","19.150000","11.840000","0.305120","-0.391029","0.157553","-0.139807","0.000000","-0.095583","-0.347781","0.054899","34.409613","54.807411","22.604263","77.417355","2.362986","-0.734522","339.660354","204.198390","48.641286","76.494256","62.052749","95.082943","70.579154","52.089098","12.931627","10.702572","-0.139807","-0.391029","0.157553","0.305120","0.305120","11.319512","0.157553","19.205724","66.112383","-0.095583","0.000000","-0.095583","40.841075","33.029412","50.301103","36.123017","47.555423","37.674022","48.131013","74.475797","57.812356","<1B USD"
"ECC PRD","ECC-D","ECC","","","8.000000","05/12/2025","11/29/2026","NONE","0.140000","6.75%","23.190000","19.600000","120.18","Cef","","81.000000","","","","","","18.760000","-0.840000","-4.430000","19.540000","19.610000","-3.990000","-4.340000","18.080000","20.420000","18.080000","21.450000","18.750000","7.800000","6.540000","10.490000","8.940000","8.640000","5.800000","15.540000","0.937404","8.000000","15.220000","6.250000","0.344828","-0.498069","0.192661","-0.256435","-0.127517","-0.097222","-0.487516","0.248000","37.586207","45.173745","25.412844","66.920877","-1.126254","-0.778505","260.194086","246.153623","50.124828","63.069543","65.588027","90.854176","57.106517","51.931433","10.140127","12.696093","-0.256435","-0.498069","0.192661","0.344828","0.344828","11.504999","0.192661","21.601434","56.047311","-0.097222","-0.127517","-0.224739","39.687020","33.029412","45.623691","34.209081","45.088738","32.475208","41.627184","62.787544","57.673526","<1B USD"
"ECCC","ECCC","ECC","","","8.000000","05/12/2025","6/16/2024","6/30/2031","0.140000","6.50%","24.150000","20.520000","120.18","Cef","","81.000000","","","","","","22.330000","1.810000","-1.820000","22.840000","22.860000","-2.250000","-2.340000","21.870000","24.890000","20.240000","24.890000","22.320000","7.800000","6.540000","10.490000","8.940000","8.640000","5.800000","15.540000","0.937404","8.000000","15.220000","6.250000","0.344828","-0.498069","0.192661","-0.256435","-0.127517","-0.097222","-0.487516","0.248000","37.586207","45.173745","25.412844","66.920877","-1.126254","-0.778505","260.194086","246.153623","50.124828","63.069543","65.588027","90.854176","57.106517","51.931433","10.140127","12.696093","-0.256435","-0.498069","0.192661","0.344828","0.344828","11.504999","0.192661","21.601434","56.047311","-0.097222","-0.127517","-0.224739","39.687020","33.029412","45.623691","34.209081","45.088738","32.475208","41.627184","62.787544","57.673526","<1B USD"
"ECCF","ECCF","ECC","","Term","8.000000","05/12/2025","1/18/2026","1/31/2029","0.170000","8.00%","","","120.18","Cef","","81.000000","","","","","","24.920000","","","24.910000","24.920000","0.030000","0.020000","24.030000","25.550000","24.030000","25.550000","24.900000","7.800000","6.540000","10.490000","8.940000","8.640000","5.800000","15.540000","0.937404","8.000000","15.220000","6.250000","0.344828","-0.498069","0.192661","-0.256435","-0.127517","-0.097222","-0.487516","0.248000","37.586207","45.173745","25.412844","66.920877","-1.126254","-0.778505","260.194086","246.153623","50.124828","63.069543","65.588027","90.854176","57.106517","51.931433","10.140127","12.696093","-0.256435","-0.498069","0.192661","0.344828","0.344828","11.504999","0.192661","21.601434","56.047311","-0.097222","-0.127517","-0.224739","39.687020","33.029412","45.623691","34.209081","45.088738","32.475208","41.627184","62.787544","57.673526","<1B USD"
"ECCU","ECCU","ECC","","","8.000000","05/12/2025","6/30/2027","4/30/2030","0.150000","7.75%","","","120.18","Cef","","81.000000","","","","","","24.610000","","","","","","","23.890000","25.450000","23.890000","25.450000","24.590000","7.800000","6.540000","10.490000","8.940000","8.640000","5.800000","15.540000","0.937404","8.000000","15.220000","6.250000","0.344828","-0.498069","0.192661","-0.256435","-0.127517","-0.097222","-0.487516","0.248000","37.586207","45.173745","25.412844","66.920877","-1.126254","-0.778505","260.194086","246.153623","50.124828","63.069543","65.588027","90.854176","57.106517","51.931433","10.140127","12.696093","-0.256435","-0.498069","0.192661","0.344828","0.344828","11.504999","0.192661","21.601434","56.047311","-0.097222","-0.127517","-0.224739","39.687020","33.029412","45.623691","34.209081","45.088738","32.475208","41.627184","62.787544","57.673526","<1B USD"
"ECCV","ECCV","ECC","","BB","8.000000","06/13/2025","1/31/2025","1/31/2029","0.340000","5.38%","22.840000","21.110000","120.18","Cef","","23.000000","","","","","","22.990000","1.880000","0.150000","22.910000","22.840000","0.350000","0.640000","21.940000","23.530000","21.030000","23.530000","22.740000","7.800000","6.540000","10.490000","8.940000","8.640000","5.800000","15.540000","0.937404","8.000000","15.220000","6.250000","0.344828","-0.498069","0.192661","-0.256435","-0.127517","-0.097222","-0.487516","0.248000","37.586207","45.173745","25.412844","66.920877","-1.126254","-0.778505","260.194086","246.153623","50.124828","63.069543","65.588027","90.854176","57.106517","51.931433","10.140127","12.696093","-0.256435","-0.498069","0.192661","0.344828","0.344828","11.504999","0.192661","21.601434","56.047311","-0.097222","-0.127517","-0.224739","39.687020","33.029412","46.536165","34.209081","45.088738","32.475208","41.627184","62.787544","57.673526","<1B USD"
"ECCW","ECCW","ECC","","BB","8.000000","06/13/2025","3/29/2024","3/31/2031","0.420000","6.75%","24.500000","21.900000","120.18","Cef","","23.000000","","","","","","23.320000","1.420000","-1.180000","23.670000","24.170000","-1.490000","-3.500000","22.280000","25.210000","21.440000","25.210000","23.010000","7.800000","6.540000","10.490000","8.940000","8.640000","5.800000","15.540000","0.937404","8.000000","15.220000","6.250000","0.344828","-0.498069","0.192661","-0.256435","-0.127517","-0.097222","-0.487516","0.248000","37.586207","45.173745","25.412844","66.920877","-1.126254","-0.778505","260.194086","246.153623","50.124828","63.069543","65.588027","90.854176","57.106517","51.931433","10.140127","12.696093","-0.256435","-0.498069","0.192661","0.344828","0.344828","11.504999","0.192661","21.601434","56.047311","-0.097222","-0.127517","-0.224739","39.687020","33.029412","46.536165","34.209081","45.088738","32.475208","41.627184","62.787544","57.673526","<1B USD"
"ECCX","ECCX","ECC","","BB","8.000000","06/12/2025","4/30/2021","4/30/2028","0.420000","6.69%","24.910000","23.240000","120.18","Cef","","22.000000","","","","","","24.610000","1.370000","-0.300000","24.800000","24.690000","-0.770000","-0.340000","23.850000","26.950000","22.700000","26.950000","24.290000","7.800000","6.540000","10.490000","8.940000","8.640000","5.800000","15.540000","0.937404","8.000000","15.220000","6.250000","0.344828","-0.498069","0.192661","-0.256435","-0.127517","-0.097222","-0.487516","0.248000","37.586207","45.173745","25.412844","66.920877","-1.126254","-0.778505","260.194086","246.153623","50.124828","63.069543","65.588027","90.854176","57.106517","51.931433","10.140127","12.696093","-0.256435","-0.498069","0.192661","0.344828","0.344828","11.504999","0.192661","21.601434","56.047311","-0.097222","-0.127517","-0.224739","39.687020","33.029412","46.536165","34.209081","45.088738","32.475208","41.627184","62.787544","57.673526","<1B USD"
"EFC PRA","EFC-A","EFC","FF","","8.000000","06/27/2025","10/30/2024","NONE","0.610000","6.75%","","","94.36","Reit","","37.000000","","","","","","25.040000","","","24.990000","24.910000","0.180000","0.530000","21.500000","25.540000","20.060000","25.540000","24.680000","13.110000","11.120000","14.400000","12.400000","13.100000","9.740000","19.600000","1.237060","8.000000","18.670000","6.800000","0.345996","-0.331122","0.178957","-0.089583","0.057258","0.000763","-0.297804","0.927941","37.679671","60.198980","24.316547","81.937500","3.929738","1.850445","368.081593","393.884804","50.166009","84.007518","64.281890","17.602096","76.628688","61.355410","13.930012","19.715602","-0.089583","-0.331122","0.178957","0.345996","0.345996","11.510457","0.178957","20.666296","71.068240","0.000763","0.057258","0.058021","40.592650","33.029412","52.285677","35.896959","47.264079","33.037421","42.330526","79.724101","65.971749","<1B USD"
"EFC PRB","EFC-B","EFC","NFF","","8.000000","06/27/2025","1/30/2027","NONE","0.390000","6.25%","","","94.36","Reit","","37.000000","","","","","","22.900000","","","22.830000","22.260000","0.330000","2.870000","20.290000","23.750000","18.240000","23.750000","22.670000","13.110000","11.120000","14.400000","12.400000","13.100000","9.740000","19.600000","1.237060","8.000000","18.670000","6.800000","0.345996","-0.331122","0.178957","-0.089583","0.057258","0.000763","-0.297804","0.927941","37.679671","60.198980","24.316547","81.937500","3.929738","1.850445","368.081593","393.884804","50.166009","84.007518","64.281890","17.602096","76.628688","61.355410","13.930012","19.715602","-0.089583","-0.331122","0.178957","0.345996","0.345996","11.510457","0.178957","20.666296","71.068240","0.000763","0.057258","0.058021","40.592650","33.029412","52.285677","35.896959","47.264079","33.037421","42.330526","79.724101","65.971749","<1B USD"
"EFC PRC","EFC-C","EFC","NFF","","8.000000","06/27/2025","4/30/2028","","0.540000","8.63%","","","94.36","Reit","","37.000000","","","","","","25.200000","","","24.990000","24.950000","0.830000","1.010000","22.680000","26.250000","20.950000","26.250000","24.880000","13.110000","11.120000","14.400000","12.400000","13.100000","9.740000","19.600000","1.237060","8.000000","18.670000","6.800000","0.345996","-0.331122","0.178957","-0.089583","0.057258","0.000763","-0.297804","0.927941","37.679671","60.198980","24.316547","81.937500","3.929738","1.850445","368.081593","393.884804","50.166009","84.007518","64.281890","17.602096","76.628688","61.355410","13.930012","19.715602","-0.089583","-0.331122","0.178957","0.345996","0.345996","11.510457","0.178957","20.666296","71.068240","0.000763","0.057258","0.058021","40.592650","33.029412","52.285677","35.896959","47.264079","33.037421","42.330526","79.724101","65.971749","<1B USD"
"EFC PRD","EFC-D","EFC","","","8.000000","06/18/2025","5/12/2022","NONE","0.440000","7.00%","","","94.36","Reit","","28.000000","","","","","","23.000000","","","23.320000","22.910000","-1.360000","0.390000","21.250000","27.000000","20.240000","27.000000","22.700000","13.110000","11.120000","14.400000","12.400000","13.100000","9.740000","19.600000","1.237060","8.000000","18.670000","6.800000","0.345996","-0.331122","0.178957","-0.089583","0.057258","0.000763","-0.297804","0.927941","37.679671","60.198980","24.316547","81.937500","3.929738","1.850445","368.081593","393.884804","50.166009","84.007518","64.281890","17.602096","76.628688","61.355410","13.930012","19.715602","-0.089583","-0.331122","0.178957","0.345996","0.345996","11.510457","0.178957","20.666296","71.068240","0.000763","0.057258","0.058021","40.592650","33.029412","52.285677","35.896959","47.264079","33.037421","42.330526","79.724101","65.971749","<1B USD"
"EICA","EICA","EIC","","Term","8.000000","05/12/2025","10/31/2023","10/30/2026","0.100000","5.00%","23.250000","22.680000","21.14","Cef","","81.000000","","","","","","24.180000","1.500000","0.930000","24.150000","23.780000","0.130000","1.700000","23.510000","24.600000","22.290000","24.600000","24.170000","","","","","","","","","","","","","","","","","","","","10.000000","10.000000","10.000000","10.000000","","","","","","","","","","","","","","","","","","","","","10.000000","","","","35.000000","","","0.000000","1.000000","0.000000","1.000000","","","<1B USD"
"EICB","EICB","EIC","","Term","8.000000","05/12/2025","7/31/2025","7/31/2028","0.160000","7.75%","","24.420000","21.14","Cef","","81.000000","","","","","","24.890000","0.470000","","24.900000","24.900000","-0.040000","-0.040000","23.630000","25.460000","23.630000","25.500000","24.870000","","","","","","","","","","","","","","","","","","","","10.000000","10.000000","10.000000","10.000000","","","","","","","","","","","","","","","","","","","","","10.000000","","","","35.000000","","","0.000000","1.000000","0.000000","1.000000","","","<1B USD"
"EICC","EICC","EIC","","Term","8.000000","05/12/2025","4/3/2026","4/30/2029","0.170000","8.00%","","","21.14","Cef","","81.000000","","","","","","24.950000","","","25.010000","25.020000","-0.250000","-0.270000","23.750000","25.250000","23.750000","25.450000","24.930000","","","","","","","","","","","","","","","","","","","","10.000000","10.000000","10.000000","10.000000","","","","","","","","","","","","","","","","","","","","","10.000000","","","","35.000000","","","0.000000","1.000000","0.000000","1.000000","","","<1B USD"
"EIIA","EIIA","-","","","9.000000","05/12/2025","10/31/2026","10/31/2029","0.170000","8.13%","","","-","-","","81.000000","","","","","","24.690000","","","","","","","24.370000","25.370000","24.370000","25.370000","24.670000","","","","","","","","","","","","","","","","","","","","10.000000","10.000000","10.000000","10.000000","","","","","","","","","","","","","","","","","","","","","10.000000","","","","35.000000","","","0.000000","1.000000","0.000000","1.000000","","","<1B USD"
"ESGRO","ESGRO","-","","","9.000000","05/15/2025","3/1/2024","NONE","0.440000","7.00%","25.620000","22.500000","-","-","","84.000000","","","","","","20.150000","-2.350000","-5.470000","20.300000","21.410000","-0.760000","-5.910000","18.900000","21.300000","18.590000","25.470000","20.120000","","","","","","","","","","","","","","","","","","","","10.000000","10.000000","10.000000","10.000000","","","","","","","","","","","","","","","","","","","","","10.000000","","","","35.000000","","","0.000000","1.000000","0.000000","1.000000","","","<1B USD"
"ESGRP","ESGRP","-","","","8.000000","05/15/2025","9/1/2028","NONE","0.440000","7.00%","25.180000","22.440000","-","-","","84.000000","","","","","","21.090000","-1.350000","-4.090000","20.720000","21.670000","1.780000","-2.670000","18.520000","21.940000","18.520000","26.120000","21.060000","","","","","","","","","","","","","","","","","","","","10.000000","10.000000","10.000000","10.000000","","","","","","","","","","","","","","","","","","","","","10.000000","","","","35.000000","","","0.000000","1.000000","0.000000","1.000000","","","<1B USD"
"ET PRI","ET-I","ETR","","","9.000000","08/01/2025","Never","Never","0.210000","9.25%","","","430.81","Utilities","","72.000000","","","","","","11.500000","","","11.640000","11.570000","-1.160000","-0.630000","10.500000","12.190000","9.280000","12.190000","11.460000","","","","","","","","","","","","","","","","","","","","10.000000","10.000000","10.000000","10.000000","","","","","","","","","","","","","","","","","","","","","10.000000","","","","35.000000","","","0.000000","1.000000","0.000000","1.000000","","","<1B USD"
"F PRD","F-D","F","","BB","8.000000","04/30/2025","8/15/2027","8/15/2062","0.400000","6.50%","","20.790000","3980.84","Automanufacturers","","69.000000","","","","","","21.570000","0.780000","","23.170000","24.500000","-6.910000","-11.970000","20.850000","26.060000","20.100000","26.190000","21.480000","10.750000","8.440000","14.850000","10.800000","9.340000","5.440000","25.870000","42.794030","8.000000","8.060000","4.330000","0.976103","-0.584461","0.273697","-0.276094","-0.004630","0.150964","0.333747","1.482679","88.088235","37.398531","31.895735","65.151515","2.236306","5.880312","581.790406","514.412982","63.096559","52.234621","71.932785","87.978713","70.090016","75.801245","21.437199","25.442549","-0.276094","-0.584461","0.273697","0.976103","0.976103","14.453903","0.273697","27.131318","51.275023","0.150964","-0.004630","0.146334","73.937463","33.029412","58.116543","30.294002","40.042976","30.407107","39.039945","74.051443","78.691938","<1B USD"
"FCRX","FCRX","CCAP","","BB","11.000000","05/30/2025","5/25/2023","5/25/2026","0.310000","5.00%","","23.250000","37.06","Assetmanagement","","9.000000","","","","","","24.900000","1.650000","","24.700000","24.450000","0.790000","1.860000","23.910000","25.000000","22.500000","25.000000","24.620000","","","","","","","","","","","","","","","","","","","","10.000000","10.000000","10.000000","10.000000","","","","","","","","","","","","","","","","","","","","","10.000000","","","","35.000000","","","0.000000","1.000000","0.000000","1.000000","","","<1B USD"
"FGN","FGN","FG","","BB","8.500000","05/30/2025","12/15/2028","12/15/2053","0.500000","7.95%","","","134.94","Insurance","","9.000000","","","","","","25.870000","","","25.950000","26.310000","-0.290000","-1.660000","24.210000","27.650000","24.210000","27.650000","25.420000","","","","","","","","","","","","","","","","","","","","10.000000","10.000000","10.000000","10.000000","","","","","","","","","","","","","","","","","","","","","10.000000","","","","35.000000","","","0.000000","1.000000","0.000000","1.000000","","","<1B USD"
"FGSN","FGSN","FG","","","8.500000","07/01/2025","1/15/2030","1/15/2065","0.460000","7.30%","","","134.94","Insurance","","41.000000","","","","","","23.590000","","","","","","","20.510000","25.020000","20.510000","25.020000","23.340000","","","","","","","","","","","","","","","","","","","","10.000000","10.000000","10.000000","10.000000","","","","","","","","","","","","","","","","","","","","","10.000000","","","","35.000000","","","0.000000","1.000000","0.000000","1.000000","","","<1B USD"
"FHN PRB","FHN-B","FHN","NFF","","8.500000","07/17/2025","8/1/2025","NONE","0.420000","6.63%","","","506.74","Regionalbank","","57.000000","","","","","","25.340000","","","25.090000","25.030000","0.990000","1.240000","24.370000","25.700000","20.100000","25.770000","25.190000","","","","","","","","","","","","","","","","","","","","10.000000","10.000000","10.000000","10.000000","","","","","","","","","","","","","","","","","","","","","10.000000","","","","35.000000","","","0.000000","1.000000","0.000000","1.000000","","","<1B USD"
"FHN PRC","FHN-C","FHN","NFF","","8.500000","07/17/2025","5/1/2026","NONE","0.410000","6.60%","","","506.74","Regionalbank","","57.000000","","","","","","25.000000","","","25.120000","25.000000","-0.490000","0.020000","23.950000","25.750000","19.110000","25.770000","24.850000","","","","","","","","","","","","","","","","","","","","10.000000","10.000000","10.000000","10.000000","","","","","","","","","","","","","","","","","","","","","10.000000","","","","35.000000","","","0.000000","1.000000","0.000000","1.000000","","","<1B USD"
"FHN PRE","FHN-E","FHN","","","10.500000","06/25/2025","10/10/2025","NONE","0.410000","6.50%","","","506.74","Regionalbank","","35.000000","","","","","","23.850000","","","24.250000","24.210000","-1.640000","-1.470000","22.770000","25.710000","18.190000","25.710000","23.600000","","","","","","","","","","","","","","","","","","","","10.000000","10.000000","10.000000","10.000000","","","","","","","","","","","","","","","","","","","","","10.000000","","","","35.000000","","","0.000000","1.000000","0.000000","1.000000","","","<1B USD"
"FITBI","FITBI","FITB","","","8.500000","06/26/2025","12/31/2023","NONE","0.520000","6.63%","","","667.97","Regionalbank","","36.000000","","","","","","25.490000","","","25.650000","25.690000","-0.620000","-0.770000","24.750000","26.250000","24.110000","26.250000","25.180000","","","","","","","","","","","","","","","","","","","","10.000000","10.000000","10.000000","10.000000","","","","","","","","","","","","","","","","","","","","","10.000000","","","","35.000000","","","0.000000","1.000000","0.000000","1.000000","","","<1B USD"
"FLG PRA","FLG-A","FLG","","","8.000000","06/06/2025","6/17/2027","NONE","0.400000","6.38%","","","415.83","Regionalbank","","16.000000","","","","","","22.480000","","","22.400000","20.760000","0.350000","8.290000","19.690000","24.150000","8.500000","24.150000","22.150000","12.480000","8.560000","13.350000","10.780000","13.180000","5.100000","42.990000","5.189558","8.000000","","","1.447059","-0.709700","0.457944","-0.065169","0.157699","-0.053111","","","90.000000","26.127006","46.635514","84.134831","6.678114","0.405004","","","68.108475","36.527518","81.535728","17.212698","87.240704","56.173948","","","-0.065169","-0.709700","0.457944","1.447059","1.447059","16.653899","0.457944","39.704301","55.130919","-0.053111","0.157699","0.104589","50.379116","33.029412","49.408724","0.000000","1.000000","0.000000","1.000000","88.930609","61.409245","<1B USD"
"FRMEP","FRMEP","FRME","","","8.000000","07/28/2025","8/15/2025","NONE","0.470000","7.50%","26.000000","23.230000","58.20","Regionalbank","","68.000000","","","","","","25.500000","2.270000","-0.500000","25.370000","25.390000","0.520000","0.450000","23.380000","25.900000","22.790000","26.430000","25.390000","39.370000","30.550000","46.130000","43.400000","44.570000","21.500000","50.650000","2.291334","8.000000","41.550000","24.880000","0.831163","-0.222705","0.288707","-0.146542","-0.092857","-0.116670","-0.052467","0.582395","76.493023","69.956565","33.096563","76.811186","-0.177863","-1.300299","406.081783","318.807911","61.062334","97.604915","72.914152","94.216045","60.768441","50.060962","15.264887","16.148292","-0.146542","-0.222705","0.288707","0.831163","0.831163","13.776838","0.288707","28.155620","73.383875","-0.116670","-0.092857","-0.209528","43.228335","33.029412","54.286161","44.890723","58.855262","46.755036","59.491557","65.964464","56.026494","<1B USD"
"GAINI","GAINI","GAIN","","","8.000000","07/14/2025","2/1/2027","2/1/2030","0.490000","7.88%","","","36.84","Assetmanagement","","54.000000","","","","","","25.320000","","","","","","","24.600000","25.530000","24.600000","25.530000","25.120000","14.910000","11.420000","14.920000","13.500000","13.800000","8.160000","17.150000","0.549284","8.000000","13.650000","7.720000","0.827206","-0.130612","0.305604","-0.000670","0.104444","0.080435","0.092308","0.931347","76.176471","78.244898","34.448336","89.939678","5.220898","3.988026","471.947232","394.624822","61.002069","96.176293","73.963799","16.132994","81.614110","69.017983","17.578616","19.750764","-0.000670","-0.130612","0.305604","0.827206","0.827206","13.758354","0.305604","29.308679","84.092288","0.080435","0.104444","0.184879","37.746420","33.029412","56.645747","33.401548","44.047988","33.950477","43.472778","84.049229","72.718979","<1B USD"
